0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
10,57,134,204,247,273,294,307,309,330,317,308,291,281,280,278,275,274,229,182,166,133,125,103,82,73,55,45,41,31,24,16,10,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,136,206,252,272,308,335,334,349,327,325,301,284,285,260,245,214,181,174,161,144,135,123,93,67,46,41,35,29,23,18,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,52,118,194,252,302,351,351,371,373,349,303,280,255,229,217,189,181,152,126,116,102,91,81,75,72,69,66,62,59,59,54,50,46,36,30,25,19,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,120,188,249,296,335,357,342,322,318,276,255,234,215,210,189,181,164,167,156,151,128,115,95,72,59,53,53,50,45,43,39,37,36,31,29,25,23,19,17,14,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,66,139,207,258,312,337,338,340,344,325,310,302,287,291,287,245,231,218,214,194,179,108,83,52,40,32,20,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,64,141,225,291,357,410,452,486,458,382,334,298,270,244,231,213,193,172,140,115,95,78,59,39,27,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,130,187,183,190,193,213,228,247,255,284,289,294,313,261,253,255,256,275,273,269,228,189,105,93,75,62,52,38,24,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,56,130,192,235,232,213,219,213,216,215,226,231,232,240,242,231,216,220,214,205,167,159,150,146,136,128,128,127,107,83,64,40,32,29,26,21,21,16,14,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,56,123,180,231,286,328,372,387,397,395,412,396,313,265,237,183,154,133,122,120,109,96,95,93,81,71,53,37,28,20,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,64,143,209,248,300,347,364,383,373,371,374,366,369,357,337,292,204,186,167,139,95,60,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,54,136,198,249,278,306,331,349,344,352,360,367,374,313,251,192,153,148,135,102,73,75,67,59,60,59,56,51,48,45,43,40,32,23,20,17,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
