0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
18984,18945,18864,18738,18543,18312,17997,17619,17205,16740,16214,15679,15092,14463,13779,13105,12401,11706,11012,10298,9583,8871,8188,7514,6907,6336,5816,5340,4906,4482,4095,3757,3418,3078,2788,2540,2346,2158,1977,1813,1644,1498,1353,1214,1078,941,817,701,601,499,404,326,258,195,140,89,49,28,11,3,1,1,1,1,1,1,1
18984,18948,18865,18725,18536,18281,17969,17611,17214,16801,16361,15865,15333,14792,14218,13633,13019,12403,11802,11145,10511,9866,9214,8595,7986,7364,6749,6106,5500,4888,4297,3757,3290,2893,2571,2316,2073,1874,1698,1522,1352,1193,1050,929,796,680,548,438,336,228,144,93,51,30,12,2,0,0,0,0,0,0,0,0,0,0,0
18984,18957,18891,18773,18601,18366,18075,17735,17323,16876,16366,15791,15181,14541,13889,13215,12503,11790,11062,10338,9620,8909,8186,7488,6827,6213,5588,5005,4408,3874,3351,2892,2480,2114,1772,1466,1199,965,768,596,421,289,187,121,74,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18984,18950,18867,18730,18538,18282,17998,17665,17306,16894,16462,15990,15506,15030,14542,14079,13598,13095,12569,12080,11547,11027,10496,9921,9406,8853,8305,7738,7136,6528,5936,5396,4894,4409,3943,3506,3077,2678,2293,1943,1666,1460,1271,1094,934,799,667,555,455,376,303,230,177,132,101,66,35,17,6,1,0,0,0,0,0,0,0
18984,18942,18852,18708,18517,18257,17962,17614,17234,16786,16289,15729,15109,14489,13863,13225,12627,11984,11325,10681,10048,9417,8851,8288,7770,7266,6760,6275,5824,5402,4999,4597,4222,3878,3580,3304,3065,2846,2664,2472,2310,2147,1991,1857,1719,1586,1466,1349,1252,1151,1038,942,849,757,684,615,546,488,427,374,318,270,225,179,142,105,73
18984,18949,18863,18732,18554,18308,18000,17612,17174,16703,16174,15565,14944,14293,13622,12914,12161,11408,10663,9906,9164,8409,7716,7019,6373,5690,5100,4559,4057,3607,3211,2822,2442,2116,1806,1534,1289,1064,871,701,590,506,439,384,336,294,252,221,189,159,131,104,85,62,43,30,20,9,3,0,0,0,0,0,0,0,0
18984,18951,18879,18749,18544,18296,18013,17665,17251,16765,16248,15688,15058,14413,13752,13043,12296,11570,10834,10055,9256,8478,7682,6898,6109,5387,4684,4057,3461,2946,2502,2119,1796,1516,1265,1071,901,752,621,490,389,308,230,167,117,80,55,35,19,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18984,18946,18863,18721,18518,18265,17992,17658,17305,16916,16483,16007,15529,15005,14464,13914,13312,12689,12035,11377,10725,10074,9433,8859,8270,7705,7149,6616,6110,5635,5157,4708,4285,3906,3536,3189,2898,2663,2460,2283,2137,1996,1879,1754,1639,1528,1424,1322,1218,1123,1023,921,831,732,642,562,492,423,350,286,231,175,124,81,44,20,8
18984,18951,18883,18761,18591,18373,18120,17807,17477,17109,16711,16314,15862,15376,14899,14356,13825,13259,12692,12102,11556,10980,10413,9826,9244,8700,8182,7678,7199,6781,6378,6017,5653,5365,5091,4821,4549,4289,4043,3794,3562,3356,3161,2991,2810,2649,2481,2320,2174,2009,1836,1683,1515,1371,1240,1134,1036,922,816,721,629,537,450,360,291,224,168
18984,18946,18856,18717,18542,18305,18047,17761,17431,17069,16693,16287,15856,15375,14872,14349,13846,13345,12845,12342,11885,11375,10871,10368,9837,9297,8771,8235,7714,7206,6731,6244,5773,5345,4954,4587,4240,3889,3563,3252,2983,2740,2486,2272,2070,1865,1685,1506,1353,1190,1047,911,783,664,569,493,427,368,321,271,228,186,150,117,86,55,31
18984,18952,18875,18744,18580,18339,18050,17722,17353,16961,16539,16053,15564,15030,14478,13938,13366,12750,12158,11566,10959,10347,9714,9071,8428,7782,7159,6582,6041,5497,4991,4524,4099,3688,3302,2955,2654,2365,2133,1953,1782,1634,1503,1383,1280,1182,1075,982,898,812,737,660,584,521,449,384,320,250,198,149,101,74,42,24,13,4,1
18984,18957,18885,18750,18578,18360,18094,17758,17360,16937,16479,15969,15391,14816,14204,13561,12889,12263,11590,10999,10406,9823,9232,8676,8169,7693,7252,6807,6409,6035,5696,5349,5008,4678,4351,4012,3677,3370,3055,2765,2462,2204,1972,1775,1591,1431,1288,1143,1012,890,778,686,592,498,419,339,263,198,161,118,83,51,34,14,3,1,0
18984,18944,18854,18700,18498,18240,17918,17533,17092,16580,16018,15406,14732,14061,13339,12598,11894,11161,10416,9695,9000,8311,7605,6936,6267,5657,5059,4514,4013,3520,3068,2658,2293,2008,1727,1465,1263,1086,960,850,759,676,604,541,488,427,375,329,285,250,219,176,139,107,78,56,40,24,10,5,1,0,0,0,0,0,0
18984,18953,18876,18746,18580,18357,18087,17753,17381,16953,16517,16061,15562,15076,14533,13978,13357,12761,12163,11601,11038,10499,9940,9374,8760,8193,7618,7070,6573,6033,5552,5083,4643,4213,3796,3394,3024,2697,2391,2119,1893,1695,1518,1364,1223,1074,942,829,713,612,525,436,353,285,212,147,90,51,25,6,1,0,0,0,0,0,0
18984,18944,18873,18730,18538,18276,17961,17574,17133,16639,16079,15449,14796,14115,13396,12627,11848,11028,10259,9468,8678,7923,7216,6568,5971,5393,4873,4412,3997,3598,3227,2865,2511,2216,1930,1704,1481,1295,1141,1010,898,807,736,663,598,548,495,444,389,343,297,244,206,167,130,101,73,48,30,13,4,1,0,0,0,0,0
18984,18951,18869,18732,18549,18315,18038,17673,17287,16870,16409,15902,15376,14851,14309,13755,13205,12667,12135,11607,11058,10508,9957,9416,8859,8330,7836,7374,6941,6548,6185,5845,5519,5198,4887,4613,4341,4106,3898,3695,3501,3316,3133,2950,2772,2592,2424,2254,2095,1934,1765,1611,1449,1300,1168,1042,928,822,718,629,523,441,366,305,251,202,160
18984,18949,18867,18725,18539,18302,18005,17680,17334,16957,16511,16038,15512,14973,14390,13810,13199,12571,11953,11298,10649,9972,9298,8626,7979,7322,6673,6059,5447,4887,4363,3908,3511,3144,2786,2487,2200,1924,1659,1402,1168,982,795,654,541,450,364,292,229,174,126,79,48,22,11,7,1,0,0,0,0,0,0,0,0,0,0
18984,18956,18883,18745,18571,18342,18036,17706,17336,16886,16438,15953,15441,14951,14393,13856,13286,12705,12034,11401,10722,10034,9313,8631,7966,7314,6682,6045,5430,4859,4307,3774,3291,2858,2483,2158,1861,1619,1406,1229,1093,971,853,754,676,592,517,455,380,328,276,232,192,160,125,98,72,55,34,13,4,0,0,0,0,0,0
18984,18947,18876,18747,18566,18340,18083,17765,17420,17034,16579,16084,15578,15019,14441,13819,13153,12476,11800,11138,10476,9828,9198,8587,8009,7474,6890,6353,5801,5282,4819,4339,3910,3537,3202,2912,2663,2448,2273,2115,1961,1828,1699,1567,1460,1360,1259,1163,1062,972,883,800,721,643,568,497,434,370,309,257,209,176,146,116,88,69,51
18984,18949,18872,18752,18581,18361,18099,17785,17432,17033,16625,16198,15743,15290,14818,14387,13917,13464,13015,12543,12101,11667,11220,10792,10360,9905,9436,8972,8527,8087,7688,7306,6928,6576,6232,5908,5618,5366,5114,4874,4643,4424,4218,4010,3820,3617,3430,3261,3081,2911,2746,2592,2442,2304,2166,2036,1910,1792,1672,1562,1452,1342,1238,1144,1056,976,894
18984,18954,18883,18748,18568,18348,18046,17683,17293,16841,16362,15822,15244,14642,14015,13371,12697,11989,11259,10509,9732,8903,8094,7317,6611,5936,5252,4638,4105,3618,3184,2767,2385,2045,1737,1496,1306,1148,1000,876,780,685,593,513,437,367,296,228,170,125,92,71,53,36,21,11,5,0,0,0,0,0,0,0,0,0,0
18984,18947,18867,18739,18542,18299,18000,17665,17274,16839,16377,15891,15341,14738,14120,13522,12903,12251,11624,11003,10394,9785,9153,8538,7995,7466,7014,6566,6164,5781,5411,5070,4746,4440,4150,3854,3576,3324,3064,2836,2626,2429,2247,2083,1932,1776,1627,1470,1320,1182,1034,917,799,682,573,484,394,321,264,223,182,144,106,72,41,17,7
18984,18947,18853,18717,18523,18267,17970,17626,17232,16779,16290,15775,15229,14684,14101,13551,13000,12408,11787,11164,10554,9909,9268,8624,7965,7343,6722,6135,5603,5119,4648,4200,3772,3361,2976,2611,2246,1917,1628,1372,1163,953,764,611,472,362,263,181,118,76,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18984,18941,18856,18722,18528,18292,17984,17652,17257,16879,16433,15955,15420,14849,14273,13680,13085,12492,11896,11294,10696,10124,9583,9040,8495,7977,7481,7019,6572,6150,5719,5295,4874,4515,4177,3832,3516,3210,2926,2641,2405,2176,1965,1777,1608,1449,1315,1186,1067,969,872,775,690,618,549,489,430,381,323,282,238,195,150,120,90,59,40
18984,18946,18856,18727,18542,18321,18047,17729,17367,16931,16447,15925,15382,14829,14232,13623,12965,12322,11704,11058,10419,9802,9168,8591,8002,7438,6856,6289,5692,5089,4484,3861,3255,2697,2180,1748,1374,1034,749,551,416,307,221,139,81,41,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18984,18954,18871,18726,18543,18309,18011,17701,17373,17012,16601,16158,15688,15201,14713,14198,13664,13118,12580,12035,11479,10924,10363,9801,9256,8671,8124,7560,7002,6483,6009,5549,5126,4784,4448,4156,3888,3622,3368,3140,2918,2709,2513,2327,2135,1963,1810,1664,1526,1405,1279,1173,1076,989,906,826,751,679,611,549,494,435,388,340,291,247,205
18984,18951,18866,18736,18544,18318,18055,17751,17398,16997,16589,16148,15692,15226,14707,14201,13665,13071,12479,11845,11209,10571,9932,9314,8686,8049,7441,6843,6302,5810,5383,4989,4612,4271,3963,3669,3403,3147,2918,2720,2521,2340,2175,2005,1853,1706,1578,1455,1356,1255,1144,1051,954,877,786,694,614,548,483,426,376,324,279,232,191,152,116
18984,18952,18865,18720,18533,18300,18016,17697,17337,16931,16486,16017,15521,14985,14478,13895,13323,12754,12187,11591,11024,10437,9847,9271,8766,8264,7787,7338,6942,6570,6218,5885,5558,5220,4938,4634,4360,4090,3840,3604,3359,3128,2905,2678,2457,2243,2039,1834,1637,1452,1279,1102,949,794,664,539,431,339,247,168,101,61,27,11,5,0,0
18984,18944,18867,18726,18525,18283,17976,17614,17202,16728,16198,15622,14973,14320,13678,12943,12256,11516,10834,10191,9562,8958,8358,7808,7321,6867,6449,6034,5658,5282,4923,4583,4253,3951,3662,3369,3101,2881,2664,2462,2264,2076,1879,1690,1507,1345,1178,1034,911,789,685,583,491,419,356,298,249,212,170,134,102,76,52,36,16,3,0
18984,18953,18880,18754,18561,18311,17989,17647,17256,16844,16416,15925,15379,14813,14189,13552,12923,12296,11697,11074,10446,9852,9290,8750,8244,7775,7297,6829,6395,5962,5510,5125,4758,4420,4073,3750,3401,3074,2780,2504,2253,2015,1801,1629,1472,1330,1181,1056,926,806,708,598,501,410,335,270,204,148,113,79,57,33,20,8,3,0,0
18984,18952,18871,18734,18548,18308,18007,17642,17252,16818,16343,15819,15287,14740,14161,13566,12990,12415,11833,11225,10623,9983,9391,8836,8254,7746,7216,6736,6285,5877,5496,5099,4723,4364,4013,3681,3388,3121,2878,2645,2446,2267,2099,1942,1807,1672,1538,1422,1297,1174,1050,956,868,779,703,628,562,504,439,379,330,280,240,206,171,133,105
18984,18959,18887,18775,18603,18375,18124,17844,17530,17202,16850,16484,16081,15672,15224,14772,14282,13787,13267,12718,12139,11547,10935,10335,9729,9110,8483,7879,7274,6688,6155,5641,5171,4725,4316,3935,3587,3249,2920,2601,2327,2069,1819,1595,1390,1202,1031,886,753,643,541,465,398,338,288,249,210,170,135,104,74,48,29,10,4,2,1
18984,18953,18880,18745,18555,18299,18005,17610,17206,16741,16261,15757,15221,14710,14180,13620,13051,12453,11868,11287,10701,10161,9607,9041,8489,7939,7351,6827,6256,5724,5218,4731,4285,3863,3489,3118,2779,2429,2130,1871,1649,1426,1242,1050,878,706,552,405,305,214,144,84,43,16,9,3,0,0,0,0,0,0,0,0,0,0,0
18984,18957,18886,18764,18598,18386,18106,17777,17402,17001,16547,16044,15491,14906,14324,13706,13111,12483,11870,11277,10704,10135,9574,9069,8616,8166,7721,7332,6939,6554,6173,5812,5444,5105,4778,4434,4100,3787,3484,3188,2905,2634,2385,2157,1943,1745,1557,1381,1219,1049,887,738,608,466,358,282,199,146,100,74,48,29,14,6,0,0,0
18984,18955,18883,18754,18559,18292,17990,17633,17210,16745,16227,15655,15053,14418,13732,13042,12379,11706,11055,10389,9773,9183,8652,8150,7705,7314,6942,6591,6250,5924,5647,5391,5134,4881,4626,4378,4151,3939,3714,3524,3343,3169,3002,2855,2724,2586,2446,2313,2182,2055,1929,1801,1686,1573,1462,1347,1239,1124,1027,932,829,732,633,540,456,387,324
18984,18956,18881,18760,18581,18342,18058,17743,17403,16980,16504,16013,15460,14872,14232,13585,12927,12260,11610,10925,10230,9515,8817,8082,7337,6606,5889,5228,4552,3922,3379,2886,2434,2068,1740,1466,1229,1056,923,808,701,597,506,418,347,286,240,206,175,147,114,88,65,48,31,16,6,0,0,0,0,0,0,0,0,0,0
18984,18954,18883,18756,18565,18325,18014,17638,17218,16757,16268,15740,15220,14676,14097,13486,12878,12274,11621,10987,10367,9740,9136,8564,8037,7585,7195,6807,6448,6100,5758,5415,5106,4810,4537,4295,4059,3843,3644,3473,3313,3152,3000,2871,2740,2625,2502,2369,2244,2123,2010,1909,1795,1678,1569,1460,1365,1254,1166,1063,967,870,784,695,611,518,441
18984,18948,18868,18736,18579,18385,18141,17865,17540,17147,16759,16316,15851,15366,14908,14423,13971,13497,13033,12544,12019,11498,10953,10393,9864,9341,8822,8343,7868,7362,6864,6401,5918,5457,4982,4495,4029,3542,3094,2710,2393,2098,1833,1567,1334,1135,980,837,716,600,497,394,308,236,161,101,64,35,16,4,0,0,0,0,0,0,0
18984,18962,18904,18789,18617,18396,18116,17784,17418,17008,16558,16093,15604,15079,14506,13930,13273,12619,11960,11263,10550,9829,9106,8373,7614,6878,6185,5475,4774,4131,3533,2952,2434,1991,1618,1316,1081,891,728,594,474,381,291,220,167,132,109,86,58,37,23,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18984,18946,18866,18733,18564,18334,18066,17765,17401,16993,16570,16121,15614,15096,14559,13976,13327,12707,12073,11457,10856,10298,9743,9216,8675,8163,7676,7205,6732,6288,5839,5410,4985,4576,4196,3828,3518,3199,2892,2613,2328,2044,1797,1585,1396,1225,1050,896,757,622,502,384,288,205,147,93,53,29,9,2,0,0,0,0,0,0,0
18984,18954,18884,18766,18600,18385,18121,17830,17484,17103,16659,16201,15727,15248,14725,14211,13661,13086,12513,11942,11383,10789,10156,9559,8991,8410,7816,7256,6671,6089,5543,5020,4528,4099,3703,3358,3053,2810,2604,2383,2182,1993,1827,1653,1495,1347,1200,1075,957,845,739,625,529,437,369,297,236,179,137,95,66,44,29,18,11,4,2
18984,18942,18859,18708,18500,18244,17913,17533,17107,16615,16067,15492,14884,14215,13535,12822,12103,11392,10685,9995,9296,8610,7923,7289,6674,6074,5496,5006,4527,4081,3677,3320,2999,2718,2468,2241,2013,1787,1595,1416,1252,1110,970,861,754,642,515,400,292,208,142,85,43,16,7,2,1,1,1,1,1,1,1,1,1,1,1
18984,18944,18866,18738,18577,18388,18147,17878,17559,17234,16832,16432,15998,15529,15057,14597,14108,13599,13059,12490,11898,11317,10749,10215,9697,9197,8699,8221,7759,7332,6915,6516,6122,5730,5344,4957,4580,4203,3874,3567,3260,2946,2658,2394,2143,1905,1686,1478,1270,1089,924,765,631,501,387,311,252,201,170,138,112,80,61,45,28,18,9
18984,18947,18865,18730,18529,18255,17940,17564,17114,16615,16065,15493,14885,14240,13612,12945,12321,11732,11128,10540,9965,9391,8879,8343,7822,7328,6837,6388,5964,5570,5176,4775,4396,4024,3665,3324,3004,2715,2453,2195,1956,1737,1534,1361,1208,1071,944,833,712,612,509,418,341,268,201,145,98,66,40,17,4,0,0,0,0,0,0
18984,18962,18892,18783,18612,18378,18101,17779,17416,16998,16549,16042,15489,14886,14261,13600,12911,12201,11442,10692,9933,9254,8588,7957,7368,6789,6223,5645,5079,4524,4024,3537,3152,2805,2510,2229,1983,1742,1536,1345,1150,989,848,724,603,487,379,298,227,171,118,77,46,24,8,1,0,0,0,0,0,0,0,0,0,0,0
18984,18951,18864,18733,18544,18289,17984,17624,17225,16755,16269,15708,15126,14539,13931,13339,12708,12109,11486,10839,10213,9562,8889,8262,7657,7042,6452,5881,5341,4867,4419,4034,3700,3411,3132,2866,2619,2374,2152,1943,1761,1600,1453,1312,1184,1062,949,847,752,674,600,531,472,408,356,303,257,217,176,140,110,81,60,39,16,4,1
18984,18948,18858,18724,18544,18316,18060,17778,17486,17146,16785,16416,16021,15609,15201,14760,14313,13865,13402,12944,12483,12029,11565,11141,10707,10263,9810,9359,8869,8375,7902,7400,6904,6439,5969,5501,5067,4623,4196,3793,3432,3066,2749,2442,2152,1880,1630,1411,1204,1029,861,740,626,516,406,309,232,172,113,74,37,10,1,0,0,0,0
18984,18956,18883,18745,18560,18346,18083,17763,17413,17021,16597,16123,15617,15142,14633,14133,13625,13090,12517,11947,11365,10801,10241,9643,9072,8492,7920,7360,6774,6213,5626,5023,4391,3794,3219,2704,2227,1825,1477,1182,936,708,547,434,351,276,225,177,136,104,79,54,38,23,12,3,0,0,0,0,0,0,0,0,0,0,0
