0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
25832,25818,25785,25713,25603,25465,25283,25067,24777,24493,24195,23842,23442,23052,22633,22198,21745,21276,20782,20248,19723,19207,18663,18094,17525,16965,16426,15883,15312,14719,14134,13571,12985,12412,11851,11305,10704,10089,9482,8915,8285,7679,7044,6425,5845,5266,4706,4186,3694,3263,2863,2499,2154,1858,1628,1426,1245,1119,1011,898,800,706,616,548,477,406,343,293,251,205,159,128,99,81,53,30,11,3,0,0
25832,25811,25756,25671,25548,25400,25207,24971,24706,24392,24080,23715,23328,22916,22501,22096,21685,21293,20871,20457,20038,19590,19150,18681,18174,17730,17259,16797,16313,15841,15395,14942,14510,14093,13688,13263,12833,12444,12019,11595,11162,10730,10293,9886,9467,9062,8661,8258,7910,7586,7274,7012,6730,6482,6214,5991,5777,5581,5376,5181,4957,4776,4587,4411,4242,4071,3902,3744,3599,3463,3314,3179,3042,2904,2779,2656,2528,2400,2281,2158
25832,25806,25751,25670,25556,25408,25203,24980,24736,24440,24118,23760,23382,22968,22543,22081,21611,21099,20589,20054,19513,18907,18317,17732,17142,16554,15965,15371,14801,14264,13676,13090,12524,11965,11385,10815,10280,9736,9220,8735,8205,7706,7237,6744,6292,5835,5386,4938,4506,4104,3719,3345,2976,2632,2279,1931,1598,1302,1059,856,706,577,474,377,289,226,173,125,88,61,33,20,14,9,5,3,2,2,2,2
25832,25813,25757,25678,25556,25401,25195,24967,24683,24378,24012,23641,23214,22797,22313,21803,21242,20683,20106,19511,18849,18248,17644,16992,16380,15749,15150,14591,14056,13526,13087,12676,12278,11900,11566,11215,10882,10550,10217,9921,9611,9281,8975,8646,8314,7991,7679,7388,7082,6785,6493,6196,5914,5632,5399,5174,4967,4767,4598,4430,4275,4119,3964,3821,3685,3536,3414,3270,3144,3019,2891,2771,2645,2524,2423,2326,2213,2111,2003,1909
25832,25820,25777,25705,25576,25416,25234,24986,24706,24370,24003,23606,23136,22643,22087,21546,20985,20406,19797,19164,18537,17909,17264,16642,16022,15453,14847,14319,13788,13273,12759,12269,11791,11321,10864,10435,10043,9655,9279,8909,8576,8237,7932,7620,7332,7066,6797,6527,6269,6027,5784,5559,5332,5131,4918,4740,4555,4378,4206,4055,3903,3750,3604,3477,3349,3228,3100,2977,2853,2744,2621,2510,2417,2310,2212,2115,2009,1907,1798,1710
25832,25807,25750,25652,25517,25365,25163,24937,24650,24336,23972,23576,23125,22627,22123,21615,21044,20439,19809,19177,18492,17789,17048,16347,15608,14869,14102,13393,12660,11886,11116,10366,9633,8895,8180,7544,6959,6407,5901,5430,4962,4536,4139,3771,3421,3078,2754,2429,2156,1913,1670,1443,1244,1072,913,754,612,474,356,265,171,100,54,28,18,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4
25832,25806,25749,25670,25546,25384,25176,24983,24720,24433,24127,23802,23466,23088,22671,22252,21823,21349,20930,20464,19978,19481,18973,18426,17906,17373,16785,16201,15626,15057,14487,13902,13334,12770,12180,11565,10994,10437,9844,9253,8646,8070,7515,7003,6497,5998,5530,5090,4660,4243,3888,3569,3271,2999,2757,2527,2329,2128,1946,1769,1624,1467,1321,1170,1050,933,816,708,609,515,414,334,257,202,149,98,63,40,22,7
25832,25810,25760,25668,25544,25377,25183,24948,24686,24341,23962,23546,23082,22582,22041,21505,20917,20326,19722,19094,18462,17794,17097,16364,15631,14914,14176,13460,12765,12095,11464,10888,10329,9853,9392,8961,8573,8207,7854,7521,7204,6884,6547,6220,5870,5535,5232,4932,4630,4334,4051,3786,3501,3229,2960,2709,2435,2196,1983,1787,1612,1434,1279,1118,972,864,755,662,580,506,444,374,320,263,213,167,128,92,61,44
25832,25808,25743,25648,25519,25327,25104,24832,24561,24255,23931,23582,23233,22851,22420,21963,21492,21012,20518,19995,19481,18902,18337,17762,17149,16568,15958,15360,14762,14157,13566,13013,12486,11948,11440,10961,10500,10057,9587,9140,8678,8201,7757,7330,6880,6435,6001,5523,5071,4670,4247,3874,3522,3170,2864,2573,2304,2042,1845,1664,1505,1357,1232,1140,1059,985,914,845,777,708,643,582,525,472,419,376,335,289,248,212
25832,25804,25753,25670,25554,25390,25214,24954,24675,24360,23997,23579,23122,22635,22079,21491,20859,20179,19473,18740,18060,17350,16635,15953,15271,14653,14056,13547,13028,12566,12120,11715,11327,10958,10606,10261,9947,9619,9312,8996,8690,8400,8090,7805,7513,7235,6974,6700,6438,6153,5893,5644,5387,5163,4928,4692,4447,4198,3961,3736,3505,3261,3035,2796,2545,2339,2124,1922,1728,1552,1372,1219,1060,914,790,695,595,508,429,356
25832,25814,25763,25676,25542,25373,25192,24933,24651,24322,23979,23555,23103,22608,22048,21495,20864,20226,19558,18866,18145,17449,16736,16018,15245,14514,13790,13019,12234,11521,10797,10113,9447,8816,8232,7665,7148,6672,6255,5896,5575,5293,5033,4786,4548,4324,4115,3905,3714,3531,3357,3192,3021,2849,2701,2561,2405,2266,2129,1999,1861,1727,1605,1501,1399,1312,1218,1129,1044,961,888,828,772,706,652,583,523,468,413,362
25832,25806,25753,25667,25538,25375,25183,24953,24681,24387,24064,23714,23309,22863,22437,21995,21529,21048,20531,20025,19523,19012,18502,18005,17505,16991,16462,15935,15404,14860,14322,13780,13233,12710,12151,11607,11047,10533,10047,9606,9152,8752,8362,7973,7571,7222,6853,6522,6188,5878,5556,5254,4960,4656,4367,4096,3831,3566,3336,3109,2873,2648,2436,2211,2003,1807,1633,1465,1315,1172,1050,917,808,708,617,531,452,383,320,273
25832,25814,25770,25692,25572,25426,25220,24980,24722,24419,24052,23662,23255,22760,22231,21674,21099,20504,19904,19285,18619,17949,17268,16514,15767,15043,14308,13562,12832,12138,11446,10765,10090,9481,8890,8350,7910,7446,7019,6571,6160,5767,5389,5036,4655,4294,3963,3642,3337,3058,2789,2539,2317,2116,1910,1727,1546,1388,1245,1113,999,885,782,671,576,497,423,348,285,231,182,139,106,68,41,22,13,7,4,3
25832,25801,25730,25638,25491,25313,25103,24854,24553,24233,23864,23452,23007,22484,21962,21381,20751,20099,19442,18733,18019,17273,16518,15735,14917,14047,13176,12300,11411,10511,9664,8811,8027,7298,6619,6022,5478,4961,4534,4159,3807,3483,3192,2908,2632,2377,2127,1903,1672,1478,1305,1139,993,842,702,573,472,391,305,239,185,140,107,77,50,33,20,13,8,0,0,0,0,0,0,0,0,0,0,0
25832,25804,25751,25671,25544,25379,25167,24912,24603,24247,23854,23430,23002,22540,22030,21474,20957,20379,19780,19159,18538,17901,17286,16630,16004,15404,14839,14253,13652,13056,12458,11891,11371,10812,10194,9595,9000,8382,7789,7198,6642,6078,5558,5076,4614,4219,3853,3516,3184,2841,2545,2248,1951,1680,1419,1186,986,806,664,528,424,334,252,187,133,102,77,58,39,25,11,4,2,2,2,2,2,2,2,2
25832,25805,25741,25648,25514,25338,25140,24892,24623,24313,23986,23597,23163,22719,22232,21728,21178,20616,20061,19508,18940,18387,17792,17194,16608,16034,15463,14849,14238,13651,13088,12568,12079,11604,11154,10708,10311,9948,9593,9238,8882,8544,8213,7904,7616,7308,7015,6741,6464,6204,5935,5680,5433,5189,4949,4710,4493,4295,4096,3915,3756,3599,3454,3292,3145,3005,2878,2746,2620,2490,2384,2272,2166,2057,1959,1861,1764,1656,1558,1465
25832,25806,25751,25654,25522,25351,25146,24872,24566,24231,23849,23397,22943,22438,21898,21351,20785,20206,19588,19044,18478,17854,17230,16603,15959,15341,14746,14134,13523,12929,12360,11799,11253,10726,10201,9683,9205,8726,8281,7877,7499,7129,6756,6422,6067,5749,5443,5128,4813,4493,4203,3914,3644,3412,3155,2910,2686,2465,2265,2069,1860,1658,1485,1326,1180,1044,919,795,687,585,505,438,380,328,277,231,196,167,138,106
25832,25813,25756,25669,25533,25376,25171,24910,24618,24299,23963,23601,23222,22809,22406,21966,21550,21110,20623,20169,19689,19261,18848,18397,17951,17502,17045,16603,16147,15641,15166,14660,14203,13695,13214,12714,12223,11731,11190,10702,10224,9753,9320,8907,8548,8206,7875,7544,7213,6884,6572,6269,5993,5722,5467,5201,4916,4650,4405,4160,3919,3687,3469,3245,3045,2822,2636,2451,2251,2058,1861,1673,1482,1316,1128,979,831,681,546,442
25832,25810,25749,25664,25536,25373,25159,24930,24669,24361,24031,23654,23241,22809,22322,21800,21298,20793,20287,19734,19190,18623,18066,17472,16876,16300,15754,15192,14618,14042,13456,12937,12384,11834,11262,10729,10182,9648,9113,8574,8029,7495,6969,6484,6032,5617,5230,4884,4579,4291,4011,3744,3492,3263,3056,2865,2685,2495,2318,2156,1984,1836,1687,1535,1400,1264,1147,1054,961,870,784,699,627,549,470,391,337,281,241,194
25832,25811,25763,25664,25531,25358,25150,24902,24625,24324,23951,23535,23071,22568,22036,21509,20966,20368,19754,19136,18550,17966,17336,16675,16007,15340,14707,14095,13480,12913,12338,11792,11212,10670,10121,9581,9036,8519,8031,7553,7096,6646,6178,5753,5341,4935,4557,4213,3895,3590,3337,3103,2874,2691,2512,2357,2194,2031,1886,1748,1621,1505,1407,1310,1227,1141,1065,991,910,847,784,722,664,612,557,496,446,397,356,317
25832,25805,25750,25666,25545,25391,25195,24960,24691,24387,24024,23655,23272,22813,22328,21824,21243,20667,20015,19386,18730,18087,17427,16733,16074,15370,14683,13986,13308,12634,11975,11331,10700,10110,9542,8992,8449,7940,7452,6975,6510,6071,5614,5206,4789,4380,4003,3659,3343,3053,2789,2550,2319,2129,1965,1845,1725,1599,1504,1403,1314,1233,1148,1055,965,882,800,739,657,592,531,472,410,353,304,257,220,189,155,126
25832,25804,25751,25660,25522,25360,25164,24909,24629,24287,23942,23567,23157,22733,22286,21789,21253,20706,20140,19532,18915,18317,17678,17041,16383,15750,15127,14499,13897,13331,12769,12250,11794,11365,10907,10445,10029,9640,9292,8935,8585,8260,7965,7665,7364,7117,6858,6597,6367,6140,5931,5718,5504,5324,5151,4966,4799,4636,4482,4320,4176,4031,3891,3751,3623,3470,3330,3201,3074,2957,2832,2707,2586,2466,2348,2222,2109,1999,1889,1773
25832,25813,25773,25705,25591,25448,25273,25047,24779,24470,24088,23681,23220,22698,22174,21621,21035,20460,19836,19208,18580,17913,17235,16579,15897,15220,14554,13902,13269,12662,12073,11463,10894,10356,9869,9447,9018,8643,8240,7881,7522,7185,6859,6534,6209,5919,5608,5303,5032,4775,4552,4330,4112,3889,3702,3512,3357,3187,3021,2878,2729,2584,2445,2308,2176,2047,1937,1828,1725,1621,1528,1435,1342,1257,1176,1084,1004,932,863,787
25832,25809,25758,25662,25545,25374,25176,24940,24674,24387,24043,23643,23224,22769,22311,21809,21254,20713,20168,19599,18997,18376,17775,17176,16538,15873,15220,14635,14033,13431,12842,12263,11754,11247,10730,10259,9800,9379,8947,8532,8109,7705,7326,6974,6627,6294,5998,5717,5444,5184,4920,4681,4444,4210,4004,3793,3593,3399,3204,3016,2841,2665,2475,2290,2122,1979,1840,1724,1621,1505,1407,1313,1230,1132,1036,960,882,809,750,686
25832,25811,25765,25678,25553,25395,25203,24959,24669,24357,24027,23631,23218,22777,22253,21736,21162,20591,19963,19357,18740,18097,17451,16810,16141,15479,14829,14149,13430,12741,12062,11428,10854,10301,9770,9264,8771,8291,7817,7359,6892,6440,5999,5568,5198,4830,4464,4096,3785,3464,3152,2860,2603,2382,2203,2031,1882,1740,1613,1475,1364,1270,1178,1084,1000,918,852,779,717,661,612,550,496,443,384,333,290,244,199,163
25832,25812,25759,25669,25537,25391,25186,24958,24690,24416,24102,23764,23383,23006,22610,22204,21795,21366,20926,20468,19994,19485,18971,18454,17934,17436,16899,16359,15812,15329,14846,14408,13946,13543,13156,12796,12444,12123,11824,11534,11253,10965,10685,10396,10103,9848,9581,9314,9060,8810,8559,8297,8049,7800,7556,7333,7099,6864,6663,6469,6301,6116,5944,5764,5603,5441,5269,5095,4927,4777,4638,4493,4343,4194,4047,3890,3743,3605,3465,3338
25832,25803,25753,25668,25542,25382,25181,24943,24667,24328,23952,23548,23090,22620,22051,21492,20879,20270,19625,18936,18240,17557,16831,16069,15314,14568,13803,13061,12334,11655,10965,10331,9740,9166,8617,8058,7544,7064,6611,6174,5756,5356,5003,4676,4344,4016,3712,3411,3125,2859,2592,2339,2110,1903,1711,1545,1393,1253,1135,1017,924,838,749,668,596,516,456,395,333,277,230,195,152,116,83,55,35,15,10,3
25832,25808,25752,25655,25526,25363,25167,24931,24661,24354,24046,23691,23351,22982,22607,22210,21803,21384,20938,20471,20015,19547,19051,18544,18024,17498,16953,16430,15900,15361,14838,14314,13778,13266,12733,12230,11723,11256,10789,10348,9903,9460,9045,8643,8260,7878,7496,7107,6726,6368,5989,5619,5263,4935,4618,4320,4043,3768,3513,3245,2994,2756,2520,2288,2090,1885,1700,1554,1407,1291,1190,1104,1022,942,853,783,702,642,580,516
25832,25811,25769,25694,25586,25437,25260,25037,24758,24476,24173,23850,23449,23063,22654,22222,21759,21265,20765,20233,19641,19070,18494,17915,17311,16733,16129,15535,14975,14431,13849,13257,12679,12108,11523,10970,10403,9783,9208,8623,8075,7558,7038,6499,6005,5535,5089,4664,4250,3883,3554,3238,2952,2680,2436,2228,2014,1820,1642,1474,1335,1200,1095,985,889,809,738,667,605,541,488,437,382,333,285,243,198,162,127,101
25832,25807,25749,25669,25557,25394,25201,24977,24694,24375,24036,23640,23199,22744,22250,21725,21165,20593,20037,19459,18868,18261,17681,17051,16454,15859,15259,14670,14044,13458,12883,12309,11702,11099,10575,10053,9529,9032,8591,8144,7724,7304,6901,6476,6079,5665,5285,4916,4554,4195,3878,3526,3213,2924,2622,2351,2086,1850,1640,1450,1259,1094,991,901,829,766,710,650,582,521,464,413,351,304,268,223,184,152,123,99
25832,25809,25759,25676,25550,25381,25189,24964,24710,24431,24129,23787,23402,22981,22560,22104,21621,21142,20639,20107,19585,19045,18501,17995,17474,16971,16425,15870,15357,14839,14337,13851,13379,12921,12456,11979,11541,11099,10663,10252,9860,9468,9127,8773,8436,8108,7743,7403,7068,6749,6427,6144,5876,5582,5323,5054,4794,4569,4335,4124,3924,3706,3531,3350,3167,3000,2828,2667,2503,2339,2172,2025,1867,1717,1557,1423,1304,1198,1117,1039
25832,25814,25774,25700,25573,25402,25208,24951,24647,24332,23971,23573,23146,22669,22164,21624,21087,20502,19883,19261,18635,17954,17275,16579,15875,15263,14674,14079,13532,12981,12459,11955,11457,10980,10497,10019,9538,9052,8578,8110,7661,7190,6721,6284,5834,5418,5007,4609,4225,3851,3474,3122,2779,2432,2116,1823,1573,1341,1127,928,757,616,490,376,280,195,131,79,42,22,10,4,3,2,2,2,2,2,2,2
25832,25812,25767,25689,25565,25399,25187,24945,24684,24365,23988,23578,23124,22643,22132,21589,21012,20412,19776,19144,18487,17827,17137,16483,15802,15118,14429,13696,13000,12347,11749,11208,10704,10188,9704,9221,8733,8264,7825,7395,6975,6589,6199,5820,5459,5130,4875,4585,4350,4096,3861,3645,3445,3256,3081,2885,2710,2534,2370,2224,2064,1924,1786,1647,1512,1381,1256,1157,1055,956,878,797,715,645,576,498,438,386,340,298
25832,25815,25774,25697,25594,25465,25306,25097,24884,24609,24280,23936,23568,23168,22743,22271,21830,21354,20866,20357,19820,19270,18688,18155,17624,17090,16619,16129,15619,15120,14656,14180,13732,13247,12762,12351,11938,11538,11161,10799,10431,10071,9741,9415,9089,8739,8394,8056,7719,7411,7083,6743,6419,6098,5775,5454,5138,4828,4510,4193,3918,3635,3392,3148,2936,2706,2483,2237,2050,1844,1643,1434,1254,1073,900,725,572,434,321,230
25832,25806,25751,25647,25517,25354,25151,24891,24575,24269,23900,23481,23090,22645,22167,21664,21120,20554,19975,19377,18720,18034,17422,16779,16119,15472,14825,14160,13525,12882,12258,11638,11020,10386,9753,9082,8414,7773,7155,6529,5969,5441,4934,4435,3963,3504,3053,2692,2368,2062,1795,1563,1338,1165,1009,872,765,653,556,475,404,342,281,229,170,121,83,53,33,14,5,1,1,1,1,1,1,1,1,1
