0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
28096,28017,27857,27618,27299,26901,26422,25865,25247,24596,23892,23135,22322,21459,20555,19622,18673,17705,16723,15731,14791,13852,12915,11977,11043,10124,9233,8367,7521,6730,5951,5235,4599,4019,3462,2990,2614,2264,1944,1649,1394,1158,951,792,665,550,446,364,298,237,185,139,97,63,36,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
28096,28018,27858,27620,27303,26905,26425,25887,25282,24617,23905,23146,22353,21547,20727,19883,19009,18123,17210,16269,15312,14401,13499,12633,11762,10904,10038,9159,8315,7521,6721,5988,5264,4580,4011,3460,2924,2502,2154,1830,1525,1240,969,712,485,380,289,202,121,68,42,23,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28096,28021,27865,27637,27342,26977,26547,26048,25487,24862,24176,23481,22873,22240,21597,20950,20305,19681,19045,18432,17855,17274,16695,16109,15519,14920,14315,13721,13123,12524,11926,11334,10751,10170,9588,9006,8503,8014,7602,7207,6825,6460,6108,5771,5448,5142,4888,4650,4436,4235,4042,3887,3736,3588,3441,3297,3156,3019,2883,2750,2619,2490,2364,2240,2119,2001,1885,1771,1660,1551
28096,28019,27860,27621,27303,26904,26424,25877,25257,24574,23837,23039,22214,21330,20435,19505,18547,17590,16604,15595,14652,13770,12881,11996,11128,10352,9603,8859,8139,7444,6771,6126,5521,5056,4626,4214,3831,3492,3163,2849,2550,2273,2018,1782,1567,1367,1182,1010,853,711,588,485,397,325,269,226,188,153,122,95,71,50,32,18,8,2,0,0,0,0
28096,28020,27859,27621,27307,26920,26457,25943,25391,24776,24106,23382,22631,21856,21041,20187,19297,18374,17412,16418,15416,14415,13426,12518,11651,10811,9994,9203,8454,7715,6987,6270,5562,4861,4171,3495,2857,2307,1827,1451,1190,985,808,659,538,456,388,331,283,238,197,160,126,96,70,49,31,17,7,1,0,0,0,0,0,0,0,0,0,0
28096,28019,27865,27638,27340,26974,26541,26040,25472,24854,24192,23491,22759,21994,21239,20456,19702,19012,18324,17668,17054,16446,15842,15244,14645,14095,13542,12989,12433,11877,11321,10762,10202,9739,9303,8883,8481,8086,7704,7342,6986,6640,6305,5981,5664,5360,5070,4806,4545,4290,4037,3789,3546,3309,3076,2848,2629,2420,2224,2038,1863,1696,1540,1391,1247,1109,978,857,746,643
28096,28016,27857,27619,27300,26910,26462,25948,25396,24828,24216,23558,22853,22113,21352,20626,19889,19151,18402,17650,16943,16243,15551,14864,14184,13508,12833,12169,11516,10889,10384,9891,9405,8924,8453,7994,7547,7111,6688,6307,5965,5643,5339,5049,4779,4520,4265,4014,3771,3534,3302,3072,2867,2692,2521,2352,2194,2051,1914,1779,1646,1519,1399,1284,1172,1064,960,861,766,674
28096,28018,27857,27617,27312,26935,26485,25964,25400,24770,24081,23331,22527,21690,20829,19953,19046,18136,17269,16455,15628,14791,13965,13161,12444,11738,11048,10377,9748,9125,8508,7896,7287,6681,6077,5574,5080,4592,4111,3638,3175,2740,2379,2035,1706,1392,1218,1059,948,846,752,667,590,521,459,400,344,293,247,204,165,130,100,73,50,32,17,7,1,0
28096,28018,27858,27624,27313,26931,26478,25955,25364,24703,23969,23165,22291,21347,20410,19440,18430,17385,16308,15207,14132,13209,12288,11408,10520,9623,8717,7813,7026,6268,5623,4990,4411,3898,3482,3077,2687,2310,1969,1677,1415,1170,940,725,523,419,328,249,184,134,99,73,50,32,18,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
28096,28019,27861,27631,27329,26963,26530,26032,25463,24828,24135,23390,22585,21728,20819,19868,18878,17860,16884,15949,14999,14057,13108,12156,11259,10402,9585,8794,8057,7359,6702,6090,5493,4911,4342,3784,3245,2755,2405,2075,1770,1500,1257,1034,832,651,494,363,258,177,113,68,39,19,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28096,28017,27858,27620,27300,26910,26462,25943,25374,24755,24090,23404,22685,21933,21159,20357,19541,18714,17872,17037,16249,15446,14641,13830,13022,12213,11402,10592,9782,9021,8289,7639,6999,6368,5746,5134,4536,3953,3498,3060,2642,2241,1858,1494,1149,829,637,473,366,276,206,148,102,67,41,24,11,3,0,0,0,0,0,0,0,0,0,0,0,0
28096,28017,27860,27628,27329,26958,26516,26002,25416,24758,24030,23229,22358,21421,20503,19536,18522,17451,16336,15192,14023,12823,11659,10546,9465,8433,7412,6522,5703,4990,4349,3805,3319,2896,2502,2170,1912,1677,1466,1276,1115,980,861,758,674,606,543,484,429,376,327,281,239,201,166,134,105,80,58,40,26,14,6,1,0,0,0,0,0,0
28096,28021,27862,27623,27311,26941,26508,26011,25451,24834,24169,23465,22753,22073,21371,20650,19921,19167,18384,17581,16765,15949,15145,14371,13618,12882,12172,11494,10822,10163,9526,8892,8265,7674,7106,6550,6005,5468,4959,4492,4031,3665,3354,3050,2752,2460,2174,1894,1620,1406,1251,1103,961,825,697,576,485,403,329,264,207,159,122,91,65,44,27,14,5,1
28096,28016,27857,27617,27305,26933,26524,26081,25603,25091,24555,23989,23404,22807,22190,21556,20963,20369,19774,19185,18624,18075,17604,17149,16707,16272,15856,15451,15048,14678,14309,13944,13577,13206,12831,12454,12077,11695,11312,10927,10544,10162,9777,9437,9212,8989,8774,8561,8349,8139,7931,7725,7521,7319,7118,6920,6723,6528,6335,6143,5953,5765,5579,5395,5213,5032,4853,4676,4502,4329
28096,28016,27858,27619,27300,26922,26471,25958,25387,24755,24064,23312,22509,21651,20743,19816,18861,17881,16873,15876,14933,13982,13018,12099,11246,10402,9578,8766,8034,7378,6756,6166,5590,5030,4515,4010,3558,3162,2798,2466,2148,1939,1746,1569,1402,1246,1102,976,860,752,653,562,478,402,331,263,199,139,83,31,16,6,0,0,0,0,0,0,0,0
28096,28024,27875,27658,27368,27006,26572,26066,25488,24841,24142,23394,22608,21816,20998,20234,19447,18668,17923,17204,16481,15744,15003,14268,13587,12972,12437,11934,11457,11022,10590,10161,9736,9326,8932,8542,8159,7788,7435,7097,6770,6446,6126,5815,5510,5214,4931,4658,4396,4143,3899,3663,3436,3218,3006,2801,2599,2403,2211,2025,1844,1668,1498,1335,1178,1026,882,748,626,514
28096,28021,27869,27654,27386,27062,26683,26271,25825,25350,24857,24333,23773,23181,22557,21898,21212,20499,19763,19022,18281,17526,16757,15971,15165,14347,13525,12698,11865,11025,10179,9329,8574,7934,7339,6796,6347,5960,5583,5258,4947,4642,4349,4067,3797,3542,3299,3064,2837,2617,2406,2203,2006,1816,1633,1458,1291,1131,978,880,786,696,610,528,448,372,300,232,168,108
28096,28019,27862,27640,27353,27001,26581,26118,25612,25071,24485,23859,23195,22518,21840,21130,20382,19605,18792,17971,17144,16327,15606,14869,14118,13354,12580,11858,11203,10576,9984,9419,8911,8469,8041,7622,7205,6792,6383,5977,5576,5189,4802,4416,4035,3657,3278,2955,2646,2343,2048,1784,1529,1284,1168,1056,947,842,741,644,550,460,374,291,212,137,66,0,0,0
