0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0,0,0,10,24,60,109,181,284,408,559,755,959,1180,1412,1660,1925,2170,2422,2678,2934,3201,3483,3795,4139,4455,4782,5077,5387,5689,5990,6264,6546,6850,7110,7392,7682,7951,8256,8573,8862,9179,9477,9786,10110,10427,10747,11068,11361,11649,11948,12241,12541,12831,13104,13375,13640,13898,14173,14458,14727,14998,15273,15552,15812,16093,16349,16578,16795,16979,17139,17316,17488,17660,17817,17962,18109,18250,18382,18513,18636,18746,18820,18873,18924,18969,19010,19045,19085,19111,19133,19150,19164,19178,19189,19199,19206,19210
0,0,0,10,28,62,113,196,301,424,576,756,955,1168,1415,1653,1930,2252,2567,2897,3226,3596,3975,4348,4757,5191,5621,6044,6451,6880,7280,7736,8153,8543,8962,9367,9741,10113,10478,10807,11184,11556,11889,12238,12592,12929,13231,13576,13879,14190,14494,14763,15027,15274,15514,15751,15975,16200,16416,16637,16871,17086,17302,17493,17674,17855,18024,18160,18303,18446,18575,18705,18803,18902,18987,19055,19128,19166,19194,19213,19222,19229,19234,19236,19238,19238,19239,19239,19239,19239,19239,19239,19239,19239,19239,19239,19239,19239
0,0,0,10,25,64,125,205,312,427,571,745,931,1168,1400,1681,1982,2290,2657,3012,3421,3853,4281,4736,5196,5691,6125,6608,7075,7521,7972,8405,8862,9306,9736,10180,10638,11075,11485,11880,12219,12574,12888,13203,13498,13769,14043,14304,14584,14843,15091,15322,15541,15764,15977,16188,16375,16556,16722,16865,16999,17133,17261,17389,17499,17625,17733,17838,17930,18027,18121,18204,18294,18372,18460,18533,18608,18680,18740,18806,18863,18915,18971,19018,19059,19087,19116,19138,19159,19171,19182,19193,19200,19209,19216,19218,19219,19220
0,0,0,10,26,66,137,241,364,526,696,887,1118,1378,1667,1973,2335,2712,3132,3542,3962,4449,4928,5414,5923,6410,6922,7431,7964,8454,8934,9417,9901,10380,10828,11303,11722,12138,12519,12907,13301,13656,14018,14347,14664,14997,15319,15617,15897,16142,16374,16584,16786,16981,17168,17333,17478,17619,17731,17856,17961,18052,18148,18217,18290,18362,18435,18498,18548,18600,18658,18702,18749,18800,18838,18881,18925,18960,18997,19028,19058,19096,19125,19148,19170,19182,19198,19211,19221,19224,19227,19228,19228,19229,19229,19229,19230,19230
0,0,0,10,25,57,111,190,289,415,572,759,983,1216,1476,1780,2086,2389,2721,3059,3419,3792,4128,4487,4835,5202,5576,5917,6269,6625,6966,7341,7680,8024,8361,8684,9030,9395,9758,10109,10480,10820,11137,11453,11773,12068,12336,12619,12878,13127,13383,13657,13884,14117,14350,14572,14789,14986,15176,15397,15587,15783,15970,16158,16341,16525,16698,16872,17024,17190,17341,17506,17643,17786,17913,18039,18155,18268,18379,18498,18618,18726,18835,18920,19004,19067,19102,19131,19150,19163,19176,19186,19194,19199,19205,19208,19210,19211
0,0,0,10,28,65,119,184,293,433,576,748,959,1201,1453,1721,2002,2304,2583,2915,3263,3618,3989,4381,4788,5158,5566,5943,6302,6692,7049,7404,7724,8028,8338,8650,8967,9231,9516,9776,10055,10321,10575,10842,11086,11331,11576,11835,12078,12348,12603,12846,13074,13295,13531,13722,13889,14046,14201,14359,14507,14655,14816,14973,15104,15252,15398,15543,15675,15819,15939,16065,16200,16317,16446,16560,16685,16819,16946,17053,17154,17249,17337,17425,17517,17606,17697,17778,17860,17935,18007,18081,18150,18218,18282,18346,18399,18444
0,0,0,10,31,66,127,206,312,459,653,870,1106,1392,1678,2014,2367,2761,3178,3619,4078,4583,5077,5553,6076,6558,7098,7644,8163,8688,9208,9698,10184,10626,11131,11594,12057,12503,12947,13352,13734,14066,14370,14640,14908,15162,15401,15626,15829,15998,16173,16323,16472,16627,16750,16862,16981,17092,17190,17283,17368,17454,17553,17636,17716,17801,17874,17945,18019,18081,18150,18223,18291,18370,18436,18501,18571,18634,18691,18750,18815,18858,18896,18931,18972,19002,19035,19065,19089,19113,19133,19157,19181,19193,19203,19214,19218,19224
0,0,0,10,27,60,114,184,278,409,571,751,959,1182,1460,1742,2038,2377,2709,3049,3416,3805,4208,4635,5029,5465,5900,6337,6787,7261,7733,8148,8579,8994,9412,9832,10213,10611,11018,11409,11755,12104,12463,12791,13098,13411,13704,13997,14287,14582,14873,15153,15389,15625,15874,16104,16317,16521,16714,16903,17070,17248,17403,17563,17711,17831,17945,18045,18116,18195,18276,18342,18396,18458,18514,18563,18615,18665,18715,18766,18816,18864,18908,18956,18998,19033,19070,19093,19124,19145,19168,19182,19197,19205,19213,19217,19222,19224
0,0,0,10,21,52,106,188,287,418,570,748,941,1148,1378,1628,1886,2154,2441,2748,3053,3392,3736,4070,4414,4782,5160,5536,5921,6343,6728,7138,7532,7960,8367,8789,9223,9652,10079,10487,10896,11291,11683,12059,12420,12777,13092,13421,13754,14104,14431,14752,15040,15291,15513,15751,15955,16140,16326,16501,16639,16788,16936,17074,17195,17318,17456,17572,17680,17798,17912,18010,18112,18215,18325,18406,18493,18573,18651,18713,18770,18824,18854,18902,18943,18978,19017,19040,19066,19086,19103,19126,19141,19156,19172,19184,19197,19207
0,0,0,10,33,74,144,219,332,467,632,812,1018,1245,1487,1764,2104,2480,2831,3233,3645,4072,4518,4995,5507,6008,6489,6980,7481,7959,8462,8894,9367,9837,10320,10790,11244,11704,12131,12565,12963,13332,13710,14044,14338,14602,14855,15121,15348,15532,15709,15867,16051,16222,16355,16492,16624,16761,16899,17025,17172,17313,17446,17556,17663,17769,17882,17990,18092,18193,18280,18365,18447,18519,18590,18654,18712,18773,18828,18879,18921,18957,18996,19033,19055,19081,19104,19125,19142,19163,19176,19191,19205,19217,19221,19225,19226,19226
0,0,0,10,31,63,117,187,300,428,563,738,922,1120,1335,1563,1800,2064,2350,2632,2940,3245,3581,3944,4292,4637,5021,5386,5737,6099,6475,6849,7228,7641,8054,8498,8929,9356,9824,10282,10734,11149,11583,11984,12424,12845,13271,13667,14070,14473,14832,15180,15529,15880,16214,16550,16839,17120,17381,17624,17843,18064,18276,18450,18567,18679,18766,18827,18882,18935,18972,19011,19044,19077,19104,19135,19156,19187,19208,19219,19223,19223,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224,19224
0,0,0,10,33,70,128,206,321,455,629,858,1114,1381,1685,2001,2336,2704,3073,3452,3881,4311,4743,5181,5669,6171,6662,7137,7605,8068,8501,8932,9349,9769,10214,10631,11030,11405,11767,12128,12433,12740,13020,13259,13496,13736,13974,14191,14395,14619,14856,15079,15293,15509,15726,15913,16094,16267,16419,16570,16712,16859,16991,17122,17257,17365,17493,17614,17746,17862,17969,18067,18174,18281,18369,18450,18536,18614,18683,18763,18826,18883,18945,18995,19038,19074,19109,19142,19177,19197,19209,19214,19214,19214,19214,19214,19214,19214
0,0,0,10,30,71,139,227,339,472,650,852,1103,1385,1695,2024,2388,2762,3162,3579,3959,4392,4882,5393,5883,6399,6957,7475,7997,8553,9088,9575,10048,10510,10947,11359,11789,12189,12554,12925,13248,13574,13909,14217,14535,14828,15109,15377,15653,15903,16161,16390,16642,16856,17080,17305,17509,17700,17893,18085,18270,18411,18531,18634,18720,18786,18843,18900,18958,19009,19054,19094,19129,19156,19179,19194,19208,19216,19221,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222,19222
0,0,0,10,19,44,81,148,243,343,505,684,884,1142,1441,1767,2150,2516,2919,3357,3809,4274,4746,5236,5767,6285,6813,7339,7850,8376,8906,9416,9987,10550,11079,11593,12043,12498,12932,13338,13733,14138,14535,14940,15306,15658,15984,16287,16547,16830,17049,17275,17458,17654,17808,17978,18140,18276,18414,18533,18639,18728,18811,18866,18923,18969,19001,19029,19068,19099,19129,19163,19184,19198,19213,19224,19232,19235,19236,19239,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240
