0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,10,70,202,405,696,1056,1483,1964,2516,3097,3744,4470,5253,6038,6878,7724,8625,9512,10415,11323,12225,13083,13920,14732,15496,16244,16990,17745,18493,19262,20037,20795,21553,22297,22965,23584,24168,24727,25285,25819,26314,26723,27065,27367,27649,27918,28161,28366,28555,28725,28885,29029,29165,29295,29405,29508,29604,29692,29770,29841,29911,29973,30035,30089,30141,30188,30230,30271,30304,30335,30362,30385,30404,30416,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422
0,10,60,183,379,660,1018,1467,1976,2541,3144,3769,4455,5173,5862,6540,7223,7897,8559,9219,9858,10507,11164,11831,12528,13213,13931,14640,15348,16085,16814,17534,18256,18978,19689,20392,21107,21842,22562,23265,24000,24632,25238,25798,26322,26832,27327,27799,28267,28625,28923,29195,29447,29666,29849,30014,30142,30225,30297,30334,30366,30392,30409,30417,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419,30419
0,10,62,191,402,686,1048,1493,2000,2574,3214,3912,4665,5484,6362,7299,8242,9195,10164,11166,12182,13240,14285,15360,16411,17463,18511,19512,20422,21291,22145,22961,23717,24431,25112,25760,26356,26893,27396,27838,28202,28539,28856,29149,29406,29640,29857,30033,30144,30231,30295,30347,30382,30401,30414,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422,30422
0,10,65,200,416,688,1027,1442,1889,2368,2855,3378,3937,4541,5160,5795,6442,7117,7807,8517,9263,10045,10823,11616,12418,13251,14085,14871,15641,16424,17235,18029,18745,19450,20136,20803,21468,22122,22762,23396,24020,24640,25226,25786,26325,26862,27382,27887,28244,28527,28750,28934,29101,29264,29417,29560,29687,29806,29913,30006,30082,30151,30202,30245,30283,30321,30354,30382,30400,30416,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421
0,10,59,186,360,603,899,1229,1625,2074,2569,3089,3653,4256,4887,5569,6297,7045,7829,8617,9420,10220,11010,11812,12590,13334,14098,14863,15638,16399,17143,17863,18586,19293,19978,20652,21320,21898,22401,22877,23330,23765,24190,24603,24990,25375,25716,26040,26355,26648,26926,27196,27468,27720,27957,28194,28417,28622,28816,28992,29158,29305,29451,29588,29713,29831,29943,30040,30137,30225,30305,30375,30412,30421,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423,30423
0,10,58,181,384,651,992,1375,1813,2304,2804,3344,3920,4529,5168,5821,6501,7193,7903,8635,9395,10127,10840,11542,12260,12957,13644,14296,14920,15539,16174,16820,17453,18067,18620,19139,19630,20088,20552,21004,21467,21916,22363,22815,23267,23709,24169,24632,25094,25541,25997,26468,26922,27377,27810,28174,28498,28802,29085,29360,29626,29854,29995,30110,30212,30287,30348,30381,30403,30417,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420
0,10,63,186,397,689,1044,1468,1970,2544,3166,3846,4599,5397,6269,7196,8146,9130,10134,11131,12183,13270,14355,15470,16567,17632,18612,19536,20411,21251,22059,22848,23618,24269,24779,25239,25675,26084,26479,26863,27233,27611,27975,28330,28609,28871,29117,29352,29543,29714,29874,30022,30153,30258,30327,30391,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420,30420
0,10,62,192,391,670,1026,1433,1926,2486,3110,3792,4519,5271,6042,6829,7634,8473,9276,10097,10927,11777,12618,13426,14199,14959,15687,16365,17034,17709,18372,19015,19639,20264,20856,21401,21927,22447,22914,23366,23805,24218,24608,24982,25339,25678,26004,26324,26631,26917,27200,27488,27759,28027,28283,28472,28621,28750,28872,28987,29097,29198,29308,29407,29500,29590,29675,29758,29838,29909,29977,30040,30094,30147,30199,30246,30281,30315,30343,30365,30381,30400,30412,30419,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421
0,10,68,191,385,646,955,1336,1788,2281,2841,3439,4100,4820,5589,6404,7264,8147,9046,9967,10891,11830,12811,13812,14796,15756,16694,17636,18556,19453,20290,21110,21910,22685,23439,24120,24789,25419,26014,26546,27028,27464,27866,28184,28461,28704,28925,29122,29292,29441,29566,29684,29795,29897,29997,30090,30159,30220,30265,30303,30337,30367,30391,30408,30417,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418,30418
0,10,66,200,409,699,1057,1475,1976,2518,3122,3763,4471,5238,6029,6806,7582,8352,9105,9863,10630,11348,12088,12811,13515,14224,14907,15577,16201,16800,17374,17914,18450,18971,19492,19993,20497,20988,21462,21929,22363,22786,23191,23581,23963,24309,24638,24945,25248,25547,25827,26091,26345,26570,26759,26952,27145,27328,27501,27676,27851,28010,28166,28326,28481,28627,28777,28919,29056,29194,29331,29450,29568,29683,29788,29891,29979,30060,30139,30209,30271,30315,30348,30372,30391,30404,30415,30420,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421
0,10,64,197,393,683,1027,1434,1913,2449,3008,3613,4259,4934,5642,6372,7122,7898,8663,9395,10100,10822,11559,12276,13006,13719,14431,15135,15828,16516,17202,17898,18560,19192,19807,20406,20987,21555,22113,22630,23120,23596,24057,24508,24940,25326,25709,26056,26386,26712,27008,27271,27521,27741,27958,28164,28358,28552,28732,28899,29053,29182,29293,29401,29501,29597,29689,29787,29873,29952,30032,30101,30167,30221,30271,30321,30357,30388,30410,30419,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421,30421
