0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,0,0,10,42,118,247,427,655,951,1298,1674,2109,2569,3026,3525,4016,4523,5027,5529,6031,6502,6993,7432,7881,8267,8660,9041,9408,9786,10120,10441,10750,11056,11374,11682,11954,12199,12422,12600,12740,12852,12947,13031,13098,13142,13176,13192,13203,13210,13211,13211,13211,13211
0,0,0,9,39,120,238,420,648,926,1255,1625,2019,2426,2876,3341,3832,4328,4867,5374,5897,6382,6855,7304,7718,8064,8386,8673,8929,9174,9400,9603,9798,9962,10123,10254,10365,10489,10607,10725,10839,10956,11070,11181,11291,11406,11516,11613,11728,11835,11933,12039,12145,12226
0,0,0,10,36,104,232,410,665,958,1290,1654,2043,2465,2917,3387,3889,4429,4988,5528,6105,6680,7257,7824,8386,8892,9398,9865,10286,10682,11041,11373,11677,11971,12227,12445,12648,12813,12944,13045,13122,13179,13197,13206,13209,13210,13210,13211,13211,13211,13211,13211,13211,13211
0,0,0,10,37,109,228,388,590,846,1168,1508,1901,2338,2804,3286,3804,4318,4883,5444,6056,6652,7266,7856,8415,8951,9449,9919,10381,10813,11203,11542,11857,12123,12368,12565,12714,12844,12968,13049,13111,13148,13177,13199,13208,13210,13210,13210,13210,13210,13210,13210,13210,13210
0,0,0,10,37,107,219,394,636,911,1243,1615,2043,2509,3006,3504,4030,4576,5096,5613,6145,6673,7172,7667,8140,8585,8975,9331,9682,10004,10321,10601,10868,11095,11306,11525,11728,11884,12047,12197,12333,12459,12578,12679,12766,12838,12906,12969,13027,13074,13120,13141,13165,13185
0,0,0,10,38,102,227,404,645,939,1282,1688,2125,2622,3165,3753,4378,5015,5663,6297,6899,7449,7973,8446,8896,9268,9611,9913,10167,10418,10665,10874,11078,11263,11433,11592,11766,11931,12077,12231,12372,12503,12618,12716,12801,12881,12949,13015,13058,13097,13126,13149,13170,13187
0,0,0,10,38,104,226,412,630,906,1206,1542,1891,2260,2664,3080,3557,4043,4543,5043,5573,6100,6648,7179,7711,8201,8632,9039,9424,9803,10164,10507,10824,11139,11444,11756,12047,12307,12536,12705,12827,12916,12998,13059,13107,13145,13169,13182,13191,13200,13205,13209,13211,13211
0,0,0,10,35,99,228,407,644,910,1231,1617,2042,2498,2957,3448,3949,4484,5008,5521,6019,6528,7013,7501,7979,8434,8890,9328,9757,10151,10529,10870,11194,11462,11686,11893,12088,12241,12390,12531,12643,12736,12807,12868,12929,12990,13053,13110,13157,13184,13207,13211,13211,13211
0,0,0,10,51,145,289,480,721,985,1298,1637,2033,2432,2878,3338,3828,4319,4790,5222,5659,6065,6433,6801,7185,7543,7883,8240,8596,8924,9238,9549,9869,10159,10431,10683,10881,11073,11252,11416,11563,11702,11830,11957,12075,12176,12276,12376,12461,12531,12600,12669,12743,12815
0,0,0,10,41,120,246,424,632,878,1164,1453,1767,2098,2438,2848,3260,3665,4096,4530,4948,5380,5788,6192,6600,7010,7415,7802,8183,8539,8943,9321,9671,9976,10287,10550,10813,11049,11267,11476,11683,11860,12035,12202,12357,12487,12601,12703,12793,12875,12943,13006,13069,13121
0,0,0,10,37,104,227,412,664,975,1315,1720,2146,2611,3098,3571,4080,4564,5025,5490,5944,6404,6858,7285,7721,8147,8523,8867,9178,9481,9768,10037,10293,10544,10783,11001,11193,11356,11510,11672,11831,11971,12109,12253,12387,12508,12636,12745,12825,12899,12959,13025,13079,13115
0,0,0,10,47,143,286,472,718,1023,1394,1813,2266,2767,3328,3922,4603,5272,5970,6657,7279,7867,8430,8912,9346,9753,10109,10445,10733,11003,11226,11417,11616,11799,11972,12143,12313,12467,12593,12724,12833,12948,13036,13112,13158,13185,13200,13209,13211,13211,13211,13211,13211,13211
0,0,0,10,43,120,241,422,645,910,1228,1601,1990,2430,2877,3325,3758,4220,4701,5202,5692,6198,6675,7165,7656,8104,8557,8991,9387,9787,10138,10439,10730,11007,11268,11518,11743,11927,12095,12268,12420,12552,12673,12790,12874,12947,13006,13056,13098,13136,13161,13182,13201,13206
0,0,0,10,48,121,241,422,647,946,1294,1679,2107,2586,3084,3629,4191,4796,5394,5987,6538,7109,7631,8110,8555,8985,9388,9779,10159,10483,10798,11104,11385,11652,11919,12157,12364,12551,12732,12913,13052,13140,13193,13209,13210,13210,13210,13210,13210,13210,13210,13210,13210,13210
0,0,0,10,43,116,250,445,694,984,1348,1730,2184,2660,3164,3646,4173,4687,5222,5741,6259,6792,7285,7767,8210,8646,9077,9494,9884,10271,10636,10970,11253,11508,11711,11883,12033,12175,12306,12439,12543,12649,12747,12834,12902,12962,13010,13050,13076,13105,13126,13140,13156,13171
0,0,0,10,49,133,276,469,724,1031,1361,1740,2161,2632,3111,3617,4127,4634,5154,5685,6183,6713,7237,7756,8282,8820,9344,9870,10349,10816,11241,11566,11833,12086,12304,12493,12666,12833,12963,13050,13120,13160,13183,13197,13207,13211,13211,13211,13211,13211,13211,13211,13211,13211
0,0,0,10,48,131,283,485,709,951,1228,1558,1917,2304,2693,3112,3544,3945,4348,4747,5124,5481,5825,6169,6507,6854,7218,7585,7903,8226,8547,8867,9168,9453,9696,9886,10085,10276,10468,10629,10790,10937,11080,11229,11380,11503,11621,11734,11847,11946,12057,12164,12261,12356
0,0,0,10,42,105,211,382,598,890,1232,1609,2030,2475,2960,3451,3943,4478,5013,5548,6104,6667,7260,7875,8477,9049,9599,10114,10582,10999,11368,11694,11973,12209,12385,12541,12675,12791,12883,12969,13043,13096,13137,13168,13187,13201,13209,13211,13211,13211,13211,13211,13211,13211
0,0,0,10,46,130,276,466,716,1038,1376,1769,2133,2525,2952,3409,3901,4385,4909,5429,5941,6477,6997,7491,7978,8477,8953,9384,9792,10127,10465,10768,11031,11306,11580,11835,12091,12339,12580,12800,12973,13083,13143,13188,13208,13211,13211,13211,13211,13211,13211,13211,13211,13211
0,0,0,10,48,140,295,493,753,1049,1419,1832,2289,2787,3344,3915,4518,5085,5618,6130,6624,7098,7516,7941,8327,8701,9031,9372,9696,10037,10360,10641,10885,11112,11321,11508,11697,11879,12059,12202,12319,12434,12528,12601,12683,12751,12812,12869,12925,12976,13019,13065,13098,13133
