0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,0,0,10,89,249,488,807,1205,1684,2241,2859,3510,4214,4971,5784,6647,7551,8484,9433,10401,11383,12375,13315,14254,15191,16129,17063,17982,18873,19739,20585,21376,22155,22871,23507,24087,24644,25116,25492,25842,26162,26457,26712,26948,27155,27314,27441,27556,27660,27742,27808,27869,27921,27967,28009,28043,28070,28089,28101,28106,28106,28106,28106,28106,28106,28106,28106,28106,28106
0,0,0,10,88,248,486,803,1201,1681,2219,2824,3489,4201,4960,5753,6559,7379,8223,9097,9983,10896,11837,12794,13705,14607,15473,16344,17202,18068,18947,19791,20585,21385,22118,22842,23526,24095,24646,25182,25604,25952,26276,26581,26866,27137,27394,27621,27726,27817,27904,27985,28038,28064,28083,28096,28104,28106,28106,28106,28106,28106,28106,28106,28106,28106,28106,28106,28106,28106
0,0,0,10,85,241,469,764,1129,1559,2058,2619,3244,3930,4625,5233,5866,6509,7156,7801,8425,9061,9674,10251,10832,11411,11997,12587,13186,13791,14385,14983,15582,16180,16772,17355,17936,18518,19100,19603,20092,20504,20899,21281,21646,21998,22335,22658,22964,23218,23456,23670,23871,24064,24219,24370,24518,24665,24809,24950,25087,25223,25356,25487,25616,25742,25866,25987,26105,26221
0,0,0,10,87,246,485,803,1202,1682,2229,2849,3532,4269,5067,5892,6776,7671,8601,9559,10516,11502,12511,13454,14336,15225,16110,16978,17754,18503,19247,19967,20662,21335,21980,22585,23050,23480,23892,24275,24614,24943,25257,25556,25833,26088,26324,26539,26739,26924,27096,27253,27395,27518,27621,27709,27781,27837,27880,27918,27953,27984,28011,28035,28056,28074,28088,28098,28104,28106
0,0,0,10,86,247,485,799,1186,1649,2163,2715,3330,4000,4724,5475,6250,7065,7919,8809,9732,10694,11688,12690,13691,14680,15588,16455,17295,18112,18903,19652,20391,21119,21836,22544,23245,23935,24611,25249,25799,26279,26655,26916,27121,27298,27447,27568,27650,27718,27775,27823,27868,27909,27946,27980,28010,28036,28057,28075,28089,28099,28105,28106,28106,28106,28106,28106,28106,28106
0,0,0,10,87,241,468,766,1132,1565,2066,2634,3252,3914,4615,5347,6112,6867,7650,8404,9094,9782,10438,11052,11660,12264,12862,13461,14011,14564,15117,15673,16229,16785,17344,17904,18367,18803,19223,19625,20020,20402,20764,21120,21466,21801,22125,22442,22746,23036,23300,23561,23816,24069,24317,24560,24797,25030,25258,25477,25686,25882,26068,26243,26410,26566,26715,26859,26997,27128
0,0,0,10,90,249,487,806,1196,1644,2158,2710,3278,3890,4548,5253,5993,6754,7480,8217,8955,9704,10456,11163,11863,12555,13242,13922,14598,15273,15937,16590,17217,17722,18215,18701,19182,19653,20112,20559,20995,21418,21799,22141,22463,22767,23057,23327,23586,23841,24092,24335,24572,24804,25034,25239,25414,25585,25754,25912,26055,26192,26327,26460,26587,26707,26822,26934,27042,27146
0,0,0,10,88,249,489,794,1171,1621,2142,2706,3336,4025,4775,5579,6416,7277,8153,9060,9970,10837,11651,12478,13315,14141,14945,15662,16368,17058,17729,18358,18981,19598,20210,20819,21425,22029,22532,23026,23514,23995,24468,24931,25366,25727,26071,26400,26714,26888,27047,27158,27260,27354,27439,27516,27585,27647,27706,27762,27813,27859,27902,27941,27976,28006,28033,28056,28074,28089
0,0,0,10,88,248,482,793,1175,1628,2151,2742,3403,4137,4941,5815,6759,7696,8666,9676,10721,11798,12899,13974,14897,15818,16698,17586,18483,19389,20293,21080,21838,22483,23116,23695,24208,24624,25029,25419,25796,26137,26429,26691,26936,27166,27381,27583,27687,27778,27857,27922,27972,28007,28033,28056,28074,28088,28098,28104,28106,28106,28106,28106,28106,28106,28106,28106,28106,28106
0,0,0,10,87,245,475,777,1143,1576,2074,2643,3278,3971,4716,5521,6378,7287,8238,9228,10246,11222,12157,13107,14049,14998,15950,16847,17704,18521,19312,20049,20747,21404,22016,22613,23195,23764,24322,24861,25351,25701,26031,26336,26606,26849,27072,27274,27455,27612,27743,27848,27929,27993,28038,28067,28087,28098,28104,28106,28106,28106,28106,28106,28106,28106,28106,28106,28106,28106
0,0,0,10,89,248,486,806,1196,1644,2163,2732,3351,4016,4702,5421,6173,6947,7749,8565,9392,10234,11069,11857,12660,13465,14276,15084,15893,16704,17514,18324,19085,19817,20467,21107,21738,22360,22972,23570,24153,24608,25046,25464,25865,26248,26612,26957,27277,27469,27633,27740,27830,27900,27958,28004,28039,28065,28082,28095,28103,28106,28106,28106,28106,28106,28106,28106,28106,28106
0,0,0,10,89,246,478,777,1148,1590,2104,2690,3348,4076,4877,5748,6685,7603,8570,9584,10655,11770,12914,14083,15283,16447,17560,18641,19673,20694,21584,22403,23116,23757,24301,24787,25210,25604,25936,26194,26429,26640,26830,26991,27126,27245,27348,27432,27500,27563,27622,27677,27730,27779,27825,27867,27905,27940,27972,28001,28026,28048,28066,28080,28092,28100,28105,28106,28106,28106
0,0,0,10,85,244,483,795,1165,1598,2095,2655,3272,3937,4641,5353,6033,6735,7456,8185,8939,9722,10525,11341,12157,12961,13735,14488,15224,15934,16612,17284,17943,18580,19214,19841,20432,21000,21556,22101,22638,23147,23614,24075,24441,24752,25056,25354,25646,25932,26212,26486,26700,26855,27003,27145,27281,27409,27530,27621,27703,27777,27842,27899,27947,27984,28015,28041,28062,28079
0,0,0,10,90,249,489,801,1173,1582,2025,2503,3015,3551,4117,4702,5299,5916,6550,7143,7737,8332,8921,9482,10031,10502,10957,11399,11834,12250,12655,13058,13428,13797,14162,14529,14900,15275,15652,16029,16411,16794,17179,17562,17944,18329,18669,18894,19117,19332,19545,19757,19967,20175,20381,20585,20787,20988,21186,21383,21578,21771,21963,22153,22341,22527,22711,22893,23074,23253
0,0,0,10,90,248,487,806,1184,1635,2148,2719,3351,4042,4794,5597,6455,7363,8290,9245,10225,11233,12230,13173,14124,15088,16007,16860,17704,18528,19340,20072,20728,21350,21940,22516,23076,23591,24096,24548,24944,25308,25640,25958,26167,26360,26537,26704,26860,27004,27130,27246,27354,27453,27544,27628,27704,27775,27843,27907,27967,28023,28075,28090,28100,28106,28106,28106,28106,28106
0,0,0,10,82,231,448,738,1100,1534,2040,2618,3265,3964,4712,5498,6290,7108,7872,8659,9438,10183,10902,11625,12362,13103,13838,14519,15134,15669,16172,16649,17084,17516,17945,18370,18780,19174,19564,19947,20318,20671,21009,21336,21660,21980,22291,22596,22892,23175,23448,23710,23963,24207,24443,24670,24888,25100,25305,25507,25703,25895,26081,26262,26438,26608,26771,26928,27080,27224
0,0,0,10,85,237,452,720,1044,1423,1835,2281,2756,3249,3773,4333,4925,5549,6208,6894,7607,8343,9084,9825,10580,11349,12135,12941,13759,14581,15408,16241,17081,17927,18777,19532,20172,20767,21310,21759,22146,22523,22848,23159,23464,23757,24039,24309,24564,24807,25042,25269,25489,25700,25903,26100,26290,26473,26648,26815,26975,27128,27226,27320,27410,27496,27578,27658,27734,27806
0,0,0,10,87,244,466,753,1105,1525,1988,2494,3035,3621,4247,4911,5588,6266,6976,7724,8501,9314,10135,10962,11779,12500,13237,13988,14752,15526,16248,16903,17530,18122,18687,19195,19637,20065,20484,20901,21314,21723,22129,22530,22917,23304,23690,24071,24449,24828,25151,25460,25763,26058,26322,26577,26822,26938,27050,27159,27264,27365,27462,27556,27646,27732,27815,27894,27969,28040
0,0,0,10,90,247,479,780,1154,1597,2104,2670,3293,3975,4670,5397,6163,6945,7732,8527,9299,10073,10817,11527,12246,12977,13698,14372,15037,15696,16357,17020,17683,18338,18983,19618,20178,20718,21239,21733,22159,22552,22921,23277,23623,23958,24278,24579,24867,25145,25412,25670,25916,26148,26367,26571,26763,26949,27127,27299,27465,27592,27680,27758,27827,27889,27942,27989,28033,28072
0,0,0,10,90,245,476,784,1165,1600,2087,2621,3208,3825,4450,5086,5746,6428,7106,7802,8518,9255,9953,10632,11319,11995,12654,13308,13930,14502,15068,15583,16070,16553,17032,17509,17973,18423,18870,19264,19602,19933,20255,20554,20834,21114,21385,21647,21910,22172,22434,22696,22957,23216,23469,23717,23960,24197,24427,24650,24867,25078,25284,25482,25671,25847,26007,26153,26290,26424
