0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,0,0,10,65,197,403,678,1016,1414,1833,2273,2710,3131,3561,3995,4440,4894,5342,5765,6124,6461,6771,7059,7284,7493,7645,7784,7909,8023,8092,8152,8198,8234,8257,8274,8288,8297,8302,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,60,192,373,611,878,1201,1566,1972,2425,2932,3461,3997,4544,5049,5540,5997,6402,6756,7076,7335,7557,7730,7868,7991,8092,8162,8218,8252,8280,8294,8302,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,65,201,383,620,903,1234,1621,2007,2364,2704,3051,3406,3742,4075,4403,4699,4979,5247,5511,5769,6023,6228,6414,6590,6759,6899,7035,7161,7247,7325,7405,7473,7543,7613,7679,7741,7798,7854,7909,7957,8008,8052,8092,8131,8168,8203,8229,8253,8270,8285,8295,8301,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,61,204,418,685,1008,1382,1804,2248,2687,3088,3497,3863,4230,4569,4890,5188,5488,5768,6040,6305,6516,6697,6848,6980,7104,7216,7329,7417,7493,7562,7627,7687,7749,7802,7855,7903,7952,7998,8040,8077,8114,8148,8182,8210,8238,8262,8284,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,60,178,354,586,881,1232,1638,2089,2564,3025,3512,3978,4403,4801,5166,5487,5791,6078,6364,6632,6876,7079,7236,7375,7502,7633,7754,7867,7971,8057,8125,8189,8237,8271,8291,8301,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,58,193,406,665,978,1319,1688,2055,2423,2800,3173,3551,3952,4343,4738,5121,5476,5797,6097,6378,6646,6907,7147,7323,7479,7617,7731,7819,7888,7948,8005,8052,8091,8134,8172,8205,8228,8252,8273,8287,8297,8302,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,63,201,407,671,993,1373,1795,2278,2772,3253,3733,4170,4593,5005,5408,5788,6123,6412,6674,6911,7118,7318,7503,7680,7845,7974,8076,8161,8224,8267,8299,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,66,185,367,614,891,1203,1526,1863,2216,2563,2911,3238,3567,3860,4114,4347,4574,4792,5003,5191,5354,5514,5660,5807,5943,6066,6184,6297,6402,6505,6607,6703,6800,6894,6992,7084,7180,7267,7358,7447,7530,7614,7694,7772,7848,7926,7995,8055,8105,8152,8193,8226,8255,8280,8296,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,69,196,405,652,959,1318,1710,2121,2573,3041,3533,4024,4520,5017,5499,5923,6307,6629,6888,7133,7327,7480,7629,7757,7867,7949,8013,8071,8120,8164,8205,8237,8264,8290,8297,8302,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
0,0,0,10,62,189,392,638,925,1250,1621,2022,2447,2879,3319,3772,4216,4649,5096,5543,5983,6359,6674,6960,7191,7385,7544,7667,7783,7883,7988,8066,8135,8187,8234,8277,8292,8300,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303,8303
