0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,10,82,236,461,758,1111,1492,1891,2302,2718,3135,3538,3888,4216,4524,4766,4970,5119,5234,5342,5442,5533,5617,5695,5757,5804,5849,5891,5923,5936,5942,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,86,247,486,804,1196,1628,2060,2488,2922,3326,3671,3982,4247,4498,4727,4923,5069,5194,5303,5395,5477,5552,5620,5681,5736,5785,5828,5865,5891,5907,5918,5927,5934,5939,5942,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,84,230,429,683,966,1256,1560,1867,2175,2491,2799,3103,3405,3708,4000,4224,4388,4532,4648,4756,4857,4954,5047,5136,5221,5305,5387,5459,5521,5581,5637,5689,5733,5772,5807,5838,5865,5888,5907,5922,5933,5940,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,87,243,469,761,1080,1432,1807,2170,2514,2822,3113,3373,3586,3782,3968,4141,4310,4470,4627,4779,4923,5051,5159,5251,5335,5416,5492,5566,5635,5701,5763,5820,5864,5893,5911,5925,5935,5941,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,89,248,476,768,1088,1422,1766,2125,2505,2890,3239,3502,3758,4015,4269,4498,4711,4906,5094,5250,5368,5473,5569,5653,5725,5786,5835,5873,5902,5921,5933,5939,5942,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,87,238,457,728,1056,1431,1840,2254,2666,3080,3500,3869,4206,4499,4750,4951,5122,5283,5434,5570,5639,5700,5752,5796,5833,5866,5894,5913,5928,5937,5942,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,84,235,451,726,1042,1399,1779,2182,2555,2892,3208,3516,3821,4116,4372,4608,4831,5039,5220,5375,5502,5593,5664,5721,5764,5796,5822,5843,5861,5879,5894,5907,5918,5927,5934,5939,5942,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,80,215,409,641,889,1151,1439,1747,2031,2307,2576,2844,3111,3359,3582,3802,4020,4215,4409,4595,4775,4945,5103,5257,5403,5544,5677,5785,5865,5912,5926,5936,5942,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,87,247,481,784,1137,1502,1853,2179,2504,2829,3147,3433,3690,3943,4187,4406,4603,4790,4966,5127,5268,5387,5488,5575,5653,5723,5781,5829,5869,5899,5917,5927,5934,5939,5942,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
0,10,83,237,461,750,1095,1475,1885,2325,2788,3198,3579,3921,4248,4539,4749,4939,5101,5243,5369,5481,5580,5668,5741,5803,5853,5887,5907,5922,5933,5940,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943,5943
