0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
10,42,118,237,385,537,704,871,1019,1158,1271,1352,1416,1447,1497,1502,1513,1508,1475,1464,1401,1379,1274,1228,1160,1141,1126,1079,1033,964,936,933,932,898,825,740,646,541,430,347,291,246,195,145,94,61,34,19,8,1,0,0,0,0
9,39,120,229,381,528,688,835,977,1093,1171,1251,1322,1406,1452,1526,1542,1569,1515,1481,1407,1336,1209,1082,955,865,788,727,674,624,562,520,456,403,366,353,360,350,349,345,342,335,336,335,322,322,319,320,311,310,293,264,240,230
10,36,104,222,374,561,726,880,989,1085,1175,1263,1344,1424,1512,1601,1639,1676,1692,1729,1719,1706,1635,1574,1479,1394,1284,1176,1087,995,930,854,768,677,586,499,397,309,235,152,84,30,13,4,2,1,1,0,0,0,0,0,0,0
10,37,109,218,351,481,618,780,918,1055,1170,1296,1385,1466,1514,1597,1640,1738,1769,1822,1800,1763,1685,1593,1504,1430,1364,1284,1161,1044,920,826,708,591,476,403,335,267,180,128,88,60,33,11,2,0,0,0,0,0,0,0,0,0
10,37,107,209,357,529,692,849,979,1132,1266,1391,1461,1521,1570,1592,1583,1569,1577,1559,1522,1467,1413,1308,1191,1097,1029,990,919,864,774,705,657,633,578,522,469,449,412,381,346,307,260,227,203,189,168,151,114,91,65,54,38,22
10,38,102,217,366,543,712,878,1043,1186,1340,1477,1628,1756,1850,1910,1919,1884,1786,1676,1547,1447,1295,1165,1017,899,807,752,707,660,598,559,514,503,498,485,465,441,426,387,344,298,263,233,214,177,148,111,91,73,61,51,38,24
10,38,104,216,374,526,680,794,912,985,1054,1122,1189,1297,1379,1463,1486,1530,1557,1605,1606,1611,1553,1453,1328,1223,1171,1125,1083,1021,975,937,932,908,863,780,658,520,380,293,232,191,147,110,75,46,31,23,18,11,6,2,0,0
10,35,99,218,372,545,682,824,973,1132,1267,1340,1406,1451,1527,1560,1572,1535,1520,1492,1482,1451,1421,1389,1349,1323,1261,1201,1113,1043,933,816,699,626,555,497,443,402,346,276,225,193,183,185,181,167,131,97,54,27,4,0,0,0
10,51,145,279,429,576,696,818,916,1048,1134,1241,1305,1396,1441,1452,1394,1340,1275,1211,1142,1120,1110,1082,1055,1053,1041,998,953,945,921,882,814,722,642,569,535,490,450,414,394,373,346,319,301,285,255,224,208,212,215,202,181,153
10,41,120,236,383,512,632,740,821,889,934,985,1081,1162,1227,1248,1270,1283,1284,1258,1244,1220,1222,1223,1202,1173,1124,1141,1138,1132,1033,966,879,837,762,717,663,634,593,559,519,497,452,399,346,306,274,240,213,194,178,158,121,85
10,37,104,217,375,560,748,903,1056,1171,1296,1378,1425,1469,1466,1454,1410,1380,1379,1368,1341,1317,1289,1238,1146,1031,958,901,859,812,776,746,708,649,573,509,479,475,461,437,422,416,399,383,358,317,263,214,200,180,156,119,93,72
10,47,143,276,425,575,737,922,1095,1243,1373,1515,1656,1836,1944,2048,2054,2007,1897,1773,1633,1479,1323,1197,1099,980,894,781,684,613,573,555,527,514,495,450,411,366,355,312,279,210,149,88,51,26,11,2,0,0,0,0,0,0
10,43,120,231,379,525,669,806,956,1080,1202,1276,1335,1328,1343,1376,1444,1472,1497,1473,1473,1458,1429,1392,1335,1283,1230,1147,1052,943,869,829,788,736,659,577,525,493,457,405,370,322,274,216,182,151,130,105,84,65,45,28,10,5
10,48,121,231,374,526,705,872,1032,1161,1292,1405,1522,1605,1712,1765,1796,1742,1715,1644,1572,1446,1354,1278,1224,1174,1095,1019,945,902,854,815,772,712,632,575,549,501,408,280,157,70,17,1,0,0,0,0,0,0,0,0,0,0
10,43,116,240,402,578,734,903,1036,1200,1312,1434,1462,1513,1523,1576,1568,1572,1570,1544,1508,1418,1361,1310,1284,1238,1194,1142,1086,982,872,741,630,525,464,423,406,368,343,308,291,253,215,176,148,114,95,76,64,51,45,41,33,25
10,49,133,266,420,591,755,892,1016,1130,1271,1371,1456,1495,1523,1537,1558,1549,1559,1552,1573,1569,1583,1588,1588,1529,1472,1371,1217,1017,845,738,660,580,529,470,384,287,197,133,77,47,28,14,4,0,0,0,0,0,0,0,0,0
10,48,131,273,437,578,668,743,849,966,1076,1135,1195,1240,1252,1236,1203,1179,1133,1078,1045,1026,1029,1049,1078,1049,1008,962,964,942,906,829,718,632,580,582,544,514,469,451,439,443,423,392,354,344,325,323,317,315,299,294,290,290
10,42,105,201,340,493,679,850,1011,1140,1243,1351,1421,1468,1518,1562,1605,1626,1654,1712,1771,1810,1789,1724,1637,1533,1400,1254,1112,974,841,691,568,466,406,342,294,252,213,168,125,91,64,41,24,10,2,0,0,0,0,0,0,0
10,46,130,266,420,586,762,910,1053,1095,1149,1183,1276,1376,1433,1500,1528,1556,1568,1568,1550,1501,1480,1462,1406,1315,1174,1081,976,904,841,812,804,785,759,745,709,634,503,343,215,125,68,23,3,0,0,0,0,0,0,0,0,0
10,48,140,285,445,613,754,926,1079,1240,1368,1512,1626,1731,1741,1703,1612,1539,1480,1386,1317,1229,1185,1090,1045,995,1006,988,945,848,752,680,623,585,558,551,505,440,375,326,282,249,223,211,186,174,164,150,140,122,114,99,86,65
