0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
10,72,213,423,659,893,1126,1365,1593,1769,1889,1972,2047,2117,2207,2284,2358,2345,2299,2222,2166,2105,2018,1904,1824,1731,1586,1401,1244,1159,1098,1007,916,830,685,540,379,310,244,195,161,136,117,98,88,78,68,59,45,27,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,65,201,416,663,893,1113,1310,1518,1712,1893,2034,2131,2185,2203,2183,2158,2135,2055,1950,1836,1756,1680,1614,1570,1552,1523,1503,1471,1434,1386,1290,1101,880,706,616,509,400,303,269,248,234,224,216,208,187,156,124,97,72,48,29,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,66,193,376,576,751,909,1061,1213,1362,1490,1616,1714,1816,1885,1909,1895,1860,1828,1815,1819,1832,1819,1789,1760,1694,1588,1477,1395,1329,1273,1199,1133,1055,986,925,878,837,824,809,735,597,446,369,332,292,223,158,95,54,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,64,200,391,580,738,876,1017,1153,1282,1415,1515,1607,1659,1728,1783,1840,1834,1808,1707,1598,1479,1424,1419,1426,1431,1437,1429,1374,1288,1185,1137,1069,1043,984,890,735,590,515,479,444,410,377,348,327,321,317,309,296,288,281,274,269,260,250,240,232,223,219,211,204,195,188,180,172,162,152,143,138,126,108,89,73,57,38,22,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,62,186,380,597,808,986,1151,1305,1474,1646,1756,1816,1810,1794,1772,1737,1730,1727,1765,1787,1803,1793,1783,1753,1674,1582,1509,1458,1418,1333,1263,1156,1060,961,891,812,722,630,567,534,495,461,419,388,345,305,257,199,124,62,24,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,69,209,413,639,860,1063,1264,1437,1603,1725,1808,1811,1781,1742,1713,1675,1625,1594,1572,1560,1544,1538,1543,1537,1539,1517,1526,1522,1536,1478,1354,1179,1040,957,900,853,817,792,721,586,460,378,350,316,297,281,265,243,222,197,162,123,83,45,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,63,207,411,639,840,1026,1183,1340,1491,1632,1734,1821,1889,1952,1989,2047,2101,2156,2137,2104,1998,1893,1764,1674,1586,1501,1428,1314,1165,1013,922,869,792,720,643,587,537,493,454,409,369,330,298,269,250,233,215,194,177,159,140,122,110,101,93,85,78,70,63,56,48,40,32,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,69,200,387,606,824,1037,1245,1450,1652,1820,1916,1960,1976,1986,1998,1974,1947,1901,1813,1723,1620,1558,1480,1412,1343,1290,1222,1177,1136,1108,1078,1014,927,831,765,732,698,665,632,608,579,534,472,414,360,314,270,236,207,183,158,137,112,93,72,60,45,32,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,66,211,420,643,856,1048,1221,1346,1416,1486,1522,1589,1637,1707,1768,1816,1846,1874,1886,1913,1932,1983,1972,1910,1810,1740,1697,1650,1606,1560,1528,1443,1290,1097,911,725,541,402,338,307,280,254,222,188,155,134,88,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,77,218,423,646,849,1043,1216,1384,1498,1602,1688,1788,1870,1918,1947,1949,1949,1907,1841,1778,1730,1709,1674,1612,1517,1423,1343,1284,1237,1210,1132,993,845,741,693,643,602,559,530,500,476,459,437,415,358,280,205,167,159,152,143,137,127,120,113,106,97,87,81,73,69,60,53,43,34,28,20,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,71,211,406,609,787,973,1133,1296,1442,1583,1693,1793,1874,1963,2002,2045,2020,1959,1873,1789,1704,1649,1589,1554,1504,1502,1519,1517,1454,1368,1270,1215,1168,1112,1050,966,884,709,543,401,351,316,279,250,221,197,151,87,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,73,212,412,617,828,1014,1188,1341,1486,1623,1765,1908,2048,2175,2273,2289,2268,2202,2130,1971,1790,1630,1515,1411,1297,1181,1073,989,925,896,878,851,828,808,789,738,675,619,581,546,504,471,443,417,389,356,315,268,219,184,151,130,110,93,72,55,36,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,68,206,414,650,876,1082,1244,1373,1471,1567,1639,1699,1728,1760,1772,1789,1806,1824,1810,1789,1734,1699,1607,1520,1426,1356,1301,1237,1191,1135,1101,1064,1016,963,885,832,769,732,682,644,588,530,461,402,361,333,302,273,236,210,188,173,160,137,102,68,43,30,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,65,215,429,664,899,1125,1373,1564,1683,1750,1763,1787,1791,1812,1826,1842,1871,1866,1817,1736,1711,1675,1649,1579,1533,1488,1476,1455,1456,1411,1357,1266,1177,1036,882,740,632,516,405,345,321,307,285,267,253,234,207,169,132,93,61,39,25,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
