0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,0,0,0,10,58,177,349,608,922,1269,1687,2127,2607,3125,3668,4208,4731,5251,5748,6154,6523,6842,7148,7414,7656,7865,8060,8247,8425,8606,8770,8935,9089,9217,9347,9462,9578,9685,9788,9890,9989,10080,10171,10257,10340,10423,10499,10578,10645,10709,10778,10839,10893,10942,10992,11036,11081,11117,11154,11184,11212,11235,11247,11257,11261,11261,11261,11261
0,0,0,0,10,55,166,339,576,872,1207,1581,1991,2443,2919,3424,3947,4478,5023,5567,6090,6574,7007,7415,7771,8051,8299,8534,8741,8921,9090,9258,9409,9554,9700,9843,9971,10099,10224,10341,10453,10546,10641,10733,10817,10898,10969,11042,11108,11169,11222,11251,11260,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,54,166,343,599,890,1246,1657,2089,2529,3018,3581,4149,4728,5303,5879,6444,6976,7471,7939,8397,8821,9230,9593,9908,10166,10364,10531,10659,10768,10859,10935,10996,11052,11105,11151,11191,11222,11257,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,61,180,367,627,928,1279,1673,2080,2504,2959,3393,3822,4242,4697,5152,5606,6037,6433,6804,7123,7428,7707,7974,8244,8497,8749,8975,9186,9378,9543,9694,9826,9949,10058,10175,10289,10403,10502,10610,10712,10816,10912,11001,11082,11148,11197,11233,11252,11258,11260,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,9,50,148,293,496,747,1055,1372,1723,2077,2434,2824,3216,3607,4003,4409,4779,5157,5510,5874,6232,6578,6921,7239,7545,7838,8127,8399,8674,8935,9191,9438,9661,9877,10071,10254,10415,10550,10672,10777,10861,10915,10964,11011,11054,11091,11127,11157,11185,11207,11228,11247,11259,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,58,173,354,594,912,1283,1677,2126,2584,3092,3608,4135,4682,5185,5661,6080,6504,6912,7306,7683,8024,8375,8722,9068,9393,9712,9990,10253,10461,10610,10746,10856,10957,11035,11108,11156,11203,11233,11250,11260,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,60,173,369,626,958,1351,1799,2311,2853,3382,3927,4444,4969,5507,6024,6500,6979,7398,7749,8075,8349,8610,8863,9083,9285,9465,9653,9823,9976,10119,10258,10384,10512,10626,10739,10846,10930,11006,11071,11135,11198,11234,11250,11258,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,57,170,348,574,890,1256,1645,2081,2575,3100,3671,4233,4782,5325,5837,6302,6745,7173,7572,7972,8335,8673,9008,9361,9684,10002,10245,10438,10605,10731,10830,10901,10969,11036,11094,11155,11201,11227,11243,11256,11260,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,58,181,361,594,894,1259,1663,2128,2634,3203,3773,4355,4964,5527,6038,6523,6993,7471,7947,8376,8759,9040,9270,9475,9665,9843,10004,10175,10326,10467,10591,10704,10801,10901,10975,11038,11095,11149,11189,11217,11237,11249,11257,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,55,171,348,589,902,1244,1656,2149,2690,3232,3767,4317,4839,5381,5894,6405,6902,7393,7878,8334,8692,9001,9264,9515,9714,9882,10034,10176,10311,10446,10571,10689,10787,10879,10970,11047,11105,11151,11188,11215,11235,11249,11260,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
