0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
5933,5862,5716,5507,5261,4979,4664,4339,3995,3650,3336,3054,2789,2532,2284,2041,1809,1586,1371,1161,956,758,602,465,344,248,167,93,49,22,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5859,5710,5492,5217,4894,4524,4143,3746,3399,3059,2724,2399,2086,1789,1502,1304,1127,958,797,644,500,366,239,165,104,53,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5855,5697,5480,5201,4884,4537,4191,3849,3495,3136,2789,2463,2170,1896,1642,1402,1175,968,814,676,553,441,341,251,175,119,75,47,29,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5857,5698,5476,5200,4883,4535,4181,3842,3497,3136,2769,2411,2065,1733,1450,1236,1055,888,733,600,507,448,395,348,306,266,228,192,158,127,100,81,64,49,36,25,16,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5858,5702,5481,5196,4854,4483,4089,3671,3238,2784,2345,1938,1570,1267,1006,821,669,532,433,349,280,224,180,142,110,84,64,49,36,25,16,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5855,5703,5474,5185,4854,4480,4082,3668,3258,2888,2549,2235,1927,1621,1315,1011,784,629,522,436,357,287,225,172,127,89,56,31,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5858,5708,5493,5213,4884,4544,4188,3840,3491,3146,2808,2485,2166,1853,1555,1295,1088,900,728,568,428,316,221,150,97,70,50,33,18,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5862,5712,5507,5262,4984,4686,4360,4017,3698,3381,3080,2801,2527,2264,2007,1752,1564,1410,1263,1120,984,856,731,610,492,420,360,308,263,226,196,169,144,121,100,81,64,49,36,25,16,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5861,5707,5482,5185,4832,4451,4052,3641,3225,2808,2405,2055,1727,1419,1177,973,824,709,601,501,410,326,248,186,139,94,52,20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5857,5696,5457,5139,4747,4315,3883,3455,3021,2617,2272,1961,1696,1445,1216,1020,874,749,640,548,466,391,323,262,207,158,115,78,52,36,25,16,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5859,5713,5514,5260,4977,4687,4383,4076,3768,3452,3144,2840,2538,2235,1943,1719,1555,1411,1295,1187,1086,989,896,807,722,638,556,484,422,362,306,254,210,171,136,105,78,55,36,21,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5856,5700,5474,5182,4863,4511,4136,3773,3429,3121,2830,2570,2357,2161,1975,1802,1633,1473,1316,1164,1020,892,784,692,608,527,451,377,308,242,180,123,79,50,32,18,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5854,5695,5467,5175,4855,4521,4177,3818,3438,3053,2704,2441,2185,1928,1674,1445,1232,1037,849,693,575,470,374,290,218,157,108,70,41,22,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5856,5705,5486,5215,4887,4512,4103,3689,3277,2863,2443,2074,1737,1444,1193,992,821,660,509,373,304,243,191,147,110,77,49,30,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5859,5708,5492,5217,4901,4544,4164,3761,3388,3051,2735,2427,2122,1827,1571,1335,1112,904,723,568,441,350,279,222,179,147,121,100,82,64,49,36,25,16,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5863,5728,5534,5302,5054,4792,4504,4196,3912,3636,3367,3099,2832,2584,2361,2141,1923,1728,1534,1348,1168,998,840,686,540,399,266,158,78,31,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5856,5696,5462,5159,4806,4441,4090,3764,3439,3114,2796,2510,2253,2000,1756,1537,1340,1153,977,816,675,556,455,368,290,220,162,114,74,44,26,16,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,5860,5706,5482,5193,4848,4468,4058,3618,3155,2745,2364,2022,1695,1404,1194,1004,842,700,574,462,363,275,202,140,90,56,36,21,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
