0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,4,14,34,62,95,136,186,235,278,327,375,416,457,501,541,564,587,600,609,612,621,630,639,667,690,715,736,756,783,805
1,6,16,28,44,59,85,105,131,156,178,210,235,257,277,299,326,346,359,389,412,430,447,477,505,513,524,537,552,548,556
1,6,18,37,66,97,138,177,218,269,317,365,410,459,508,546,583,622,663,716,767,815,860,916,965,1005,1046,1082,1142,1194,1235
1,7,21,43,66,95,127,153,176,194,219,245,269,296,321,343,370,386,412,432,450,475,494,511,530,546,574,584,592,623,624
1,6,20,43,69,104,152,197,244,286,337,380,420,468,510,555,607,653,693,733,779,804,816,841,865,883,892,921,914,904,891
1,6,16,28,46,69,91,111,132,154,179,200,227,251,271,293,301,306,320,333,344,354,373,395,404,418,432,446,462,474,487
1,7,20,36,59,92,129,178,219,266,310,358,403,445,492,543,593,627,675,718,770,801,824,855,857,849,833,820,823,819,825
1,6,17,36,59,90,135,181,227,275,320,365,402,447,492,533,580,627,663,689,708,726,746,742,743,736,737,731,720,729,742
1,6,17,37,62,100,143,194,241,288,329,375,418,451,502,556,608,650,700,743,793,825,866,916,959,1012,1047,1099,1152,1197,1239
1,7,20,42,70,103,146,189,234,276,319,367,409,452,496,535,571,606,627,655,674,697,718,729,760,770,792,808,829,851,862
1,2,8,22,42,71,105,148,192,240,281,325,371,404,431,451,476,486,497,528,556,581,599,632,652,669,686,710,738,758,778
1,5,12,23,35,53,75,97,118,142,169,193,213,234,260,277,293,308,323,338,347,359,372,382,401,416,428,444,462,482,488
1,7,21,43,68,103,144,193,236,276,326,373,424,466,507,557,603,640,686,723,767,787,808,830,840,855,862,880,895,919,937
1,5,17,33,60,92,137,187,232,283,329,373,412,445,476,496,520,540,554,566,584,583,578,578,579,576,575,602,612,628,635
1,7,20,43,68,103,144,192,231,271,314,356,395,433,480,522,574,625,678,715,763,809,825,839,837,833,823,796,786,768,774
1,6,17,37,68,106,146,186,226,260,286,307,330,352,368,380,386,393,396,397,403,411,426,446,456,473,483,497,509,514,537
1,4,12,28,53,86,123,167,215,259,300,338,384,425,469,510,561,613,662,698,741,790,828,874,915,983,1036,1074,1121,1178,1196
1,6,21,42,64,87,115,141,167,184,197,214,233,249,258,265,282,302,315,328,342,368,382,398,418,432,452,463,484,497,509
1,7,21,42,67,102,143,187,225,270,316,355,385,407,428,443,458,480,504,523,545,567,574,576,575,579,592,591,609,614,617
1,5,19,38,68,100,147,190,233,279,319,369,408,458,512,557,604,644,693,736,776,819,865,909,966,1008,1052,1104,1153,1207,1240
1,6,21,41,72,108,153,196,249,294,338,381,428,476,517,568,613,658,695,738,786,829,871,900,920,930,914,907,904,907,921
1,4,17,38,63,95,127,155,185,208,230,241,266,293,308,328,356,390,405,425,442,467,479,486,504,511,537,535,544,554,564
1,4,15,34,63,99,144,190,232,276,320,365,406,449,492,540,580,616,651,681,711,721,744,763,774,795,814,841,863,874,902
1,2,8,23,45,71,108,151,197,240,285,332,374,419,463,515,555,598,646,694,734,782,830,888,932,982,1032,1071,1116,1153,1179
1,7,22,43,73,108,148,193,235,276,315,367,413,455,489,516,535,541,535,529,525,534,534,527,541,557,571,581,605,632,651
1,4,14,34,64,97,135,184,231,257,268,284,289,286,286,299,312,317,336,353,366,377,397,415,426,438,446,455,465,476,490
1,7,20,40,68,105,141,185,228,270,315,367,421,466,510,554,597,630,676,720,769,825,865,920,963,1009,1059,1099,1147,1186,1238
1,7,19,38,67,103,142,184,223,266,309,352,385,417,456,473,486,506,526,548,561,589,616,636,655,670,685,708,723,743,756
1,7,22,42,65,99,142,186,227,260,297,310,326,331,329,340,341,359,373,393,409,425,447,459,472,480,499,517,533,551,567
1,5,20,38,67,105,145,190,233,280,319,359,394,427,451,464,469,467,468,461,465,478,492,507,529,545,559,574,592,604,610
1,6,15,31,58,92,131,175,219,264,315,359,410,456,505,548,592,637,674,721,767,818,857,906,956,996,1045,1086,1128,1175,1219
1,5,18,34,61,92,128,171,214,266,308,355,402,448,492,534,575,610,654,700,750,795,848,900,951,1006,1036,1079,1112,1148,1130
1,3,13,31,57,88,128,173,219,265,305,353,391,445,493,537,587,634,678,711,722,737,755,766,789,791,827,852,872,893,911
1,7,17,38,64,96,139,186,231,278,327,370,413,455,504,541,576,615,642,660,661,662,652,638,631,625,632,638,649,658,666
1,6,17,35,64,97,143,184,231,274,318,358,394,444,487,535,573,626,682,724,772,816,863,910,942,992,1047,1088,1139,1183,1230
1,7,20,43,70,99,138,184,220,251,269,287,296,302,309,314,331,348,364,372,386,398,411,422,437,459,475,488,498,510,527
1,8,22,41,70,102,144,191,226,274,323,374,420,464,517,563,599,640,675,719,764,785,811,824,830,826,827,831,833,846,871
1,7,16,33,58,92,134,176,223,269,317,366,412,468,508,553,597,639,679,723,780,829,868,914,946,963,983,993,1017,1036,1056
1,6,17,35,62,99,135,174,221,267,300,336,370,398,415,431,453,470,483,499,527,547,569,588,623,643,653,665,674,680,679
1,6,21,44,73,109,148,190,239,282,319,361,409,460,497,532,561,587,613,631,630,626,625,618,599,591,588,600,613,634,656
1,6,18,37,66,100,139,187,235,284,330,377,426,470,516,564,608,651,693,737,773,805,851,901,945,983,1011,1044,1058,1064,1055
1,7,25,45,73,112,151,197,235,279,323,356,391,420,453,474,490,503,526,552,565,591,608,646,667,686,714,732,759,776,799
1,5,13,31,57,89,127,172,223,262,305,355,403,448,499,552,595,647,687,730,764,809,846,878,889,905,901,889,882,861,861
1,6,18,36,59,98,137,179,225,268,317,354,404,454,505,550,594,641,685,732,770,811,853,887,919,930,962,992,998,1019,1034
1,5,18,38,67,104,145,190,235,281,327,375,421,461,511,566,609,651,693,730,735,729,725,711,691,683,688,686,692,698,707
1,5,17,40,67,97,142,189,230,275,324,371,402,429,451,463,482,487,506,522,545,566,580,607,619,646,668,689,704,723,753
1,5,16,35,65,99,135,181,233,273,314,358,413,454,497,542,586,637,678,718,761,811,853,870,881,896,897,897,891,891,893
1,4,15,31,60,88,128,173,219,266,307,361,409,449,473,501,527,549,556,565,603,620,638,644,660,671,663,670,669,671,670
1,5,17,35,62,97,135,182,225,269,314,365,416,459,514,564,612,645,691,736,774,817,858,904,947,968,984,1006,1020,1028,1023
