0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0,0,0,0,10,37,87,171,310,485,680,916,1191,1485,1820,2134,2484,2824,3172,3549,3923,4327,4735,5185,5631,6091,6517,6984,7445,7876,8313,8703,9106,9456,9807,10125,10417,10722,11023,11291,11552,11787,12003,12160,12262,12319,12353,12368,12379,12383,12384,12384,12384,12384,12384
0,0,0,0,0,10,30,81,178,290,438,647,911,1187,1480,1838,2222,2615,3029,3458,3902,4322,4753,5151,5511,5885,6229,6545,6868,7171,7504,7786,8061,8334,8622,8866,9140,9403,9664,9918,10167,10379,10561,10767,10948,11123,11285,11436,11531,11643,11739,11839,11924,12004,12085,12130
0,0,0,0,0,10,27,69,152,264,411,611,847,1129,1455,1793,2177,2583,3021,3441,3885,4385,4837,5317,5803,6266,6714,7125,7521,7884,8211,8514,8782,9052,9296,9516,9722,9916,10097,10270,10430,10578,10723,10856,11006,11127,11243,11354,11456,11566,11654,11731,11818,11894,11968,12016
0,0,0,0,0,10,37,83,162,282,424,600,811,1053,1321,1584,1859,2128,2403,2684,2940,3240,3520,3826,4112,4400,4709,5001,5329,5627,5897,6175,6469,6734,7002,7257,7519,7796,8045,8296,8521,8717,8922,9088,9242,9407,9546,9693,9830,9956,10068,10180,10297,10408,10516,10616
0,0,0,0,0,10,37,91,178,297,479,685,938,1236,1555,1927,2337,2766,3208,3666,4141,4633,5124,5602,6064,6494,6926,7372,7791,8197,8587,8934,9266,9562,9826,10084,10337,10583,10826,11034,11251,11438,11611,11765,11896,11976,12043,12094,12144,12188,12220,12243,12271,12297,12316,12336
0,0,0,0,0,10,36,96,186,302,454,629,842,1103,1383,1720,2085,2457,2797,3153,3516,3858,4217,4578,4965,5345,5733,6162,6556,6943,7312,7653,7961,8249,8497,8738,8970,9196,9422,9621,9852,10064,10259,10465,10675,10859,11050,11238,11422,11578,11724,11846,11947,12032,12097,12164
0,0,0,0,0,10,27,70,141,251,406,590,808,1055,1324,1599,1936,2254,2605,2973,3347,3736,4128,4504,4888,5276,5644,5991,6366,6739,7108,7476,7827,8163,8503,8814,9115,9392,9666,9925,10162,10387,10585,10761,10943,11104,11267,11421,11569,11688,11812,11911,12015,12094,12178,12246
0,0,0,0,0,10,34,82,160,283,442,628,885,1154,1452,1792,2160,2529,2951,3381,3816,4251,4681,5133,5603,6073,6520,6991,7476,7989,8467,8923,9316,9673,9976,10270,10512,10738,10969,11150,11319,11466,11610,11716,11802,11890,11963,12024,12078,12126,12170,12206,12235,12263,12288,12307
0,0,0,0,0,10,30,76,142,249,407,610,829,1091,1383,1706,2116,2521,2923,3372,3823,4273,4753,5245,5714,6185,6639,7096,7548,8003,8423,8795,9149,9457,9783,10098,10395,10665,10873,11084,11278,11447,11580,11680,11780,11865,11939,12006,12063,12106,12153,12190,12222,12248,12270,12294
0,0,0,0,0,10,31,68,145,241,356,526,702,926,1162,1432,1728,2023,2347,2685,3053,3433,3836,4231,4606,5018,5367,5747,6139,6514,6897,7286,7640,7988,8358,8684,9001,9302,9592,9885,10135,10348,10536,10706,10873,11036,11183,11303,11416,11525,11614,11699,11774,11852,11905,11969
