0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
15950,15907,15814,15659,15463,15222,14919,14556,14135,13675,13198,12694,12189,11671,11165,10631,10122,9611,9072,8566,8076,7595,7209,6814,6413,6027,5652,5323,5002,4684,4398,4129,3865,3621,3387,3188,2971,2760,2563,2377,2195,2025,1850,1690,1548,1403,1267,1136,1009,887,768,662,555,453,371,290,223,172,123,77,50,24,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15916,15837,15689,15500,15253,14970,14635,14248,13804,13355,12853,12334,11812,11243,10668,10105,9522,8918,8340,7737,7130,6543,5998,5466,4970,4476,3990,3538,3098,2673,2275,1923,1600,1327,1067,854,655,500,394,304,243,189,152,115,91,66,46,34,19,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15911,15827,15688,15491,15245,14954,14600,14196,13729,13230,12707,12144,11544,10949,10329,9747,9184,8638,8116,7644,7191,6757,6369,6029,5656,5311,4978,4646,4329,4025,3724,3457,3194,2931,2696,2459,2244,1997,1781,1595,1447,1334,1233,1139,1042,955,863,779,705,642,573,509,455,400,346,299,253,218,182,150,117,95,67,53,33,20,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15921,15848,15708,15515,15259,14946,14597,14175,13691,13165,12614,12007,11367,10665,9963,9212,8468,7704,6974,6268,5599,5022,4479,3990,3560,3179,2838,2541,2255,1979,1722,1485,1264,1063,886,721,588,464,370,286,204,141,91,57,37,19,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15914,15821,15663,15450,15172,14843,14487,14079,13621,13106,12563,12009,11416,10828,10220,9604,8989,8385,7805,7251,6704,6189,5702,5235,4807,4365,3949,3535,3141,2752,2372,2008,1670,1384,1115,914,740,597,470,366,276,208,151,116,82,60,41,25,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15915,15824,15681,15500,15243,14927,14554,14138,13666,13165,12629,12075,11514,10974,10482,9982,9505,9018,8548,8105,7682,7302,6958,6633,6344,6074,5787,5529,5282,5056,4828,4619,4418,4235,4045,3875,3719,3561,3416,3271,3134,2998,2866,2734,2608,2478,2365,2255,2152,2037,1918,1811,1712,1608,1506,1409,1320,1228,1146,1069,990,906,831,752,683,611,553,485,426,371,319,267,222,183,150,112,83,60,39,23,12,6,1,0,0,0,0,0,0,0,0,0,0
15950,15913,15827,15694,15506,15259,14963,14647,14307,13937,13557,13153,12750,12304,11857,11400,10902,10416,9889,9372,8846,8345,7847,7382,6902,6457,6000,5585,5184,4783,4410,4028,3684,3384,3099,2833,2594,2370,2151,1929,1707,1511,1306,1121,955,811,708,609,530,464,401,350,299,251,213,169,138,103,81,58,40,26,12,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15950,15920,15845,15721,15523,15272,14950,14597,14196,13742,13228,12690,12117,11521,10869,10194,9509,8812,8099,7423,6773,6117,5424,4797,4147,3530,3005,2553,2153,1798,1473,1208,988,809,657,538,436,342,270,210,163,125,91,63,41,23,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15908,15819,15676,15465,15224,14920,14586,14240,13819,13378,12927,12430,11926,11384,10806,10206,9591,8914,8244,7585,6904,6253,5626,5007,4368,3819,3278,2785,2330,1910,1557,1213,954,747,564,397,294,206,124,77,39,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15919,15847,15706,15491,15214,14882,14490,14069,13576,13032,12424,11786,11142,10474,9780,9101,8466,7820,7171,6567,5999,5486,4979,4535,4096,3696,3311,2953,2629,2330,2050,1797,1570,1346,1168,1029,890,783,698,623,553,493,431,371,315,266,224,180,145,112,87,61,42,23,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15911,15812,15656,15460,15215,14920,14585,14220,13813,13425,13032,12615,12201,11794,11386,10967,10521,10075,9628,9137,8657,8158,7647,7120,6594,6120,5620,5154,4685,4248,3849,3446,3052,2673,2297,1959,1628,1322,1081,859,684,545,390,290,206,152,111,81,58,33,14,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15915,15833,15685,15484,15234,14943,14585,14179,13738,13258,12737,12211,11606,10983,10345,9707,9057,8441,7840,7250,6687,6141,5637,5126,4650,4241,3867,3547,3224,2933,2636,2367,2101,1855,1624,1401,1186,992,806,635,487,358,266,188,135,82,44,23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15918,15822,15668,15456,15177,14850,14472,14035,13578,13080,12542,11982,11423,10884,10355,9811,9303,8775,8294,7866,7434,6997,6564,6144,5724,5311,4972,4618,4270,3946,3628,3315,3001,2683,2390,2079,1789,1538,1313,1098,904,746,627,537,465,405,350,293,250,217,181,147,111,85,59,42,24,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15917,15831,15695,15485,15241,14953,14585,14196,13766,13309,12831,12340,11891,11467,11057,10667,10261,9891,9489,9122,8772,8431,8092,7768,7429,7139,6845,6571,6292,6037,5765,5503,5227,4964,4710,4501,4271,4058,3834,3623,3404,3196,2998,2800,2619,2432,2256,2093,1959,1837,1733,1624,1525,1427,1331,1238,1151,1060,980,890,812,739,661,603,536,471,418,367,319,269,219,182,143,118,83,57,35,19,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1
15950,15915,15836,15706,15505,15266,14976,14639,14275,13884,13441,12974,12517,11996,11490,10970,10432,9943,9442,8948,8461,7987,7554,7120,6722,6341,5978,5591,5249,4892,4535,4188,3843,3502,3154,2787,2446,2112,1784,1498,1243,1018,846,689,554,451,372,312,267,219,185,147,106,83,63,35,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15916,15828,15688,15486,15238,14908,14551,14167,13777,13334,12881,12435,11947,11434,10898,10354,9782,9198,8625,8057,7500,6963,6454,5976,5538,5105,4668,4269,3872,3520,3211,2932,2661,2418,2175,1981,1788,1587,1425,1283,1135,991,858,731,616,512,408,320,249,180,128,85,55,34,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15909,15832,15687,15484,15230,14897,14514,14058,13560,12997,12374,11720,11007,10274,9509,8736,7953,7123,6287,5488,4711,3962,3296,2713,2251,1828,1465,1202,991,817,688,564,451,341,260,184,111,68,36,16,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15950,15916,15829,15698,15517,15288,15011,14713,14372,13985,13574,13152,12729,12299,11838,11379,10947,10515,10107,9715,9287,8868,8438,7994,7570,7143,6702,6250,5837,5420,5021,4629,4261,3924,3615,3339,3073,2829,2595,2383,2190,2006,1833,1657,1503,1351,1214,1069,935,819,693,583,487,398,331,267,207,163,129,101,72,48,30,20,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15913,15828,15667,15461,15210,14907,14553,14141,13682,13224,12743,12197,11613,11004,10397,9745,9106,8505,7887,7272,6675,6091,5507,4969,4472,3985,3569,3199,2840,2520,2245,1994,1767,1567,1408,1261,1128,987,868,752,650,559,475,390,324,257,189,144,106,75,47,27,13,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15918,15840,15704,15506,15233,14908,14527,14111,13637,13131,12609,12051,11475,10906,10319,9719,9135,8568,8013,7479,6954,6432,5910,5418,4929,4460,4020,3582,3170,2766,2396,2022,1671,1339,1053,817,631,478,349,238,164,98,63,39,23,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15907,15812,15672,15482,15252,14950,14587,14179,13693,13202,12682,12118,11534,10941,10310,9680,9056,8456,7841,7254,6659,6095,5512,4949,4392,3865,3342,2849,2382,1956,1612,1294,1053,885,725,584,461,356,275,207,154,114,80,54,31,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15918,15842,15713,15530,15299,15007,14693,14336,13930,13483,13004,12502,11973,11419,10832,10212,9525,8831,8146,7550,6997,6489,6032,5618,5222,4830,4489,4138,3814,3518,3246,2985,2746,2518,2298,2089,1906,1741,1591,1447,1302,1169,1032,917,802,702,611,517,439,372,316,268,219,174,134,98,70,45,27,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15911,15810,15664,15431,15145,14816,14426,14000,13528,13041,12509,11964,11436,10808,10175,9564,8939,8337,7726,7075,6488,5859,5299,4751,4217,3718,3252,2815,2429,2067,1730,1493,1314,1163,1034,925,815,719,632,557,479,412,342,276,221,168,123,90,68,49,29,16,8,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15950,15916,15841,15700,15502,15234,14929,14560,14138,13660,13161,12625,12077,11507,10994,10471,9947,9464,8960,8477,7971,7508,7037,6532,6043,5556,5096,4687,4321,3937,3593,3292,3018,2766,2545,2331,2109,1915,1714,1514,1330,1176,1018,865,736,618,526,430,337,263,196,139,94,57,27,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15911,15821,15663,15459,15196,14890,14514,14082,13634,13135,12619,12087,11514,10942,10366,9792,9240,8702,8171,7636,7158,6718,6243,5800,5395,5022,4677,4365,4074,3806,3549,3299,3060,2835,2614,2414,2215,2004,1814,1636,1452,1268,1091,919,772,676,586,513,455,399,345,293,253,204,166,135,110,82,59,41,28,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15915,15844,15723,15558,15344,15056,14740,14390,14017,13612,13195,12775,12302,11830,11339,10829,10314,9810,9272,8758,8239,7701,7178,6646,6123,5600,5120,4654,4260,3929,3630,3328,3064,2814,2606,2408,2232,2047,1863,1679,1530,1376,1240,1118,1004,898,797,698,603,524,453,378,315,248,195,144,102,54,21,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,15910,15830,15688,15484,15216,14902,14535,14127,13704,13232,12752,12264,11716,11162,10614,10054,9512,8984,8454,7977,7458,6959,6478,5990,5547,5123,4751,4399,4044,3740,3429,3142,2860,2590,2333,2118,1910,1734,1573,1440,1293,1166,1049,941,844,751,667,591,504,433,365,291,215,161,112,75,48,23,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15950,15908,15818,15656,15447,15171,14861,14488,14090,13690,13238,12761,12288,11809,11312,10794,10298,9777,9262,8748,8251,7747,7238,6752,6262,5742,5209,4713,4267,3836,3409,3018,2665,2343,2039,1754,1502,1263,1076,913,779,673,568,480,394,317,247,191,148,113,84,62,43,23,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
