0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0,0,10,18,35,60,91,131,177,237,304,390,496,624,766,928,1095,1274,1442,1632,1833,2033,2251,2483,2699,2929,3193,3435,3662,3913
0,0,0,10,18,34,59,85,121,174,236,308,400,510,627,749,883,1019,1170,1329,1509,1676,1848,2035,2235,2468,2681,2898,3093,3303,3534
0,0,0,10,25,45,80,118,171,236,302,380,466,573,685,818,945,1091,1249,1386,1553,1724,1907,2100,2294,2471,2649,2825,3026,3218,3419
0,0,0,10,24,42,69,98,140,190,243,302,376,453,553,679,793,903,1036,1183,1347,1536,1718,1902,2100,2297,2484,2697,2890,3087,3322
0,0,0,10,16,27,54,82,115,158,214,297,375,469,579,708,838,982,1134,1306,1476,1646,1832,2003,2182,2353,2563,2780,2991,3215,3442
0,0,0,10,18,31,55,97,155,217,298,396,494,618,725,850,1003,1150,1297,1464,1647,1829,2057,2258,2462,2712,2949,3155,3390,3610,3824
0,0,0,10,22,43,76,118,181,243,316,400,485,589,703,835,964,1106,1286,1444,1626,1811,1992,2178,2370,2581,2792,3011,3229,3483,3710
0,0,0,10,16,31,58,98,138,187,251,334,429,544,682,830,977,1139,1322,1501,1696,1898,2129,2365,2578,2808,3047,3272,3503,3745,3977
0,0,0,10,27,52,88,129,183,243,315,396,484,607,743,882,1050,1222,1415,1643,1834,2035,2260,2477,2687,2890,3096,3296,3517,3748,3970
0,0,0,10,17,42,66,97,127,173,236,295,381,462,566,676,788,912,1036,1179,1324,1479,1620,1766,1946,2117,2302,2481,2672,2851,3038
