0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
10,28,73,143,250,373,518,659,786,897,997,1092,1200,1296,1375,1491,1583,1641,1691,1778,1793,1810,1858,1910,1909,1898,1870,1819,1731,1637,1541,1450,1360,1286,1240,1242,1208,1133,1082,1047,993,962,953,928,854,778,710,647,595,564,525,492,446,404,345,306
10,34,86,177,292,426,560,688,808,929,1018,1146,1283,1402,1494,1610,1689,1753,1780,1841,1869,1888,1872,1857,1784,1745,1695,1633,1579,1548,1529,1466,1456,1429,1399,1305,1271,1182,1098,1016,946,862,802,751,721,706,657,629,603,560,507,490,467,441,415,401
10,35,84,157,287,444,626,836,1041,1240,1459,1659,1848,2040,2190,2327,2458,2532,2590,2632,2630,2586,2508,2378,2243,2072,1904,1782,1680,1553,1454,1386,1301,1212,1128,1022,907,796,703,635,592,529,490,435,364,294,238,173,129,102,79,57,35,20,11,2
10,38,92,188,316,472,644,811,952,1092,1213,1335,1450,1568,1684,1799,1901,2007,2090,2188,2286,2334,2389,2427,2382,2311,2242,2095,1935,1826,1700,1581,1494,1427,1302,1202,1095,998,905,851,779,696,619,533,452,380,337,291,259,226,191,159,127,96,64,40
10,29,77,160,273,412,574,735,917,1088,1269,1430,1615,1760,1902,2007,2092,2123,2125,2098,2057,2030,1954,1918,1889,1822,1714,1675,1593,1502,1429,1386,1303,1227,1147,1097,1026,968,910,851,789,726,669,612,566,524,493,468,426,400,364,335,304,285,264,251
10,34,85,168,287,439,612,790,987,1149,1318,1443,1577,1698,1801,1855,1958,2024,2058,2111,2169,2185,2159,2119,2056,2005,1945,1949,1921,1897,1849,1813,1710,1606,1490,1337,1155,1005,880,778,709,654,606,570,529,477,442,384,326,254,198,133,91,52,33,19
10,28,75,162,266,388,559,738,876,1045,1226,1378,1526,1698,1837,1984,2098,2171,2257,2291,2260,2239,2203,2134,2078,2030,1989,1952,1908,1862,1820,1738,1692,1631,1565,1468,1388,1266,1148,1013,881,745,609,466,355,271,198,137,100,71,46,24,15,4,1,0
10,32,89,176,306,467,649,824,1003,1166,1333,1467,1625,1791,1922,1996,2120,2193,2196,2192,2201,2156,2123,2086,2060,2041,2008,1924,1855,1751,1641,1512,1391,1256,1118,985,854,753,674,612,561,512,475,444,432,405,406,390,376,371,368,355,341,330,309,282
10,33,82,168,279,427,592,762,930,1114,1261,1416,1577,1696,1772,1878,1954,2010,2086,2194,2249,2281,2280,2308,2280,2236,2200,2176,2067,1969,1866,1705,1536,1399,1290,1176,1099,1013,922,816,734,672,620,573,500,446,377,300,225,168,102,56,29,11,3,0
10,29,70,150,261,406,603,802,979,1147,1301,1428,1534,1610,1715,1792,1848,1905,1979,1981,2010,2012,1980,1965,1957,1900,1823,1764,1710,1660,1604,1577,1543,1472,1364,1282,1179,1075,964,883,792,704,625,570,523,469,448,414,381,355,338,305,286,265,245,243
10,35,80,170,292,420,567,709,823,933,1041,1107,1146,1197,1189,1178,1168,1168,1139,1140,1115,1101,1099,1074,1060,1058,1072,1084,1106,1147,1170,1168,1167,1186,1179,1203,1224,1219,1226,1216,1184,1163,1126,1080,1035,999,970,946,921,881,851,809,786,754,749,731
10,32,70,148,251,391,550,752,927,1098,1265,1442,1575,1725,1888,1995,2055,2123,2166,2163,2170,2140,2064,1933,1779,1611,1495,1391,1309,1271,1254,1189,1137,1072,975,873,799,720,688,677,664,662,650,619,597,554,511,492,471,430,412,407,386,381,379,373
10,31,81,175,305,444,626,824,1018,1187,1323,1451,1584,1668,1791,1911,1990,1996,2038,2030,2066,2070,2082,2075,2038,1967,1918,1864,1806,1753,1696,1596,1531,1432,1362,1303,1262,1207,1139,1045,939,824,692,563,470,366,307,270,258,234,226,197,171,151,123,108
10,35,77,168,292,445,625,806,969,1145,1264,1377,1482,1593,1652,1755,1823,1904,1941,1991,2043,2065,2039,1995,1961,1877,1827,1745,1669,1537,1438,1324,1265,1210,1168,1110,1054,979,909,867,825,781,763,743,723,687,671,630,582,543,507,453,413,367,304,252
10,22,59,129,235,358,516,696,866,1049,1212,1381,1539,1684,1824,1939,2034,2115,2201,2293,2353,2421,2466,2476,2372,2312,2187,2020,1868,1752,1624,1476,1352,1223,1108,999,941,860,803,747,701,649,632,573,528,485,435,384,359,315,265,234,196,165,144,119
10,33,88,168,292,461,609,777,976,1154,1331,1550,1741,1862,1932,1932,1925,1844,1766,1740,1701,1625,1599,1585,1545,1533,1538,1540,1549,1587,1591,1577,1557,1530,1451,1424,1403,1350,1274,1217,1118,1007,938,854,779,710,641,544,483,391,320,249,217,177,170,152
10,28,72,147,264,400,578,753,957,1144,1312,1444,1611,1745,1872,1995,2101,2214,2288,2371,2441,2520,2501,2463,2381,2257,2148,2045,1914,1794,1683,1533,1396,1272,1137,1018,894,785,725,665,618,568,532,482,451,418,406,362,319,260,209,153,110,72,45,23
10,34,92,177,300,437,618,783,978,1149,1344,1505,1691,1826,1995,2089,2189,2255,2278,2246,2215,2171,2113,2103,2017,1936,1847,1732,1598,1539,1501,1428,1394,1330,1262,1173,1068,972,896,829,754,700,628,564,490,445,413,387,347,328,301,279,245,227,185,154
10,30,72,149,278,413,584,764,945,1102,1283,1441,1580,1694,1811,1884,1952,2035,2069,2101,2157,2164,2117,2109,2067,2008,1931,1899,1873,1849,1823,1805,1755,1650,1520,1376,1255,1124,1008,907,821,739,658,590,523,446,366,293,232,186,142,105,85,65,41,22
10,36,89,180,327,478,648,821,1016,1186,1383,1601,1785,1939,2077,2188,2253,2341,2394,2409,2466,2464,2451,2410,2380,2318,2218,2130,2073,1993,1867,1810,1693,1552,1414,1269,1081,902,714,540,378,263,171,106,58,27,10,1,0,0,0,0,0,0,0,0
10,36,89,177,298,469,661,852,1062,1270,1465,1626,1797,1974,2154,2303,2438,2592,2727,2806,2846,2865,2758,2532,2333,2087,1865,1646,1480,1321,1210,1089,1035,984,911,820,757,674,597,535,513,453,408,381,331,285,256,233,201,194,172,162,150,141,125,119
10,29,68,133,232,362,505,645,789,916,1010,1099,1207,1281,1348,1394,1422,1409,1425,1420,1453,1459,1477,1454,1432,1395,1378,1341,1311,1304,1272,1261,1248,1246,1227,1254,1237,1228,1197,1178,1117,1064,1011,971,928,870,830,773,720,658,613,559,532,498,469,441
10,32,83,159,266,403,569,738,920,1058,1218,1349,1483,1594,1704,1786,1808,1822,1815,1827,1833,1894,1905,1935,1940,1947,1936,1920,1904,1881,1850,1816,1816,1762,1685,1542,1377,1194,1021,881,783,700,617,580,536,475,440,404,345,297,268,234,213,187,179,172
10,34,83,148,261,400,560,724,892,1032,1171,1317,1442,1552,1678,1791,1877,1963,2069,2129,2183,2238,2275,2253,2220,2169,2087,2025,1963,1891,1797,1717,1609,1500,1425,1308,1216,1084,964,816,728,606,536,465,419,367,329,295,276,252,239,217,195,167,148,130
10,33,81,147,256,384,520,672,820,961,1102,1239,1363,1473,1563,1628,1689,1714,1754,1779,1806,1824,1834,1818,1834,1802,1793,1799,1776,1672,1600,1466,1321,1208,1112,1017,965,901,830,767,717,660,629,597,595,591,573,550,541,515,495,472,451,418,399,369
10,31,83,163,288,459,656,846,1036,1222,1415,1593,1760,1919,2044,2134,2197,2238,2239,2244,2193,2175,2138,2120,2070,2025,1983,1929,1867,1782,1724,1592,1479,1377,1288,1176,1090,1037,939,855,762,662,547,469,378,322,278,229,186,162,131,105,83,59,48,34
