0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
10,48,129,264,429,580,727,850,1006,1139,1275,1394,1510,1570,1605,1645,1721,1781,1841,1855,1874,1862,1802,1761,1709,1705,1649,1513,1372,1176,1033,887,780,694,624,564,512,461,424,374,351,316,284,240,226,218,214,206,200,202,192,193,170,150,129,106,88,60,49,44,38,27,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,39,111,240,388,543,674,837,968,1090,1166,1264,1350,1475,1571,1670,1696,1707,1702,1704,1732,1740,1728,1729,1697,1662,1558,1453,1353,1261,1156,1005,828,678,572,496,453,437,441,436,409,398,395,396,397,366,345,298,286,271,253,237,214,206,186,180,156,119,75,43,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,37,124,248,406,544,688,834,957,1056,1155,1246,1371,1436,1523,1531,1536,1514,1522,1541,1507,1412,1254,1138,1062,1047,1027,1003,1000,977,968,938,934,915,913,887,882,839,812,764,738,695,666,618,603,553,502,431,390,349,322,285,268,250,231,203,177,154,133,115,101,96,86,78,71,64,54,38,23,15,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,38,116,234,401,580,762,951,1128,1302,1450,1590,1713,1830,1918,2001,2039,2086,2058,1985,1836,1679,1521,1385,1300,1236,1143,1022,935,879,863,801,754,687,642,613,583,576,556,554,523,506,480,463,430,386,312,246,184,168,145,122,84,49,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,34,104,226,377,551,689,832,938,1061,1165,1252,1313,1369,1425,1454,1448,1433,1411,1369,1327,1304,1307,1313,1313,1309,1290,1250,1218,1161,1080,997,926,890,844,826,819,789,742,685,654,616,585,542,498,446,433,425,418,389,360,339,328,314,287,230,185,158,147,131,107,92,78,70,57,45,35,26,18,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,39,119,241,396,553,719,889,1078,1237,1358,1483,1599,1734,1860,1986,2059,2080,2061,2043,2001,1980,1890,1808,1655,1569,1460,1383,1340,1249,1130,967,837,742,629,528,427,375,331,312,276,251,221,203,182,158,123,93,72,59,42,27,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,53,146,291,444,592,740,907,1087,1244,1358,1441,1486,1527,1529,1558,1549,1554,1559,1556,1535,1477,1357,1262,1182,1182,1162,1090,1025,968,925,873,819,777,742,677,650,627,625,594,565,538,527,505,477,447,423,412,394,380,368,347,332,315,291,265,230,199,167,146,122,99,70,49,24,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,44,123,261,416,584,719,865,1005,1166,1280,1395,1470,1543,1610,1666,1707,1721,1750,1765,1785,1788,1797,1739,1664,1573,1522,1476,1432,1378,1317,1263,1175,1073,948,856,746,672,567,460,351,257,205,152,128,98,86,69,57,47,35,32,19,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,49,133,262,420,582,734,891,1049,1225,1370,1489,1585,1686,1758,1815,1797,1765,1691,1631,1540,1447,1359,1275,1162,1101,1058,1051,1010,982,953,922,872,831,793,761,735,687,699,678,649,550,447,362,308,292,278,276,263,250,221,206,196,187,173,163,156,147,128,117,103,101,87,83,64,62,47,45,31,20,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,39,112,242,406,589,762,918,1084,1255,1432,1561,1684,1798,1949,2044,2155,2197,2259,2238,2200,2105,1952,1789,1609,1462,1300,1152,1019,924,859,819,770,715,659,599,543,475,422,351,302,260,229,195,147,104,72,47,35,19,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,46,139,287,464,649,820,963,1093,1222,1381,1516,1612,1690,1735,1789,1812,1839,1835,1799,1738,1681,1616,1549,1469,1382,1337,1286,1272,1224,1197,1163,1133,1082,988,893,756,644,518,444,374,321,262,215,160,126,91,75,57,47,36,23,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
