0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0,0,0,0,0,1,6,15,31,58,92,132,181,234,295,373,451,542,637,739,843,965,1088,1216,1358,1506,1661,1822,1994,2172
0,0,0,0,0,0,1,5,18,34,61,92,129,176,232,300,369,447,531,624,724,834,944,1057,1185,1324,1474,1629,1792,1957,2136
0,0,0,0,0,0,1,3,13,31,57,88,129,176,232,296,362,441,520,621,725,833,949,1075,1198,1332,1447,1570,1704,1841,1987
0,0,0,0,0,0,1,7,17,38,64,96,140,193,248,316,391,466,553,648,752,857,967,1081,1195,1308,1413,1519,1619,1719,1826
0,0,0,0,0,0,1,6,17,35,64,97,144,190,248,309,382,455,538,634,735,844,955,1081,1220,1358,1507,1660,1818,1991,2162
0,0,0,0,0,0,1,7,20,43,70,99,139,191,240,294,339,386,435,493,549,608,670,734,799,865,935,1006,1081,1156,1236
0,0,0,0,0,0,1,8,22,41,70,102,145,199,248,315,393,476,565,663,765,878,992,1116,1240,1382,1529,1663,1803,1940,2070
0,0,0,0,0,0,1,7,16,33,58,92,135,183,239,302,375,458,547,651,747,855,972,1097,1226,1374,1527,1684,1840,2011,2172
0,0,0,0,0,0,1,6,17,35,62,99,136,180,238,302,362,435,506,578,653,733,815,905,989,1077,1180,1280,1384,1493,1612
0,0,0,0,0,0,1,6,21,44,73,109,149,196,260,326,392,470,558,656,757,858,953,1057,1171,1287,1387,1484,1578,1675,1770
0,0,0,0,0,0,1,6,18,37,66,100,140,193,253,321,396,477,566,663,769,885,1004,1128,1259,1400,1542,1690,1855,2029,2204
0,0,0,0,0,0,1,7,25,45,73,112,152,204,260,324,396,468,543,624,713,798,886,971,1069,1176,1278,1389,1494,1617,1736
0,0,0,0,0,0,1,5,13,31,57,89,128,177,236,293,362,444,531,625,735,845,957,1091,1218,1355,1499,1654,1803,1969,2107
0,0,0,0,0,0,1,6,18,36,59,98,138,185,243,304,376,452,542,639,748,854,970,1093,1227,1371,1518,1665,1823,1980,2146
0,0,0,0,0,0,1,5,18,38,67,104,146,195,253,319,394,479,567,656,764,885,1003,1130,1260,1386,1499,1614,1728,1841,1951
0,0,0,0,0,0,1,5,17,40,67,97,143,194,247,315,391,468,545,623,698,778,873,955,1051,1145,1243,1344,1453,1562,1670
0,0,0,0,0,0,1,5,16,35,65,99,136,186,249,308,379,457,549,640,746,850,965,1094,1227,1358,1507,1661,1818,1964,2108
0,0,0,0,0,0,1,4,15,31,60,88,129,177,234,297,367,449,538,626,707,798,894,998,1094,1191,1310,1418,1532,1642,1754
0,0,0,0,0,0,1,5,17,35,62,97,136,187,242,304,376,462,552,646,756,868,988,1107,1243,1382,1530,1685,1846,2011,2190
