0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,10,31,77,164,289,447,639,883,1173,1485,1815,2211,2624,3065,3589,4106,4680,5251,5879,6485,7102,7745,8391,9032,9701,10363,11013,11693,12412,13101,13780,14414,14988,15541,16072,16578,17071,17551,18025,18483,18950,19402,19843,20274,20644,21012,21378,21746,22057,22378,22690,22982,23239,23460,23639,23811,23960,24102,24229,24367,24478,24572,24664,24758,24842,24924,24990,25063,25125,25181,25230,25292,25346,25399,25458,25509
0,0,0,0,10,30,83,173,305,451,656,884,1152,1426,1740,2078,2459,2836,3232,3638,4047,4476,4916,5374,5848,6357,6871,7388,7908,8406,8943,9483,10030,10513,10996,11434,11896,12299,12686,13046,13398,13719,14018,14308,14589,14877,15157,15446,15739,15994,16261,16528,16782,17032,17283,17545,17793,18042,18286,18509,18743,18978,19179,19373,19541,19726,19898,20078,20239,20401,20573,20747,20915,21065,21204,21349,21499,21648,21795,21952
0,0,0,0,10,39,89,174,300,460,661,899,1175,1514,1890,2294,2752,3222,3791,4350,4963,5572,6217,6906,7602,8285,9011,9773,10528,11274,12039,12781,13508,14187,14877,15511,16102,16676,17225,17784,18298,18778,19231,19668,20086,20486,20839,21166,21498,21826,22130,22431,22717,22983,23250,23503,23732,23939,24131,24297,24449,24589,24707,24825,24918,25004,25093,25174,25246,25326,25386,25447,25509,25565,25612,25647,25690,25726,25759,25787
0,0,0,0,10,34,90,187,316,479,675,911,1181,1488,1796,2151,2491,2860,3235,3632,4039,4458,4904,5371,5827,6295,6791,7298,7818,8344,8889,9412,9942,10481,11004,11528,12064,12576,13109,13612,14119,14586,15053,15494,15939,16382,16797,17199,17582,17964,18346,18735,19116,19474,19853,20223,20579,20907,21224,21522,21799,22074,22329,22597,22848,23086,23322,23554,23752,23957,24142,24288,24435,24551,24652,24738,24820,24900,24989,25059
0,0,0,0,10,31,73,148,256,405,582,805,1084,1366,1669,1992,2393,2779,3188,3620,4083,4577,5077,5609,6201,6772,7348,7927,8531,9109,9713,10307,10867,11411,11993,12585,13163,13734,14319,14872,15439,16059,16634,17219,17767,18284,18804,19343,19837,20307,20753,21178,21592,21959,22288,22604,22890,23162,23406,23614,23828,24022,24200,24368,24507,24642,24747,24857,24953,25033,25104,25175,25237,25301,25354,25405,25460,25509,25557,25599
0,0,0,0,10,35,93,173,285,448,641,865,1148,1467,1806,2202,2643,3098,3592,4117,4677,5249,5805,6383,6974,7581,8161,8791,9388,9983,10583,11172,11798,12384,12959,13533,14140,14743,15267,15789,16313,16810,17251,17698,18118,18538,18941,19366,19763,20177,20557,20926,21288,21647,21964,22316,22629,22918,23220,23491,23756,23992,24202,24392,24583,24748,24851,24941,25013,25076,25132,25192,25260,25321,25378,25429,25491,25538,25574,25619
0,0,0,0,10,33,83,166,292,461,653,878,1132,1411,1713,2055,2440,2861,3282,3738,4221,4700,5203,5735,6257,6797,7341,7847,8368,8871,9417,9972,10485,11003,11505,11991,12463,12921,13386,13863,14301,14743,15179,15590,15982,16374,16715,17069,17406,17734,18099,18439,18774,19093,19415,19698,19966,20260,20519,20788,21048,21273,21507,21718,21918,22136,22311,22492,22675,22842,23014,23175,23339,23503,23670,23817,23975,24125,24285,24419
0,0,0,0,10,28,68,142,269,440,634,891,1195,1510,1871,2269,2696,3173,3678,4218,4755,5340,5959,6581,7207,7888,8567,9263,9967,10579,11168,11763,12310,12861,13383,13887,14385,14862,15345,15823,16304,16790,17264,17732,18181,18652,19121,19558,20008,20424,20835,21233,21617,21991,22368,22720,23063,23410,23726,24019,24269,24501,24715,24914,25085,25226,25352,25466,25562,25647,25711,25763,25800,25820,25832,25838,25839,25840,25840,25840
0,0,0,0,10,30,75,153,277,443,655,897,1158,1477,1854,2264,2718,3199,3710,4253,4830,5430,6066,6698,7355,8015,8705,9359,10040,10724,11413,12146,12842,13495,14093,14634,15138,15654,16138,16621,17109,17578,18017,18447,18867,19253,19643,20022,20383,20712,20967,21257,21492,21746,21981,22197,22397,22586,22761,22957,23132,23308,23472,23618,23778,23918,24056,24195,24330,24461,24586,24685,24787,24886,24964,25045,25127,25197,25266,25344
0,0,0,0,10,27,68,145,248,377,536,745,958,1233,1562,1906,2274,2674,3099,3571,4012,4488,4976,5485,6022,6572,7154,7687,8218,8752,9223,9713,10223,10722,11186,11662,12110,12595,13080,13491,13904,14304,14681,15043,15411,15771,16101,16427,16753,17103,17448,17786,18123,18431,18759,19099,19423,19744,20067,20388,20704,21014,21332,21649,21924,22207,22450,22694,22906,23136,23359,23605,23792,23998,24199,24408,24588,24769,24942,25117
