0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
18021,17959,17818,17598,17300,16925,16472,15935,15332,14703,14046,13360,12656,11929,11153,10372,9571,8808,8073,7349,6642,5968,5331,4738,4144,3600,3152,2743,2356,1993,1645,1349,1077,815,664,537,436,354,293,241,193,157,124,95,69,46,27,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17966,17830,17605,17303,16937,16492,15993,15419,14780,14100,13385,12649,11915,11182,10466,9757,9047,8411,7807,7211,6655,6127,5597,5085,4575,4074,3582,3104,2640,2196,1814,1539,1316,1108,923,807,708,620,538,460,386,314,244,178,127,88,54,30,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17965,17838,17645,17389,17087,16736,16328,15874,15374,14838,14258,13660,13022,12373,11751,11127,10513,9923,9312,8694,8091,7493,6905,6331,5799,5317,4854,4404,3988,3581,3205,2855,2526,2219,1930,1648,1382,1106,839,647,509,393,278,177,101,55,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17967,17831,17630,17387,17093,16754,16370,15940,15472,14955,14425,13865,13296,12697,12082,11456,10863,10274,9749,9265,8795,8325,7846,7369,6894,6409,5940,5520,5121,4755,4383,4052,3712,3399,3162,2977,2809,2647,2498,2365,2237,2121,2017,1910,1800,1700,1601,1504,1412,1320,1230,1143,1060,980,903,828,757,684,617,553,489,429,373,317,267,221,174,129,95,66,40,22,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17969,17845,17641,17372,17037,16655,16221,15732,15181,14575,13976,13365,12765,12182,11593,11028,10452,9866,9263,8665,8063,7470,6882,6310,5796,5300,4801,4338,3882,3468,3075,2726,2408,2114,1835,1596,1392,1205,1029,858,710,568,439,322,223,134,65,24,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17962,17822,17608,17323,16962,16545,16059,15525,14942,14334,13717,13131,12553,11975,11418,10878,10350,9824,9306,8790,8280,7768,7247,6743,6229,5730,5217,4707,4194,3739,3353,3015,2699,2396,2115,1846,1579,1323,1125,993,863,747,643,547,450,362,282,207,140,85,45,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17968,17824,17610,17329,16984,16584,16146,15644,15093,14514,13910,13272,12625,11958,11283,10578,9857,9127,8441,7753,7129,6548,5989,5455,4962,4488,4027,3648,3323,3014,2726,2454,2222,2006,1811,1635,1469,1318,1181,1060,949,851,762,680,601,529,465,407,352,306,267,230,196,166,137,111,88,67,48,32,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17962,17831,17634,17356,17007,16597,16111,15557,14945,14291,13641,12985,12315,11655,10987,10341,9708,9086,8528,7985,7466,6970,6505,6054,5627,5215,4832,4450,4079,3724,3372,3065,2797,2541,2300,2065,1843,1635,1433,1235,1056,899,763,642,539,449,372,303,242,189,145,105,77,52,33,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17965,17820,17601,17322,16964,16553,16101,15618,15137,14615,14096,13548,12978,12389,11780,11162,10543,9906,9276,8630,7974,7293,6658,6064,5483,4918,4367,3833,3312,2807,2305,1869,1517,1208,958,792,667,556,454,360,276,200,138,88,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17954,17813,17598,17308,16964,16555,16092,15580,15057,14490,13892,13269,12620,11974,11322,10671,10025,9415,8830,8247,7685,7121,6573,6073,5604,5150,4730,4320,3913,3520,3188,2920,2675,2447,2227,2032,1845,1668,1502,1345,1192,1043,908,777,685,628,572,518,469,420,375,332,293,255,219,187,158,132,106,85,63,46,32,20,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17960,17820,17615,17351,17033,16642,16218,15737,15200,14635,14044,13407,12761,12081,11405,10716,10061,9446,8843,8272,7742,7194,6683,6188,5690,5181,4669,4173,3727,3301,2903,2512,2133,1791,1462,1167,907,753,624,506,402,308,227,152,87,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17958,17819,17609,17341,16991,16595,16153,15650,15109,14530,13885,13201,12482,11710,10928,10193,9442,8726,8063,7471,6936,6433,5956,5525,5136,4775,4452,4147,3850,3556,3269,2999,2728,2461,2210,1990,1786,1591,1409,1240,1087,938,797,670,549,441,355,281,222,171,130,92,61,37,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17963,17825,17607,17313,16949,16525,16069,15576,15054,14502,13937,13355,12774,12177,11583,10985,10371,9759,9175,8582,8025,7476,6975,6505,6050,5619,5204,4813,4428,4069,3712,3364,3053,2749,2479,2221,1980,1747,1539,1336,1159,1009,875,757,648,542,455,375,306,245,187,133,85,50,31,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17966,17816,17592,17302,16917,16467,15929,15353,14784,14179,13590,12997,12388,11778,11171,10546,9907,9305,8729,8171,7594,7054,6522,6015,5521,5034,4539,4066,3578,3128,2709,2312,1951,1673,1430,1211,1041,914,806,696,593,499,411,326,246,177,119,77,45,26,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17964,17822,17604,17316,16963,16542,16061,15521,14955,14358,13722,13074,12402,11744,11096,10439,9820,9182,8577,7968,7360,6761,6230,5726,5235,4780,4331,3879,3465,3059,2671,2289,1980,1702,1446,1223,1038,881,748,620,507,414,339,280,230,186,148,113,85,61,39,23,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17970,17836,17628,17349,16993,16559,16093,15549,14962,14324,13651,12985,12299,11607,10914,10223,9525,8801,8072,7356,6688,6049,5456,4906,4405,3954,3580,3230,2890,2571,2266,1969,1691,1414,1156,941,829,724,620,521,427,335,272,209,164,125,85,54,29,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17962,17820,17603,17325,17013,16673,16299,15909,15478,15016,14549,14058,13541,13008,12477,11938,11389,10857,10357,9859,9367,8888,8428,7967,7517,7067,6627,6190,5758,5334,4919,4499,4079,3682,3330,2992,2685,2396,2132,1872,1613,1364,1145,964,815,693,583,481,395,318,245,182,127,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17965,17826,17619,17336,16990,16587,16117,15582,14993,14379,13737,13084,12413,11716,10990,10262,9553,8839,8126,7396,6657,5929,5249,4664,4216,3804,3405,3034,2683,2355,2048,1776,1528,1294,1061,849,657,475,367,322,273,233,196,166,137,110,87,66,49,32,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17960,17817,17601,17310,16951,16513,16005,15458,14878,14254,13592,12880,12146,11377,10582,9780,8970,8176,7421,6683,5950,5271,4633,4037,3542,3075,2699,2394,2132,1924,1758,1607,1482,1364,1258,1152,1057,965,879,801,727,660,605,550,493,439,388,341,296,250,211,172,139,106,72,44,22,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17963,17826,17619,17344,17012,16636,16210,15721,15177,14595,13949,13267,12585,11869,11126,10370,9591,8820,8031,7234,6469,5748,5124,4614,4173,3810,3508,3231,2983,2796,2619,2454,2291,2127,1971,1821,1667,1512,1361,1217,1083,954,836,722,620,524,432,345,269,195,137,82,41,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17966,17849,17671,17438,17152,16821,16427,15973,15484,14941,14363,13763,13114,12432,11693,10943,10242,9556,8913,8291,7739,7237,6784,6362,5965,5581,5222,4876,4533,4190,3865,3557,3245,2966,2720,2485,2248,2031,1830,1636,1464,1291,1131,981,835,702,581,477,387,307,233,166,100,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17959,17822,17607,17310,16960,16558,16090,15561,14974,14341,13683,13009,12304,11567,10833,10095,9360,8631,7907,7192,6503,5855,5275,4725,4184,3646,3192,2751,2346,1972,1658,1421,1224,1028,833,659,493,338,201,137,88,54,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17969,17835,17622,17340,17002,16600,16153,15643,15108,14528,13924,13301,12671,12053,11436,10838,10224,9619,9003,8420,7868,7320,6793,6271,5752,5239,4725,4221,3754,3297,2855,2424,1995,1587,1229,968,806,671,557,464,376,298,231,169,119,76,43,21,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17960,17823,17596,17308,16953,16532,16065,15538,14965,14354,13707,12997,12288,11610,10961,10322,9694,9099,8536,8008,7510,7047,6630,6199,5784,5389,4987,4587,4186,3789,3400,3080,2781,2504,2246,2009,1792,1584,1409,1251,1102,978,864,760,677,604,530,458,389,332,278,227,175,133,93,60,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17968,17824,17620,17368,17045,16674,16248,15796,15337,14868,14395,13931,13452,12951,12427,11897,11363,10833,10291,9736,9165,8618,8080,7520,6967,6415,5857,5293,4803,4317,3819,3403,3013,2636,2278,1945,1622,1330,1067,843,652,482,360,256,170,101,52,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,17965,17822,17612,17330,16974,16561,16106,15634,15120,14588,14041,13461,12903,12302,11693,11067,10422,9818,9251,8693,8172,7634,7146,6756,6391,6063,5787,5516,5246,4985,4733,4495,4251,4013,3775,3545,3322,3110,2901,2700,2498,2303,2107,1904,1702,1508,1376,1246,1124,996,873,749,628,510,395,293,211,153,110,77,50,33,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
