0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
14717,14712,14698,14677,14647,14619,14578,14524,14463,14402,14332,14247,14157,14063,13964,13851,13740,13607,13479,13340,13194,13041,12881,12733,12584,12443,12307,12155,12004,11849,11688
14717,14714,14705,14688,14665,14632,14593,14552,14504,14451,14399,14345,14282,14219,14152,14077,13996,13921,13846,13772,13688,13604,13523,13427,13335,13237,13139,13040,12942,12845,12734
14717,14711,14700,14681,14656,14620,14576,14526,14471,14409,14336,14258,14176,14080,13971,13872,13758,13636,13500,13358,13223,13073,12915,12740,12565,12390,12190,11994,11796,11609,11415
14717,14713,14701,14681,14657,14623,14580,14533,14475,14408,14336,14254,14173,14077,13978,13884,13777,13673,13570,13462,13355,13233,13110,12985,12858,12729,12604,12457,12318,12172,12025
14717,14709,14696,14676,14647,14611,14566,14512,14454,14384,14309,14228,14136,14040,13942,13841,13730,13623,13514,13402,13289,13166,13036,12904,12778,12637,12502,12364,12211,12071,11916
14717,14715,14705,14684,14661,14632,14604,14570,14537,14503,14469,14426,14384,14338,14289,14242,14194,14141,14078,14022,13964,13897,13826,13754,13674,13605,13527,13452,13367,13280,13190
14717,14714,14704,14684,14656,14623,14581,14528,14469,14406,14329,14248,14165,14071,13968,13865,13765,13661,13565,13462,13356,13244,13135,13022,12898,12772,12641,12508,12379,12239,12093
14717,14712,14702,14690,14674,14659,14632,14607,14571,14534,14496,14449,14397,14350,14294,14235,14170,14103,14038,13961,13882,13805,13723,13626,13533,13448,13358,13268,13171,13078,12977
14717,14712,14700,14681,14652,14621,14579,14535,14482,14412,14335,14256,14169,14076,13974,13866,13752,13634,13506,13360,13207,13051,12892,12718,12541,12355,12161,11969,11750,11524,11306
14717,14711,14697,14675,14652,14623,14590,14558,14521,14481,14433,14378,14321,14262,14200,14138,14063,13992,13909,13830,13750,13663,13569,13481,13379,13284,13176,13079,12977,12858,12755
14717,14712,14698,14675,14649,14614,14565,14515,14454,14389,14312,14234,14145,14047,13944,13834,13705,13581,13452,13314,13165,13030,12889,12740,12587,12431,12273,12109,11975,11836,11696
14717,14712,14702,14690,14672,14649,14626,14601,14570,14536,14493,14449,14399,14350,14299,14243,14192,14143,14079,14017,13955,13889,13819,13748,13675,13599,13523,13443,13357,13274,13188
14717,14711,14698,14682,14659,14626,14588,14533,14479,14416,14349,14268,14185,14088,13987,13873,13756,13641,13510,13370,13217,13072,12932,12786,12653,12521,12384,12252,12109,11967,11828
