0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
13277,13272,13266,13259,13251,13243,13234,13229,13211,13204,13193,13177,13165,13148,13131,13117,13096,13078,13060,13041,13019,13001,12986,12970,12959,12939,12922,12908,12890,12878,12862,12847,12835,12819,12806,12793,12777,12760,12748,12738,12720,12710,12692,12681,12671,12655,12645,12634,12625,12612,12601,12584
13277,13276,13272,13268,13262,13252,13248,13237,13231,13225,13218,13209,13198,13191,13181,13177,13163,13150,13135,13117,13105,13089,13077,13066,13053,13044,13036,13025,13017,13012,13004,12997,12990,12980,12972,12965,12956,12945,12937,12925,12916,12907,12892,12875,12867,12854,12845,12832,12817,12811,12802,12797
13277,13273,13269,13262,13255,13248,13244,13236,13226,13217,13212,13204,13199,13191,13186,13179,13171,13164,13155,13149,13142,13132,13120,13112,13106,13099,13085,13078,13071,13061,13055,13048,13041,13023,13017,13002,12989,12978,12967,12959,12948,12941,12929,12927,12921,12913,12907,12905,12901,12897,12895,12894
13277,13271,13264,13259,13252,13244,13236,13228,13214,13208,13198,13186,13179,13169,13157,13147,13137,13123,13116,13101,13087,13074,13061,13041,13023,13004,12990,12972,12959,12940,12925,12910,12894,12879,12869,12855,12841,12825,12811,12798,12787,12777,12760,12746,12730,12719,12711,12692,12672,12655,12643,12623
13277,13271,13265,13259,13252,13240,13232,13227,13218,13203,13196,13185,13177,13167,13154,13140,13130,13118,13106,13090,13078,13064,13048,13037,13028,13018,13002,12992,12985,12980,12971,12958,12951,12943,12934,12925,12915,12906,12896,12884,12874,12864,12851,12842,12831,12823,12815,12808,12802,12794,12788,12783
13277,13277,13269,13261,13253,13241,13230,13215,13201,13190,13172,13155,13138,13121,13103,13093,13081,13055,13042,13028,13008,12983,12966,12954,12935,12917,12895,12880,12862,12837,12823,12806,12796,12780,12760,12738,12720,12704,12685,12663,12649,12629,12604,12583,12558,12546,12530,12517,12503,12488,12472,12461
13277,13270,13267,13259,13255,13245,13234,13228,13221,13212,13204,13194,13191,13185,13174,13169,13158,13152,13145,13138,13127,13116,13108,13098,13094,13087,13083,13071,13069,13067,13063,13059,13053,13048,13041,13036,13031,13026,13019,13017,13011,13006,13003,12999,12994,12987,12985,12981,12977,12973,12972,12971
13277,13276,13271,13266,13261,13254,13249,13242,13235,13227,13214,13207,13201,13193,13185,13174,13165,13157,13148,13143,13134,13124,13111,13104,13095,13087,13076,13068,13059,13046,13040,13036,13030,13023,13018,13007,12999,12991,12985,12980,12974,12964,12954,12949,12943,12937,12928,12916,12910,12904,12896,12887
13277,13272,13268,13266,13259,13251,13245,13237,13230,13222,13214,13207,13197,13186,13173,13161,13154,13145,13130,13115,13099,13089,13076,13060,13044,13030,13023,13015,13009,13000,12990,12980,12968,12963,12951,12940,12934,12926,12921,12907,12900,12892,12885,12873,12865,12856,12847,12834,12827,12816,12808,12801
13277,13276,13272,13267,13262,13258,13248,13242,13229,13225,13215,13197,13179,13165,13151,13132,13109,13087,13072,13059,13041,13026,13012,12992,12969,12957,12947,12929,12915,12901,12890,12878,12861,12840,12821,12800,12777,12757,12731,12710,12694,12668,12647,12624,12594,12570,12549,12531,12512,12488,12463,12445
13277,13274,13269,13261,13255,13250,13248,13243,13239,13234,13228,13225,13220,13212,13204,13192,13185,13179,13169,13157,13147,13142,13132,13124,13112,13101,13093,13080,13071,13064,13051,13036,13024,13010,12995,12982,12961,12951,12934,12913,12902,12884,12867,12847,12832,12815,12795,12783,12768,12755,12739,12727
13277,13275,13265,13259,13250,13233,13215,13200,13180,13165,13148,13133,13114,13094,13081,13057,13045,13031,13012,12992,12974,12954,12935,12910,12886,12869,12852,12825,12808,12797,12776,12764,12745,12733,12722,12705,12688,12676,12664,12651,12637,12624,12609,12592,12573,12560,12555,12546,12538,12525,12511,12502
13277,13274,13267,13258,13250,13230,13213,13200,13190,13177,13163,13157,13145,13134,13117,13107,13102,13096,13089,13081,13069,13063,13055,13053,13045,13036,13031,13027,13025,13018,13013,13006,13000,12993,12987,12981,12972,12966,12956,12949,12943,12936,12932,12924,12917,12912,12903,12896,12890,12884,12878,12874
13277,13273,13271,13267,13254,13248,13239,13225,13217,13206,13192,13179,13167,13156,13136,13128,13120,13112,13097,13090,13075,13066,13056,13044,13031,13023,13008,12996,12983,12972,12964,12953,12936,12930,12924,12910,12899,12886,12879,12869,12857,12843,12830,12823,12812,12805,12797,12783,12775,12762,12746,12729
13277,13274,13269,13264,13252,13242,13232,13224,13210,13201,13186,13172,13161,13150,13135,13114,13100,13077,13056,13038,13021,12994,12973,12956,12934,12905,12880,12863,12837,12815,12784,12765,12742,12716,12698,12678,12658,12639,12623,12604,12587,12576,12559,12548,12531,12517,12508,12490,12481,12472,12462,12452
13277,13273,13268,13259,13251,13243,13239,13231,13219,13213,13206,13199,13182,13174,13161,13147,13134,13117,13100,13083,13062,13049,13032,13011,12994,12984,12967,12954,12944,12934,12929,12919,12907,12894,12884,12871,12857,12841,12827,12803,12785,12768,12759,12744,12727,12716,12700,12693,12679,12667,12660,12648
13277,13272,13267,13259,13254,13244,13240,13230,13220,13208,13199,13186,13176,13164,13155,13145,13134,13124,13115,13105,13098,13086,13079,13068,13063,13056,13051,13040,13033,13021,13016,13010,13002,12990,12980,12975,12966,12954,12946,12938,12928,12916,12909,12898,12889,12883,12873,12865,12856,12846,12837,12827
13277,13275,13273,13269,13263,13255,13248,13245,13239,13230,13223,13219,13213,13203,13195,13187,13182,13169,13160,13153,13146,13139,13132,13124,13121,13112,13103,13096,13087,13081,13072,13065,13057,13050,13037,13030,13019,13009,12998,12985,12972,12964,12952,12946,12934,12924,12915,12910,12900,12895,12884,12877
13277,13274,13270,13261,13249,13238,13233,13217,13203,13194,13184,13172,13157,13147,13141,13122,13110,13094,13076,13061,13042,13026,13012,13000,12979,12967,12955,12940,12925,12911,12892,12878,12861,12843,12829,12818,12797,12774,12763,12751,12736,12720,12701,12686,12675,12656,12638,12626,12612,12595,12587,12573
13277,13269,13258,13251,13238,13228,13213,13200,13191,13181,13172,13152,13140,13129,13115,13106,13099,13091,13083,13073,13066,13053,13044,13030,13026,13017,13009,13004,12999,12989,12984,12978,12972,12964,12959,12954,12946,12942,12935,12929,12924,12918,12915,12911,12908,12904,12897,12893,12888,12886,12880,12874
13277,13275,13273,13265,13255,13244,13240,13232,13219,13209,13196,13183,13167,13153,13135,13114,13102,13089,13080,13061,13051,13036,13026,13014,12995,12982,12972,12963,12953,12934,12914,12905,12894,12875,12854,12844,12831,12818,12807,12791,12777,12765,12749,12738,12730,12711,12699,12684,12669,12654,12640,12628
13277,13275,13266,13258,13246,13233,13222,13213,13208,13198,13188,13178,13164,13156,13145,13130,13117,13100,13086,13067,13050,13035,13024,13010,12994,12984,12973,12960,12949,12936,12928,12918,12908,12890,12879,12869,12860,12852,12847,12837,12826,12821,12817,12813,12807,12801,12791,12782,12778,12770,12758,12750
13277,13275,13272,13268,13264,13256,13253,13248,13241,13234,13229,13222,13215,13211,13205,13198,13186,13176,13171,13160,13153,13147,13138,13129,13123,13118,13110,13101,13089,13079,13072,13062,13053,13038,13030,13019,13010,12998,12985,12975,12965,12952,12943,12927,12913,12902,12887,12869,12857,12848,12834,12825
