0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
15620,15602,15556,15486,15389,15280,15169,15061,14953,14839,14716,14587,14460,14318,14172,14018,13861,13695,13522,13345,13151,12944,12740,12537,12310,12079,11853,11618,11372,11120,10860,10589,10298,10026,9737,9438,9125,8817,8519,8192,7851,7509,7159,6807,6439,6060,5699,5319,4936,4543,4165,3784,3404,3043,2694,2355,2039,1729,1461,1194,946,733,519,356,249,175,115,75,42,19,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,
15620,15598,15545,15470,15372,15254,15123,14985,14821,14655,14461,14276,14069,13872,13684,13493,13293,13098,12878,12655,12430,12195,11961,11713,11477,11224,10969,10679,10404,10104,9808,9512,9207,8882,8565,8213,7866,7535,7191,6836,6462,6115,5735,5341,4941,4563,4152,3760,3398,3038,2672,2320,1966,1627,1292,1020,778,584,430,301,223,165,117,82,61,40,23,11,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
15620,15597,15541,15456,15344,15204,15052,14884,14689,14494,14309,14137,13971,13795,13621,13443,13258,13080,12881,12665,12448,12230,12022,11780,11541,11293,11047,10777,10510,10234,9941,9641,9326,9017,8691,8369,8043,7708,7370,7022,6662,6289,5922,5526,5141,4753,4347,3971,3593,3209,2842,2465,2108,1775,1470,1205,960,734,544,397,301,231,162,115,82,54,29,14,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
15620,15597,15555,15479,15403,15309,15212,15102,14995,14888,14771,14639,14512,14371,14215,14063,13913,13748,13576,13405,13213,13020,12816,12607,12386,12160,11927,11701,11455,11216,10963,10692,10416,10121,9830,9540,9227,8928,8598,8274,7950,7618,7268,6905,6555,6186,5827,5452,5085,4733,4376,4015,3659,3326,2986,2647,2349,2074,1816,1609,1427,1267,1118,997,877,767,673,589,514,445,375,321,268,222,182,145,109,82,60,39,22,14,5,1,0,0,0,0,0,0,0
15620,15600,15559,15475,15370,15245,15103,14958,14804,14661,14500,14334,14169,13991,13811,13628,13443,13240,13055,12845,12626,12406,12163,11928,11690,11440,11173,10904,10616,10338,10057,9755,9451,9138,8833,8493,8153,7830,7471,7134,6793,6429,6046,5672,5294,4894,4505,4117,3722,3308,2914,2512,2131,1758,1455,1162,919,669,468,302,169,91,48,15,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
15620,15600,15544,15462,15357,15230,15085,14957,14815,14686,14540,14387,14252,14072,13910,13731,13556,13368,13163,12965,12745,12525,12290,12064,11816,11575,11332,11077,10821,10561,10288,9994,9694,9396,9092,8773,8455,8118,7784,7439,7093,6731,6377,6007,5634,5242,4841,4441,4025,3599,3203,2786,2383,2007,1684,1400,1180,986,821,686,563,471,383,304,223,159,90,54,27,11,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
15620,15601,15555,15473,15361,15219,15044,14875,14673,14477,14280,14080,13878,13670,13474,13278,13076,12861,12633,12419,12178,11939,11704,11453,11206,10940,10671,10405,10136,9842,9543,9225,8923,8598,8258,7925,7581,7228,6888,6528,6151,5770,5387,4991,4592,4175,3761,3346,2937,2547,2144,1761,1421,1074,780,533,349,238,159,99,56,24,8,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
15620,15595,15541,15465,15349,15207,15064,14913,14757,14591,14432,14270,14100,13932,13758,13575,13392,13201,13010,12793,12577,12353,12119,11893,11657,11391,11133,10874,10593,10306,10015,9721,9422,9138,8800,8483,8143,7811,7475,7131,6772,6414,6033,5658,5281,4896,4534,4155,3768,3375,2985,2599,2217,1833,1464,1144,909,711,542,391,276,198,150,113,84,61,43,26,13,6,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,
15620,15600,15548,15470,15373,15266,15142,15009,14873,14728,14577,14429,14283,14123,13963,13791,13615,13431,13226,13021,12820,12604,12386,12163,11920,11667,11419,11165,10893,10625,10345,10069,9769,9477,9174,8859,8535,8213,7865,7532,7178,6820,6443,6062,5689,5292,4905,4510,4114,3692,3292,2892,2514,2132,1771,1412,1090,794,552,349,231,144,91,50,31,16,8,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
15620,15600,15553,15474,15369,15259,15123,14989,14829,14686,14528,14382,14216,14049,13895,13723,13532,13349,13162,12967,12770,12552,12323,12086,11847,11601,11346,11079,10804,10537,10260,9983,9694,9395,9088,8777,8464,8122,7777,7433,7074,6715,6340,5975,5607,5225,4852,4414,3984,3573,3158,2734,2297,1905,1548,1255,992,785,637,506,399,312,251,208,167,132,99,72,48,27,10,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,
15620,15601,15547,15460,15343,15223,15093,14979,14857,14732,14593,14462,14315,14154,13998,13831,13648,13453,13268,13068,12870,12641,12416,12186,11946,11708,11456,11199,10942,10669,10398,10123,9820,9510,9207,8903,8589,8259,7915,7563,7216,6861,6488,6129,5750,5381,4989,4592,4216,3838,3454,3077,2696,2311,1964,1628,1332,1081,852,672,502,355,260,183,121,72,38,28,15,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
15620,15602,15554,15475,15394,15280,15155,15006,14832,14667,14500,14324,14139,13954,13768,13581,13379,13188,12961,12751,12523,12291,12054,11806,11546,11290,11014,10744,10478,10189,9891,9590,9273,8950,8630,8311,7958,7613,7251,6882,6535,6154,5759,5375,4970,4581,4178,3765,3356,2964,2600,2253,1907,1571,1264,962,706,502,352,234,154,97,57,31,15,6,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15620,15596,15533,15444,15337,15204,15055,14904,14733,14552,14361,14156,13961,13768,13575,13375,13171,12975,12757,12529,12292,12059,11808,11556,11300,11045,10766,10479,10201,9901,9594,9286,8979,8672,8341,8000,7655,7308,6958,6601,6236,5861,5498,5112,4732,4346,3964,3574,3196,2804,2432,2087,1730,1405,1102,834,613,433,309,210,130,72,37,17,8,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
15620,15599,15549,15467,15370,15251,15111,14950,14779,14591,14413,14232,14068,13884,13695,13524,13330,13128,12926,12698,12480,12248,12008,11754,11507,11246,10980,10705,10421,10131,9840,9539,9245,8915,8589,8265,7918,7588,7238,6876,6492,6118,5729,5318,4932,4528,4142,3763,3401,3041,2660,2286,1937,1608,1281,991,745,528,355,224,124,70,35,20,7,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
15620,15599,15563,15501,15405,15286,15150,14977,14805,14612,14412,14204,13984,13789,13593,13392,13190,12998,12786,12565,12328,12099,11855,11609,11345,11081,10801,10553,10267,9965,9655,9339,9028,8709,8376,8042,7690,7336,6973,6602,6237,5852,5466,5082,4658,4257,3832,3410,2982,2555,2121,1687,1323,1025,785,567,390,267,180,117,72,43,24,10,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
15620,15596,15542,15472,15389,15290,15172,15017,14874,14748,14615,14468,14318,14163,14003,13831,13661,13477,13291,13102,12912,12710,12508,12292,12069,11818,11575,11319,11063,10790,10535,10263,9976,9676,9382,9066,8740,8425,8087,7750,7395,7047,6687,6333,5958,5587,5232,4857,4479,4109,3712,3339,2943,2564,2233,1936,1664,1408,1174,941,756,611,491,384,302,236,166,113,69,38,19,5,1,0,0,0,0,0,0,0,0,,,,,,,,,,
15620,15601,15552,15476,15383,15259,15135,15009,14889,14762,14625,14488,14346,14205,14066,13912,13745,13581,13396,13218,13029,12829,12633,12409,12190,11961,11710,11444,11200,10949,10675,10410,10123,9838,9543,9258,8941,8626,8311,7973,7641,7292,6932,6567,6193,5830,5435,5044,4655,4254,3853,3442,3044,2681,2340,2024,1732,1438,1186,955,697,485,328,215,133,84,51,27,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
15620,15600,15547,15470,15366,15254,15122,14989,14844,14716,14571,14425,14272,14110,13938,13775,13598,13419,13223,13025,12821,12608,12386,12155,11922,11679,11437,11190,10919,10653,10381,10112,9821,9516,9204,8886,8562,8227,7906,7575,7235,6887,6542,6160,5770,5394,4993,4588,4193,3781,3370,2966,2575,2206,1883,1602,1351,1120,914,720,547,398,279,167,84,45,25,12,5,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
15620,15598,15550,15472,15382,15269,15154,15025,14893,14758,14618,14480,14333,14173,14020,13859,13679,13503,13313,13117,12904,12702,12485,12268,12039,11788,11555,11301,11052,10780,10516,10234,9962,9655,9353,9051,8742,8414,8067,7734,7391,7054,6702,6335,5963,5590,5205,4798,4400,4004,3609,3240,2850,2455,2086,1745,1453,1198,948,734,549,395,281,178,98,50,29,15,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
15620,15605,15559,15485,15383,15266,15137,14992,14859,14719,14577,14426,14291,14137,13983,13807,13633,13454,13257,13058,12853,12650,12422,12199,11964,11711,11473,11227,10964,10708,10434,10163,9873,9591,9289,8970,8661,8340,8002,7658,7314,6981,6608,6241,5872,5503,5129,4744,4345,3955,3572,3195,2827,2473,2117,1741,1420,1159,913,705,529,403,293,213,145,98,69,42,26,13,6,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
15620,15603,15551,15477,15377,15256,15129,14983,14796,14604,14400,14202,13991,13790,13583,13389,13178,12962,12758,12550,12318,12083,11840,11599,11349,11090,10842,10569,10287,10006,9718,9418,9096,8801,8480,8162,7849,7510,7146,6797,6435,6052,5674,5278,4876,4479,4085,3711,3317,2931,2562,2207,1852,1553,1283,1060,882,710,573,450,342,243,161,88,43,22,9,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
15620,15599,15551,15482,15398,15323,15245,15160,15061,14969,14860,14740,14620,14488,14357,14217,14067,13915,13758,13586,13406,13220,13022,12822,12616,12399,12178,11953,11720,11479,11218,10949,10682,10414,10143,9850,9561,9235,8946,8633,8315,7989,7644,7307,6955,6592,6241,5898,5535,5190,4835,4492,4141,3832,3527,3244,2951,2680,2434,2183,1965,1749,1542,1331,1125,929,743,562,426,328,246,179,128,83,56,35,16,6,0,0,0,0,0,0,0,0,,,,,
15620,15605,15557,15479,15385,15265,15131,14990,14838,14696,14542,14400,14229,14064,13901,13713,13546,13360,13155,12942,12736,12514,12285,12049,11823,11570,11312,11048,10787,10499,10203,9938,9636,9356,9033,8718,8401,8064,7731,7388,7017,6659,6290,5893,5524,5128,4735,4353,3959,3565,3176,2784,2401,2033,1683,1365,1052,790,570,401,281,176,99,50,15,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
15620,15601,15551,15484,15390,15281,15150,15006,14842,14698,14568,14427,14281,14135,13980,13832,13668,13499,13312,13127,12934,12737,12533,12318,12093,11854,11613,11345,11101,10852,10584,10318,10040,9750,9438,9129,8820,8505,8185,7851,7507,7171,6814,6453,6062,5692,5307,4911,4518,4127,3756,3386,3034,2710,2371,2066,1759,1469,1222,1004,813,635,482,353,244,150,55,16,6,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
15621,15603,15566,15500,15412,15304,15152,14986,14785,14579,14387,14180,13981,13781,13590,13392,13187,12979,12764,12558,12328,12097,11853,11616,11364,11101,10837,10563,10262,9972,9679,9388,9080,8759,8428,8086,7741,7398,7047,6689,6322,5962,5581,5201,4838,4464,4094,3734,3383,3056,2713,2388,2047,1725,1447,1228,1032,880,740,617,519,420,329,251,187,135,94,69,46,30,17,10,3,1,0,0,0,0,0,0,0,0,,,,,,,,,
15620,15601,15555,15497,15422,15319,15194,15077,14945,14828,14718,14582,14455,14308,14161,14006,13828,13657,13486,13312,13113,12910,12689,12475,12227,11994,11762,11516,11265,11011,10743,10462,10196,9922,9611,9294,9004,8691,8368,8032,7694,7358,7003,6641,6272,5894,5519,5125,4726,4342,3955,3596,3224,2865,2511,2189,1871,1573,1310,1058,845,678,540,416,307,217,135,57,15,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
15620,15596,15543,15466,15371,15258,15150,15038,14919,14798,14687,14559,14419,14277,14134,13980,13816,13645,13472,13284,13078,12886,12677,12459,12238,12008,11774,11531,11287,11037,10785,10508,10236,9929,9651,9346,9041,8727,8402,8064,7731,7381,7039,6679,6312,5947,5547,5166,4783,4396,4008,3644,3251,2887,2547,2238,1944,1675,1439,1220,1020,847,674,536,421,312,205,115,42,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
15620,15597,15548,15471,15362,15251,15119,14973,14837,14688,14539,14390,14231,14075,13909,13736,13552,13384,13196,12998,12786,12561,12337,12118,11888,11653,11411,11163,10912,10662,10364,10080,9787,9480,9173,8868,8523,8208,7854,7498,7136,6779,6414,6035,5661,5254,4866,4463,4059,3653,3256,2859,2472,2092,1759,1423,1130,863,618,436,305,199,126,75,38,22,12,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
15620,15601,15546,15471,15402,15318,15214,15106,15004,14890,14769,14648,14515,14376,14230,14068,13917,13758,13588,13405,13216,13019,12807,12583,12365,12150,11921,11680,11428,11183,10914,10656,10378,10088,9799,9508,9205,8890,8556,8242,7912,7560,7206,6843,6490,6114,5754,5368,4973,4559,4171,3781,3405,2993,2606,2258,1955,1686,1450,1223,1022,846,685,515,382,273,184,114,74,42,21,10,3,0,0,0,0,0,0,0,0,,,,,,,,,,
15620,15601,15554,15478,15374,15241,15102,14955,14803,14647,14490,14350,14199,14041,13888,13718,13540,13369,13190,13000,12806,12598,12390,12155,11918,11684,11437,11182,10924,10639,10363,10081,9785,9486,9182,8881,8572,8233,7917,7571,7217,6858,6502,6121,5756,5390,4987,4572,4174,3792,3407,3021,2668,2335,2021,1728,1432,1166,951,749,587,466,357,275,204,156,116,88,67,47,29,16,9,3,0,0,0,0,0,0,0,0,,,,,,,,,
15620,15603,15559,15497,15399,15270,15139,15017,14883,14747,14608,14457,14306,14154,13996,13824,13642,13462,13259,13062,12855,12651,12426,12194,11955,11708,11466,11217,10954,10669,10381,10097,9805,9529,9226,8903,8573,8250,7906,7565,7214,6851,6504,6115,5735,5356,4967,4578,4170,3783,3390,3003,2605,2235,1888,1565,1236,959,713,501,334,221,141,82,48,24,9,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
15620,15600,15550,15474,15369,15236,15084,14921,14751,14597,14450,14286,14119,13947,13783,13603,13425,13231,13029,12829,12608,12387,12174,11937,11691,11438,11174,10913,10650,10369,10076,9783,9493,9186,8869,8558,8235,7889,7551,7200,6847,6484,6108,5720,5333,4933,4526,4123,3725,3327,2929,2537,2160,1822,1487,1189,915,677,483,324,213,143,97,61,38,21,12,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
15620,15604,15556,15477,15381,15258,15100,14946,14784,14618,14434,14238,14055,13866,13668,13471,13270,13057,12845,12628,12405,12179,11942,11702,11451,11195,10940,10670,10407,10124,9824,9535,9208,8901,8576,8249,7915,7579,7218,6861,6496,6143,5743,5347,4951,4565,4173,3780,3400,3037,2657,2291,1946,1612,1300,1009,740,523,366,247,168,118,80,56,36,22,13,6,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
15620,15604,15554,15470,15361,15219,15077,14928,14772,14627,14467,14325,14161,14001,13842,13661,13496,13307,13118,12915,12715,12502,12284,12054,11816,11571,11325,11066,10824,10546,10263,10000,9699,9394,9086,8784,8462,8145,7816,7472,7104,6755,6384,6015,5620,5233,4844,4445,4051,3647,3254,2862,2455,2046,1679,1361,1084,862,688,540,420,312,228,165,103,56,27,10,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
15620,15600,15549,15479,15390,15281,15146,15007,14867,14701,14533,14376,14207,14031,13844,13655,13467,13265,13043,12820,12616,12393,12155,11907,11667,11413,11163,10866,10595,10303,10003,9721,9418,9101,8792,8462,8134,7790,7444,7082,6726,6346,5985,5601,5218,4817,4426,4031,3648,3281,2912,2547,2207,1869,1526,1232,956,708,514,337,218,137,76,34,13,3,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15620,15599,15544,15468,15358,15213,15032,14869,14703,14537,14386,14224,14054,13888,13706,13531,13340,13147,12956,12770,12545,12325,12098,11868,11631,11377,11122,10863,10595,10315,10017,9736,9441,9119,8820,8496,8164,7837,7506,7156,6785,6401,6030,5655,5266,4874,4498,4094,3706,3330,2942,2552,2180,1843,1533,1254,1031,849,695,552,446,342,266,197,142,96,66,37,19,10,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,
15620,15595,15545,15460,15366,15267,15172,15082,14967,14857,14747,14619,14466,14328,14176,14020,13843,13678,13499,13334,13141,12951,12737,12524,12296,12072,11853,11616,11362,11108,10857,10580,10300,10014,9727,9420,9114,8814,8495,8176,7848,7526,7178,6826,6465,6085,5729,5347,4980,4580,4161,3740,3350,2956,2534,2170,1815,1477,1147,860,586,404,272,188,112,71,38,14,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
15620,15598,15547,15467,15364,15245,15114,14953,14773,14604,14429,14254,14069,13887,13691,13502,13291,13074,12855,12641,12402,12165,11934,11686,11429,11172,10897,10632,10361,10063,9772,9468,9156,8848,8508,8187,7840,7500,7143,6779,6423,6053,5673,5272,4879,4482,4076,3680,3292,2902,2550,2201,1864,1537,1230,951,691,488,333,223,148,91,56,35,16,5,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15620,15606,15567,15493,15399,15287,15136,14970,14783,14610,14447,14273,14100,13933,13745,13559,13359,13155,12944,12742,12504,12273,12045,11800,11547,11280,11028,10767,10485,10208,9904,9611,9313,8998,8684,8354,8007,7667,7307,6952,6590,6216,5849,5473,5083,4692,4290,3872,3470,3086,2710,2349,1992,1662,1347,1065,778,520,325,193,93,43,13,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
15620,15599,15556,15496,15413,15327,15240,15149,15049,14948,14838,14723,14604,14472,14335,14190,14045,13899,13733,13555,13369,13177,12979,12771,12559,12335,12107,11867,11635,11402,11143,10879,10600,10326,10044,9773,9472,9156,8854,8541,8221,7894,7543,7200,6847,6480,6126,5752,5372,4993,4613,4228,3859,3508,3177,2864,2567,2306,2049,1818,1586,1367,1151,944,767,618,470,360,274,218,175,131,97,70,48,32,19,7,1,0,0,0,0,0,0,0,0,,,,
15620,15598,15561,15495,15398,15293,15167,15033,14875,14716,14539,14353,14151,13978,13795,13607,13424,13212,13015,12804,12585,12362,12127,11888,11639,11400,11140,10879,10602,10312,10028,9744,9456,9143,8832,8515,8190,7845,7501,7140,6780,6410,6034,5648,5263,4872,4470,4068,3663,3278,2899,2534,2174,1834,1527,1224,959,715,511,349,218,127,64,18,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
15620,15600,15547,15467,15364,15221,15062,14885,14709,14534,14349,14185,14013,13857,13679,13495,13319,13112,12916,12705,12474,12235,11999,11774,11542,11287,11030,10755,10469,10190,9899,9610,9305,8997,8660,8342,8005,7662,7331,6979,6609,6255,5881,5496,5091,4692,4305,3890,3488,3080,2681,2280,1893,1566,1286,1049,834,652,499,354,237,119,39,11,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
