ORBIT_CNT,EVENT,ALPHA
1897508513.0,1,-10.92094105864406
1897515615.0,1,16.76920146688535
1897515615.0,1,16.76920146688535
1897515615.0,1,16.76920146688535
1897515615.0,1,16.76920146688535
1897521860.0,1,1.265499754942183
1897521860.0,1,1.265499754942183
1897521860.0,1,1.265499754942183
1897521860.0,1,1.265499754942183
1897522000.0,1,25.566562820361217
1897522000.0,1,25.566562820361217
1897522000.0,1,25.566562820361217
1897522000.0,1,25.566562820361217
1897526869.0,1,6.751960987964545
1897526869.0,1,6.751960987964545
1897526869.0,1,6.751960987964545
1897526869.0,1,6.751960987964545
1897532482.0,1,-12.60775712362754
1897532482.0,1,-12.60775712362754
1897532482.0,1,-12.60775712362754
1897532482.0,1,-12.60775712362754
1897533209.0,1,-9.234015022057436
1897533209.0,1,-9.234015022057436
1897533209.0,1,-9.234015022057436
1897533209.0,1,-9.234015022057436
1897535420.0,1,-6.322516190595656
1897535420.0,1,-6.322516190595656
1897535420.0,1,-6.322516190595656
1897535420.0,1,-6.322516190595656
1897537727.0,1,5.59868090309254
1897537727.0,1,5.59868090309254
1897537727.0,1,5.59868090309254
1897537727.0,1,5.59868090309254
1897537846.0,1,14.198330086134364
1897537846.0,1,14.198330086134364
1897537846.0,1,14.198330086134364
1897537846.0,1,14.198330086134364
1897538264.0,1,7.219576948613206
1897538264.0,1,7.219576948613206
1897538264.0,1,7.219576948613206
1897538264.0,1,7.219576948613206
1897538407.0,1,-10.386124427298649
1897538407.0,1,-10.386124427298649
1897538407.0,1,-10.386124427298649
1897538407.0,1,-10.386124427298649
1897540299.0,1,44.51997051639196
1897540299.0,1,44.51997051639196
1897540299.0,1,44.51997051639196
1897540299.0,1,44.51997051639196
1897541063.0,1,9.907055395641592
1897541063.0,1,9.907055395641592
1897541063.0,1,9.907055395641592
1897541063.0,1,9.907055395641592
1897541818.0,1,4.047467119030821
1897541818.0,1,4.047467119030821
1897541818.0,1,4.047467119030821
1897541818.0,1,4.047467119030821
1897544769.0,1,-7.627951421862932
1897544769.0,1,-7.627951421862932
1897544769.0,1,-7.627951421862932
1897544769.0,1,-7.627951421862932
1897545171.0,1,-7.20011180458959
1897545171.0,1,-7.20011180458959
1897545171.0,1,-7.20011180458959
1897545171.0,1,-7.20011180458959
1897547724.0,1,-11.567772869188905
1897547724.0,1,-11.567772869188905
1897547724.0,1,-11.567772869188905
1897547724.0,1,-11.567772869188905
1897548218.0,1,-6.8104637240694
1897548218.0,1,-6.8104637240694
1897548218.0,1,-6.8104637240694
1897548218.0,1,-6.8104637240694
1897548326.0,1,20.946392522793985
1897548326.0,1,20.946392522793985
1897548326.0,1,20.946392522793985
1897548326.0,1,20.946392522793985
1897549042.0,1,0.23731843963947688
1897549042.0,1,0.23731843963947688
1897549042.0,1,0.23731843963947688
1897549042.0,1,0.23731843963947688
1897549054.0,1,2.016385417923875
1897549054.0,1,2.016385417923875
1897549054.0,1,2.016385417923875
1897549054.0,1,2.016385417923875
1897549751.0,1,2.865223409379362
1897549751.0,1,2.865223409379362
1897549751.0,1,2.865223409379362
1897549751.0,1,2.865223409379362
1897549983.0,1,-13.115265358319334
1897549983.0,1,-13.115265358319334
1897549983.0,1,-13.115265358319334
1897549983.0,1,-13.115265358319334
1897552558.0,1,9.214746562854849
1897552558.0,1,9.214746562854849
1897552558.0,1,9.214746562854849
1897552558.0,1,9.214746562854849
1897552876.0,1,7.996763660855103
1897552876.0,1,7.996763660855103
1897552876.0,1,7.996763660855103
1897552876.0,1,7.996763660855103
1897553376.0,1,-4.0474671190306175
1897553376.0,1,-4.0474671190306175
1897553376.0,1,-4.0474671190306175
1897553376.0,1,-4.0474671190306175
1897554588.0,1,-6.985885878368125
1897554588.0,1,-6.985885878368125
1897554588.0,1,-6.985885878368125
1897554588.0,1,-6.985885878368125
1897555652.0,1,8.75168200534314
1897555652.0,1,8.75168200534314
1897555652.0,1,8.75168200534314
1897555652.0,1,8.75168200534314
1897558584.0,1,1.0282753737598918
1897558584.0,1,1.0282753737598918
1897558584.0,1,1.0282753737598918
1897558584.0,1,1.0282753737598918
1897559998.0,1,-7.8609614070536
1897559998.0,1,-7.8609614070536
1897559998.0,1,-7.8609614070536
1897559998.0,1,-7.8609614070536
1897560750.0,1,10.863729634379123
1897560750.0,1,10.863729634379123
1897560750.0,1,10.863729634379123
1897560750.0,1,10.863729634379123
1897562661.0,1,-13.134022306396876
1897562661.0,1,-13.134022306396876
1897562661.0,1,-13.134022306396876
1897562661.0,1,-13.134022306396876
1897563039.0,1,-0.5932782875270909
1897563039.0,1,-0.5932782875270909
1897563039.0,1,-0.5932782875270909
1897563039.0,1,-0.5932782875270909
1897563775.0,1,-4.696297095047418
1897563775.0,1,-4.696297095047418
1897563775.0,1,-4.696297095047418
1897563775.0,1,-4.696297095047418
1897565875.0,1,6.654425046006427
1897565875.0,1,6.654425046006427
1897565875.0,1,6.654425046006427
1897565875.0,1,6.654425046006427
1897567508.0,1,-9.31106775166914
1897567508.0,1,-9.31106775166914
1897567508.0,1,-9.31106775166914
1897567508.0,1,-9.31106775166914
1897567724.0,1,-6.732456926201319
1897567724.0,1,-6.732456926201319
1897567724.0,1,-6.732456926201319
1897567724.0,1,-6.732456926201319
1897568025.0,1,0.5339540845494394
1897568025.0,1,0.5339540845494394
1897568025.0,1,0.5339540845494394
1897568025.0,1,0.5339540845494394
1897568126.0,1,-12.28717481960629
1897568126.0,1,-12.28717481960629
1897568126.0,1,-12.28717481960629
1897568126.0,1,-12.28717481960629
1897568414.0,1,18.279703675797748
1897568414.0,1,18.279703675797748
1897568414.0,1,18.279703675797748
1897568414.0,1,18.279703675797748
1897569225.0,1,0.1582127957428424
1897569225.0,1,0.1582127957428424
1897569225.0,1,0.1582127957428424
1897569225.0,1,0.1582127957428424
1897569305.0,1,6.185722614222145
1897569305.0,1,6.185722614222145
1897569305.0,1,6.185722614222145
1897569305.0,1,6.185722614222145
1897574678.0,1,16.569558487219954
1897574678.0,1,16.569558487219954
1897574678.0,1,16.569558487219954
1897574678.0,1,16.569558487219954
1897578543.0,1,4.126171913002302
1897578543.0,1,4.126171913002302
1897578543.0,1,4.126171913002302
1897578543.0,1,4.126171913002302
1897578973.0,1,13.115265358318977
1897578973.0,1,13.115265358318977
1897578973.0,1,13.115265358318977
1897578973.0,1,13.115265358318977
1897579306.0,1,14.495326998275958
1897579306.0,1,14.495326998275958
1897579306.0,1,14.495326998275958
1897579306.0,1,14.495326998275958
1897579684.0,1,40.60966958835444
1897579684.0,1,40.60966958835444
1897579684.0,1,40.60966958835444
1897579684.0,1,40.60966958835444
1897583327.0,1,-10.271279097550199
1897583327.0,1,-10.271279097550199
1897583327.0,1,-10.271279097550199
1897583327.0,1,-10.271279097550199
1897584568.0,1,10.997188660801472
1897584568.0,1,10.997188660801472
1897584568.0,1,10.997188660801472
1897584568.0,1,10.997188660801472
1897585683.0,1,6.263899141848071
1897585683.0,1,6.263899141848071
1897585683.0,1,6.263899141848071
1897585683.0,1,6.263899141848071
1897585687.0,1,-2.2731213500327128
1897585687.0,1,-2.2731213500327128
1897585687.0,1,-2.2731213500327128
1897585687.0,1,-2.2731213500327128
1897590801.0,1,15.399887957702795
1897590801.0,1,15.399887957702795
1897590801.0,1,15.399887957702795
1897590801.0,1,15.399887957702795
1897594107.0,1,0.6526012184278522
1897594107.0,1,0.6526012184278522
1897594107.0,1,0.6526012184278522
1897594107.0,1,0.6526012184278522
1897595569.0,1,-7.258502206616808
1897595569.0,1,-7.258502206616808
1897595569.0,1,-7.258502206616808
1897595569.0,1,-7.258502206616808
1897597166.0,1,-6.420181689257367
1897597166.0,1,-6.420181689257367
1897597166.0,1,-6.420181689257367
1897597166.0,1,-6.420181689257367
1897597247.0,1,0.31642317878746085
1897597247.0,1,0.31642317878746085
1897597247.0,1,0.31642317878746085
1897597247.0,1,0.31642317878746085
1897604525.0,1,5.7553458413023995
1897604525.0,1,5.7553458413023995
1897604525.0,1,5.7553458413023995
1897604525.0,1,5.7553458413023995
1897609848.0,1,18.44003409667421
1897609848.0,1,18.44003409667421
1897609848.0,1,18.44003409667421
1897609848.0,1,18.44003409667421
1897611517.0,1,-14.384045505638232
1897611517.0,1,-14.384045505638232
1897611517.0,1,-14.384045505638232
1897611517.0,1,-14.384045505638232
1897613032.0,1,-14.791530026836773
1897613032.0,1,-14.791530026836773
1897613032.0,1,-14.791530026836773
1897613032.0,1,-14.791530026836773
1897616838.0,1,-11.320798352803749
1897616838.0,1,-11.320798352803749
1897616838.0,1,-11.320798352803749
1897616838.0,1,-11.320798352803749
1897621107.0,1,-4.008108965110176
1897621107.0,1,-4.008108965110176
1897621107.0,1,-4.008108965110176
1897621107.0,1,-4.008108965110176
1897624162.0,1,18.136938401701812
1897624162.0,1,18.136938401701812
1897624162.0,1,18.136938401701812
1897624162.0,1,18.136938401701812
1897624549.0,1,1.9768801329393442
1897624549.0,1,1.9768801329393442
1897624549.0,1,1.9768801329393442
1897624549.0,1,1.9768801329393442
1897627239.0,1,3.0624609849303654
1897627239.0,1,3.0624609849303654
1897627239.0,1,3.0624609849303654
1897627239.0,1,3.0624609849303654
1897630027.0,1,15.546839899831278
1897630027.0,1,15.546839899831278
1897630027.0,1,15.546839899831278
1897630027.0,1,15.546839899831278
1897630330.0,1,-14.179741711264684
1897630330.0,1,-14.179741711264684
1897630330.0,1,-14.179741711264684
1897630330.0,1,-14.179741711264684
1897631751.0,1,14.976248171676172
1897631751.0,1,14.976248171676172
1897631751.0,1,14.976248171676172
1897631751.0,1,14.976248171676172
1897631977.0,1,-13.993690850958021
1897631977.0,1,-13.993690850958021
1897631977.0,1,-13.993690850958021
1897631977.0,1,-13.993690850958021
1897635008.0,1,6.907936527510296
1897635008.0,1,6.907936527510296
1897635008.0,1,6.907936527510296
1897635008.0,1,6.907936527510296
1897644306.0,1,-6.693444104063178
1897644306.0,1,-6.693444104063178
1897644306.0,1,-6.693444104063178
1897644306.0,1,-6.693444104063178
1897648950.0,1,2.9638509857122797
1897648950.0,1,2.9638509857122797
1897648950.0,1,2.9638509857122797
1897648950.0,1,2.9638509857122797
1897649912.0,1,-15.949873532948203
1897649912.0,1,-15.949873532948203
1897649912.0,1,-15.949873532948203
1897649912.0,1,-15.949873532948203
1897651217.0,1,24.951899319868744
1897651217.0,1,24.951899319868744
1897651217.0,1,24.951899319868744
1897651217.0,1,24.951899319868744
1897654619.0,1,13.115265358319295
1897654619.0,1,13.115265358319295
1897654619.0,1,13.115265358319295
1897654619.0,1,13.115265358319295
1897655615.0,1,-9.041236291216523
1897655615.0,1,-9.041236291216523
1897655615.0,1,-9.041236291216523
1897655615.0,1,-9.041236291216523
1897656601.0,1,-10.615561294899674
1897656601.0,1,-10.615561294899674
1897656601.0,1,-10.615561294899674
1897656601.0,1,-10.615561294899674
1897657670.0,1,-11.548790172613607
1897657670.0,1,-11.548790172613607
1897657670.0,1,-11.548790172613607
1897657670.0,1,-11.548790172613607
1897665267.0,1,-3.20048435137217
1897665267.0,1,-3.20048435137217
1897665267.0,1,-3.20048435137217
1897665267.0,1,-3.20048435137217
1897669685.0,1,14.643528540460334
1897669685.0,1,14.643528540460334
1897669685.0,1,14.643528540460334
1897669685.0,1,14.643528540460334
1897671086.0,1,-3.43700847207013
1897671086.0,1,-3.43700847207013
1897671086.0,1,-3.43700847207013
1897671086.0,1,-3.43700847207013
1897672211.0,1,2.312611339273409
1897672211.0,1,2.312611339273409
1897672211.0,1,2.312611339273409
1897672211.0,1,2.312611339273409
1897673182.0,1,-16.569558487219968
1897673182.0,1,-16.569558487219968
1897673182.0,1,-16.569558487219968
1897673182.0,1,-16.569558487219968
1897676764.0,1,34.390370444609005
1897676764.0,1,34.390370444609005
1897676764.0,1,34.390370444609005
1897676764.0,1,34.390370444609005
1897677830.0,1,-0.6526012184271779
1897677830.0,1,-0.6526012184271779
1897677830.0,1,-0.6526012184271779
1897677830.0,1,-0.6526012184271779
1897684984.0,1,18.67109483460449
1897684984.0,1,18.67109483460449
1897684984.0,1,18.67109483460449
1897684984.0,1,18.67109483460449
1897685865.0,1,2.6679178457564925
1897685865.0,1,2.6679178457564925
1897685865.0,1,2.6679178457564925
1897685865.0,1,2.6679178457564925
1897686964.0,1,-9.195476000955654
1897686964.0,1,-9.195476000955654
1897686964.0,1,-9.195476000955654
1897686964.0,1,-9.195476000955654
1897691784.0,1,-2.9046765120634785
1897691784.0,1,-2.9046765120634785
1897691784.0,1,-2.9046765120634785
1897691784.0,1,-2.9046765120634785
1897694896.0,1,10.366989372287023
1897694896.0,1,10.366989372287023
1897694896.0,1,10.366989372287023
1897694896.0,1,10.366989372287023
1897696985.0,1,-7.957972176278742
1897696985.0,1,-7.957972176278742
1897696985.0,1,-7.957972176278742
1897696985.0,1,-7.957972176278742
1897699178.0,1,11.1495653780052
1897699178.0,1,11.1495653780052
1897699178.0,1,11.1495653780052
1897699178.0,1,11.1495653780052
1897703949.0,1,-10.672867036582382
1897703949.0,1,-10.672867036582382
1897703949.0,1,-10.672867036582382
1897703949.0,1,-10.672867036582382
1897706240.0,1,0.2570947210271225
1897706240.0,1,0.2570947210271225
1897706240.0,1,0.2570947210271225
1897706240.0,1,0.2570947210271225
1897713040.0,1,-17.13111443973589
1897713040.0,1,-17.13111443973589
1897713040.0,1,-17.13111443973589
1897713040.0,1,-17.13111443973589
1897719403.0,1,0.9887343290377415
1897719403.0,1,0.9887343290377415
1897719403.0,1,0.9887343290377415
1897719403.0,1,0.9887343290377415
1897722244.0,1,-9.907055395641605
1897722244.0,1,-9.907055395641605
1897722244.0,1,-9.907055395641605
1897722244.0,1,-9.907055395641605
1897722659.0,1,-9.368835024175754
1897722659.0,1,-9.368835024175754
1897722659.0,1,-9.368835024175754
1897722659.0,1,-9.368835024175754
1897722807.0,1,-7.627951421863021
1897722807.0,1,-7.627951421863021
1897722807.0,1,-7.627951421863021
1897722807.0,1,-7.627951421863021
1897725932.0,1,14.902398912236611
1897725932.0,1,14.902398912236611
1897725932.0,1,14.902398912236611
1897725932.0,1,14.902398912236611
1897729617.0,1,16.077774459559485
1897729617.0,1,16.077774459559485
1897729617.0,1,16.077774459559485
1897729617.0,1,16.077774459559485
1897731614.0,1,-7.316877454414137
1897731614.0,1,-7.316877454414137
1897731614.0,1,-7.316877454414137
1897731614.0,1,-7.316877454414137
1897733635.0,1,0.5932782875268238
1897733635.0,1,0.5932782875268238
1897733635.0,1,0.5932782875268238
1897733635.0,1,0.5932782875268238
1897734482.0,1,2.9244020319695343
1897734482.0,1,2.9244020319695343
1897734482.0,1,2.9244020319695343
1897734482.0,1,2.9244020319695343
1897734561.0,1,0.6130527454482102
1897734561.0,1,0.6130527454482102
1897734561.0,1,0.6130527454482102
1897734561.0,1,0.6130527454482102
1897737848.0,1,-12.192736070302647
1897737848.0,1,-12.192736070302647
1897737848.0,1,-12.192736070302647
1897737848.0,1,-12.192736070302647
1897740959.0,1,-4.794503566603859
1897740959.0,1,-4.794503566603859
1897740959.0,1,-4.794503566603859
1897740959.0,1,-4.794503566603859
1897742420.0,1,2.9046765120641527
1897742420.0,1,2.9046765120641527
1897742420.0,1,2.9046765120641527
1897742420.0,1,2.9046765120641527
1897742709.0,1,0.4746287366582957
1897742709.0,1,0.4746287366582957
1897742709.0,1,0.4746287366582957
1897742709.0,1,0.4746287366582957
1897742920.0,1,-0.751469597770735
1897742920.0,1,-0.751469597770735
1897742920.0,1,-0.751469597770735
1897742920.0,1,-0.751469597770735
1897744110.0,1,-10.002983418521968
1897744110.0,1,-10.002983418521968
1897744110.0,1,-10.002983418521968
1897744110.0,1,-10.002983418521968
1897744524.0,1,-13.134022306396876
1897744524.0,1,-13.134022306396876
1897744524.0,1,-13.134022306396876
1897744524.0,1,-13.134022306396876
1897744627.0,1,-9.291807743361863
1897744627.0,1,-9.291807743361863
1897744627.0,1,-9.291807743361863
1897744627.0,1,-9.291807743361863
1897746090.0,1,10.194669109173956
1897746090.0,1,10.194669109173956
1897746090.0,1,10.194669109173956
1897746090.0,1,10.194669109173956
1897746194.0,1,10.041338800518245
1897746194.0,1,10.041338800518245
1897746194.0,1,10.041338800518245
1897746194.0,1,10.041338800518245
1897746968.0,1,5.12819104185317
1897746968.0,1,5.12819104185317
1897746968.0,1,5.12819104185317
1897746968.0,1,5.12819104185317
1897747195.0,1,-3.752190240676724
1897747195.0,1,-3.752190240676724
1897747195.0,1,-3.752190240676724
1897747195.0,1,-3.752190240676724
1897748574.0,1,4.912314020258126
1897748574.0,1,4.912314020258126
1897748574.0,1,4.912314020258126
1897748574.0,1,4.912314020258126
1897750547.0,1,3.200484351372017
1897750547.0,1,3.200484351372017
1897750547.0,1,3.200484351372017
1897750547.0,1,3.200484351372017
1897751034.0,1,7.822144364283547
1897751034.0,1,7.822144364283547
1897751034.0,1,7.822144364283547
1897751034.0,1,7.822144364283547
1897751338.0,1,0.41530237102682815
1897751338.0,1,0.41530237102682815
1897751338.0,1,0.41530237102682815
1897751338.0,1,0.41530237102682815
1897752566.0,1,17.13111443973626
1897752566.0,1,17.13111443973626
1897752566.0,1,17.13111443973626
1897752566.0,1,17.13111443973626
1897753627.0,1,36.84638445150833
1897753627.0,1,36.84638445150833
1897753627.0,1,36.84638445150833
1897753627.0,1,36.84638445150833
1897756528.0,1,-12.13604048052703
1897756528.0,1,-12.13604048052703
1897756528.0,1,-12.13604048052703
1897756528.0,1,-12.13604048052703
1897759167.0,1,43.42408864568895
1897759167.0,1,43.42408864568895
1897759167.0,1,43.42408864568895
1897759167.0,1,43.42408864568895
1897760770.0,1,0.07910654866761258
1897760770.0,1,0.07910654866761258
1897760770.0,1,0.07910654866761258
1897760770.0,1,0.07910654866761258
1897761456.0,1,18.58229937505454
1897761456.0,1,18.58229937505454
1897761456.0,1,18.58229937505454
1897761456.0,1,18.58229937505454
1897762335.0,1,-2.450808745639127
1897762335.0,1,-2.450808745639127
1897762335.0,1,-2.450808745639127
1897762335.0,1,-2.450808745639127
1897762817.0,1,8.61640140976959
1897762817.0,1,8.61640140976959
1897762817.0,1,8.61640140976959
1897762817.0,1,8.61640140976959
1897764576.0,1,4.362191553689618
1897764576.0,1,4.362191553689618
1897764576.0,1,4.362191553689618
1897764576.0,1,4.362191553689618
1897766805.0,1,-5.402731831098904
1897766805.0,1,-5.402731831098904
1897766805.0,1,-5.402731831098904
1897766805.0,1,-5.402731831098904
1897767220.0,1,9.00265561859864
1897767220.0,1,9.00265561859864
1897767220.0,1,9.00265561859864
1897767220.0,1,9.00265561859864
1897768195.0,1,5.010457643011411
1897768195.0,1,5.010457643011411
1897768195.0,1,5.010457643011411
1897768195.0,1,5.010457643011411
1897768203.0,1,3.4567136339561038
1897768203.0,1,3.4567136339561038
1897768203.0,1,3.4567136339561038
1897768203.0,1,3.4567136339561038
1897768668.0,1,-7.2779623120475785
1897768668.0,1,-7.2779623120475785
1897768668.0,1,-7.2779623120475785
1897768668.0,1,-7.2779623120475785
1897768684.0,1,15.821809199979308
1897768684.0,1,15.821809199979308
1897768684.0,1,15.821809199979308
1897768684.0,1,15.821809199979308
1897768803.0,2,-4.715940620584729
1897768803.0,2,-4.715940620584729
1897768803.0,2,-4.715940620584729
1897768803.0,2,-4.715940620584729
1897770358.0,1,4.5391094346814835
1897770358.0,1,4.5391094346814835
1897770358.0,1,4.5391094346814835
1897770358.0,1,4.5391094346814835
1897770408.0,1,-15.58354522246472
1897770408.0,1,-15.58354522246472
1897770408.0,1,-15.58354522246472
1897770408.0,1,-15.58354522246472
1897771174.0,1,0.19776571193748954
1897771174.0,1,0.19776571193748954
1897771174.0,1,0.19776571193748954
1897771174.0,1,0.19776571193748954
1897774201.0,1,3.358179729897194
1897774201.0,1,3.358179729897194
1897774201.0,1,3.358179729897194
1897774201.0,1,3.358179729897194
1897777517.0,1,12.079320752333183
1897777517.0,1,12.079320752333183
1897777517.0,1,12.079320752333183
1897777517.0,1,12.079320752333183
1897777911.0,1,3.220198977528581
1897777911.0,1,3.220198977528581
1897777911.0,1,3.220198977528581
1897777911.0,1,3.220198977528581
1897778716.0,1,35.12453427084816
1897778716.0,1,35.12453427084816
1897778716.0,1,35.12453427084816
1897778716.0,1,35.12453427084816
1897779371.0,1,2.19413492622578
1897779371.0,1,2.19413492622578
1897779371.0,1,2.19413492622578
1897779371.0,1,2.19413492622578
1897780167.0,1,20.026648475720133
1897780167.0,1,20.026648475720133
1897780167.0,1,20.026648475720133
1897780167.0,1,20.026648475720133
1897783018.0,1,15.307937312449475
1897783018.0,1,15.307937312449475
1897783018.0,1,15.307937312449475
1897783018.0,1,15.307937312449475
1897783806.0,1,2.7073841746191785
1897783806.0,1,2.7073841746191785
1897783806.0,1,2.7073841746191785
1897783806.0,1,2.7073841746191785
1897785169.0,1,5.422332519730997
1897785169.0,1,5.422332519730997
1897785169.0,1,5.422332519730997
1897785169.0,1,5.422332519730997
1897791447.0,1,-6.26389914184792
1897791447.0,1,-6.26389914184792
1897791447.0,1,-6.26389914184792
1897791447.0,1,-6.26389914184792
1897791943.0,1,8.054937044052286
1897791943.0,1,8.054937044052286
1897791943.0,1,8.054937044052286
1897791943.0,1,8.054937044052286
1897794127.0,1,-7.277962312047401
1897794127.0,1,-7.277962312047401
1897794127.0,1,-7.277962312047401
1897794127.0,1,-7.277962312047401
1897796242.0,1,0.5339540845501773
1897796242.0,1,0.5339540845501773
1897796242.0,1,0.5339540845501773
1897796242.0,1,0.5339540845501773
1897796896.0,1,-4.421173609211204
1897796896.0,1,-4.421173609211204
1897796896.0,1,-4.421173609211204
1897796896.0,1,-4.421173609211204
1897797429.0,1,22.903338609150268
1897797429.0,1,22.903338609150268
1897797429.0,1,22.903338609150268
1897797429.0,1,22.903338609150268
1897797631.0,1,-8.035547767714666
1897797631.0,1,-8.035547767714666
1897797631.0,1,-8.035547767714666
1897797631.0,1,-8.035547767714666
1897798363.0,1,2.5692410201481213
1897798363.0,1,2.5692410201481213
1897798363.0,1,2.5692410201481213
1897798363.0,1,2.5692410201481213
1897804752.0,1,-5.343922172620532
1897804752.0,1,-5.343922172620532
1897804752.0,1,-5.343922172620532
1897804752.0,1,-5.343922172620532
1897807711.0,1,-0.9689634511039985
1897807711.0,1,-0.9689634511039985
1897807711.0,1,-0.9689634511039985
1897807711.0,1,-0.9689634511039985
1897808150.0,1,0.9689634511043039
1897808150.0,1,0.9689634511043039
1897808150.0,1,0.9689634511043039
1897808150.0,1,0.9689634511043039
1897808203.0,1,12.456993525517357
1897808203.0,1,12.456993525517357
1897808203.0,1,12.456993525517357
1897808203.0,1,12.456993525517357
1897808546.0,1,-0.7119227501082611
1897808546.0,1,-0.7119227501082611
1897808546.0,1,-0.7119227501082611
1897808546.0,1,-0.7119227501082611
1897810800.0,1,40.00009861226578
1897810800.0,1,40.00009861226578
1897810800.0,1,40.00009861226578
1897810800.0,1,40.00009861226578
1897811544.0,1,9.887863039231462
1897811544.0,1,9.887863039231462
1897811544.0,1,9.887863039231462
1897811544.0,1,9.887863039231462
1897814593.0,1,-1.9571267829276073
1897814593.0,1,-1.9571267829276073
1897814593.0,1,-1.9571267829276073
1897814593.0,1,-1.9571267829276073
1897814720.0,1,10.768328565629231
1897814720.0,1,10.768328565629231
1897814720.0,1,10.768328565629231
1897814720.0,1,10.768328565629231
1897815963.0,1,-17.221374140445928
1897815963.0,1,-17.221374140445928
1897815963.0,1,-17.221374140445928
1897815963.0,1,-17.221374140445928
1897820466.0,1,8.713040373071548
1897820466.0,1,8.713040373071548
1897820466.0,1,8.713040373071548
1897820466.0,1,8.713040373071548
1897828627.0,1,-16.26020470831198
1897828627.0,1,-16.26020470831198
1897828627.0,1,-16.26020470831198
